trialJobId,activation,intermediate,optimizer,dropout,test_frac,learning_rate,layer_1,preweight,epochs,batch_size,layer_2,train_frac,regularization,reward
pCtXP,elu,"[0.980952380952381,0.9934803702045081]",adam,0.3089749331268666,0.15,0.0016959567077400243,85,30,200,50,12,0.7,0.08271675296016036,0.9934803702045081
PYkDG,elu,"[0.9785714285714286,0.9777485593452477]",adam,0.033085593554691116,0.15,0.0002721373782980403,175,66,200,30,31,0.7,0.028953602931923606,0.9777485593452477
qgSAv,elu,"[0.9708333333333334,0.9893591722165439]",adam,0.39743886519936134,0.15,0.003215677112796453,16,21,200,5,44,0.7,0.046697820968731034,0.9893591722165439
N0xcT,relu,"[0.9238095238095237,0.9443086281800437]",SGD,0.13206581634262365,0.15,0.0017760830491052376,121,27,200,70,180,0.7,0.017033147292174377,0.9443086281800437
IJDhj,tanh,"[0.9261904761904762,0.9172811289587605]",adam,0.022083732465150652,0.15,8.53236105639165e-06,196,13,200,70,34,0.7,0.005929203792883853,0.9172811289587605
c4ixG,relu,"[0.5,0.5594621545619123]",adam,0.23829646081949513,0.15,0.48880108864544053,53,48,200,30,15,0.7,0.04050889731108771,0.5594621545619123
guhOz,relu,"[0.5188988095238095,0.84042466388241]",adam,0.17423546696158693,0.15,0.1418421361560322,185,51,200,30,149,0.7,0.0458224782442936,0.84042466388241
PpfJY,relu,"[0.4752976190476191,0.6230955365303192]",adam,0.3968207149079783,0.15,0.42432809899702045,196,27,200,50,191,0.7,0.020950316838525596,0.6230955365303192
gzYAm,elu,"[0.8955357142857142,0.8972508361002853]",adam,0.015710226618993416,0.15,5.153231596115674e-06,198,38,200,70,95,0.7,0.06504169302026211,0.8972508361002853
tpKbr,elu,"[0.9782738095238097,0.9909664679232982]",adam,0.15314308745637742,0.15,0.00014018831836202955,184,57,200,10,52,0.7,0.0336763784623499,0.9909664679232982
iuIZO,elu,"[0.9726190476190476,0.9888644187598755]",SGD,0.38513565357200163,0.15,0.015066019174218355,32,59,200,5,38,0.7,0.06399230404939829,0.9888644187598755
cjUaw,relu,"[0.7538690476190476,0.687179107993566]",SGD,0.1788453516002486,0.15,0.0003446662785004549,90,31,200,100,45,0.7,0.03606394434180763,0.687179107993566
L2QtP,elu,"[0.7922619047619047,0.9372943508165976]",adam,0.21482547344551867,0.15,0.0718052298680549,106,63,200,50,114,0.7,0.06659639786315238,0.9372943508165976
R1twG,relu,"[0.9267857142857142,0.9755196925231712]",SGD,0.23927174798223994,0.15,0.040553575132474734,14,58,200,5,129,0.7,0.09953659661571915,0.9755196925231712
KSJaR,relu,"[0.962797619047619,0.9730957106951708]",SGD,0.32956106753173364,0.15,0.031479956075297376,98,19,200,100,191,0.7,0.07776614819073945,0.9730957106951708
ThqvW,elu,"[0.9660714285714287,0.9671316826596771]",SGD,0.319651183161623,0.15,0.009363177567742756,60,54,200,70,66,0.7,0.09072231581077474,0.9671316826596771
ZEvpW,tanh,"[0.6029761904761906,0.6217495867154978]",SGD,0.27123784565190684,0.15,2.0844515488166708e-05,122,10,200,70,55,0.7,0.07981834828773693,0.6217495867154978
HgMal,tanh,"[0.9651785714285713,0.983703538276832]",adam,0.14273604939180093,0.15,0.02809801162321884,128,33,200,30,19,0.7,0.07509280874714169,0.983703538276832
avpPl,tanh,"[0.9342261904761905,0.9495554778043237]",SGD,0.2842959769394642,0.15,0.4981948912512382,51,50,200,70,35,0.7,0.03695723910471712,0.9495554778043237
KlDAP,tanh,"[0.9324404761904763,0.8932433523648694]",adam,0.1276714659824532,0.15,2.041487273445712e-06,132,49,200,50,85,0.7,0.0051893986586618816,0.8932433523648694
YhMHp,elu,"[0.9770833333333334,0.9676146138258105]",adam,0.06865095192969314,0.15,8.077154810058181e-05,161,43,200,10,77,0.7,0.05620361111037127,0.9676146138258105
us8rO,elu,"[0.9744047619047619,0.9804888550149616]",adam,0.08351275728954041,0.15,0.00012290378039048986,74,40,200,10,12,0.7,0.0915696279835731,0.9804888550149616
VZbWg,elu,"[0.9782738095238095,0.99517832790144]",adam,0.35900675756390144,0.15,0.000991562309755349,148,43,200,10,64,0.7,0.0176117904080482,0.99517832790144
jBCZA,elu,"[0.9705357142857143,0.993789539811367]",adam,0.3509107234518678,0.15,0.0015042954787880959,146,35,200,50,107,0.7,0.013790536147828873,0.993789539811367
YQtAF,elu,"[0.9755952380952382,0.9817369180527076]",adam,0.35906080203968266,0.15,0.0007072299390548243,153,44,200,10,143,0.7,6.281400407982286e-05,0.9817369180527076
ZjRVo,elu,"[0.975,0.9872466661305671]",adam,0.36038600152962447,0.15,0.005842558622672469,146,36,200,10,110,0.7,0.014649965750429395,0.9872466661305671
D0q05,elu,"[0.969345238095238,0.9762667000271357]",adam,0.3517223884346732,0.15,4.636511196442602e-05,164,22,200,50,72,0.7,0.02665189675374109,0.9762667000271357
PKIQO,elu,"[0.9741071428571427,0.9833891277804321]",adam,0.27971151186703436,0.15,0.0008858530103509004,145,43,200,100,168,0.7,0.01021173363145748,0.9833891277804321
pX0GJ,elu,"[0.9690476190476189,0.9918910913647757]",adam,0.2992901193938523,0.15,0.0027490193698235872,109,35,200,50,98,0.7,0.024180541383926658,0.9918910913647757
gtiTh,elu,"[0.981547619047619,0.982315800395892]",adam,0.332311776402462,0.15,0.00039501833949537774,173,27,200,10,85,0.7,0.003914000484823895,0.982315800395892
lLycq,elu,"[0.9788690476190478,0.97798088843093]",adam,0.26009565812355245,0.15,0.000916721770401051,139,16,200,50,126,0.7,0.014333965039850712,0.97798088843093
UT5yq,elu,"[0.9758928571428571,0.9894665187342533]",adam,0.3725363663291722,0.15,0.005864148600394494,114,40,200,10,120,0.7,0.0553537234774605,0.9894665187342533
rMZhE,elu,"[0.9758928571428571,0.9820886818495514]",adam,0.39889962830822556,0.15,3.1040672369153966e-05,168,68,200,5,61,0.7,0.00040271652530929694,0.9820886818495514
SsW7u,tanh,"[0.9785714285714286,0.9921623770460979]",adam,0.310132151794836,0.15,0.0020540157563314395,75,24,200,50,140,0.7,0.0310242592959966,0.9921623770460979
NwCp9,elu,"[0.9755952380952382,0.9936350934115918]",adam,0.21124489385924877,0.15,0.00024035876009186036,182,46,200,100,159,0.7,0.02107340317905669,0.9936350934115918
qg6C3,elu,"[0.9782738095238095,0.9869370104327704]",adam,0.34046033454947366,0.15,0.0013650768617551167,154,30,200,30,103,0.7,0.04447559433048792,0.9869370104327704
GZ31O,elu,"[0.5029761904761905,0.7097697115680128]",adam,0.37633598827912373,0.15,0.1349008028458575,136,55,200,50,22,0.7,0.008710718165651691,0.7097697115680128
xu4bc,relu,"[0.9699404761904763,0.9929967626542705]",adam,0.2329553044899932,0.15,0.004471245045053478,98,63,200,10,93,0.7,0.05174298716053967,0.9929967626542705
IsRio,tanh,"[0.9336309523809524,0.9766800034035011]",adam,0.2978311756487185,0.15,0.012440333874785105,118,37,200,5,84,0.7,0.016797819787564033,0.9766800034035011
XnESr,elu,"[0.5982142857142858,0.4874516778813606]",SGD,0.25045244865136373,0.15,1.095724150302065e-05,153,53,200,30,132,0.7,0.025403165501319123,0.4874516778813606
ylcab,relu,"[0.9758928571428571,0.9761747171245834]",adam,0.3957082034810464,0.15,0.00020911338100347047,190,31,200,50,177,0.7,0.04272993567476428,0.9761747171245834
uwKK6,elu,"[0.8797619047619047,0.8909508513740697]",adam,0.19461289107803303,0.15,1.8856104796620731e-06,177,25,200,10,47,0.7,0.030078562070731854,0.8909508513740697
IqFQj,elu,"[0.9699404761904761,0.9964848611427559]",adam,0.10187223412240648,0.15,0.0004242303460692668,199,46,200,50,29,0.7,0.011085554399703407,0.9964848611427559
j8IqI,relu,"[0.5303571428571429,0.5509096960736308]",SGD,0.052781230829890495,0.15,5.017424143632881e-06,198,63,200,100,27,0.7,0.019940818850909425,0.5509096960736308
QPQji,elu,"[0.9803571428571427,0.977739076712761]",adam,0.10564628708836307,0.15,0.00047482851893082973,190,47,200,5,39,0.7,0.03812302912483159,0.977739076712761
PpbHh,tanh,"[0.5895833333333333,0.6318340389438394]",SGD,0.0393441696136258,0.15,7.492156863407816e-05,29,60,200,30,58,0.7,0.00998855166243047,0.6318340389438394
L1rip,relu,"[0.9220238095238095,0.9406498007246646]",adam,0.004471698396073975,0.15,1.758828534655267e-05,179,52,200,70,69,0.7,0.04918913304181664,0.9406498007246646
f9aba,elu,"[0.9738095238095237,0.9886468817041518]",adam,0.16480835151081577,0.15,0.0001893103125577992,127,56,200,10,26,0.7,0.0030188050346963372,0.9886468817041518
EUZm4,elu,"[0.8842261904761906,0.9509012404279668]",SGD,0.10202259318425065,0.15,0.2429677025972648,171,41,200,50,49,0.7,0.0699503255362709,0.9509012404279668
OXodB,tanh,"[0.98125,0.9848684496629702]",adam,0.1242254678773392,0.15,0.019474759664419777,98,47,200,70,32,0.7,0.03136175336281284,0.9848684496629702
Bt48g,relu,"[0.9196428571428571,0.9616273359048751]",SGD,0.1878559816687914,0.15,0.05127188014882566,199,33,200,10,10,0.7,0.0602817927635131,0.9616273359048751
DpA5h,elu,"[0.9645833333333333,0.9629097594341595]",adam,0.02790803875957415,0.15,9.321133105981004e-05,191,50,200,100,199,0.7,0.020732887416797227,0.9629097594341595
WMuj5,elu,"[0.9711309523809524,0.9548486147675254]",adam,0.15125893165986398,0.15,4.077262885991517e-06,84,61,200,5,43,0.7,0.007911488663976939,0.9548486147675254
IzdZe,tanh,"[0.9779761904761906,0.9789742698008308]",adam,0.00012013071533847897,0.15,5.130802842181129e-05,157,68,200,30,77,0.7,0.034399670692159885,0.9789742698008308
W5yvC,elu,"[0.9681547619047619,0.9716312025028275]",SGD,0.07019001812549977,0.15,0.008505634929929631,59,44,200,50,61,0.7,0.012061359236225535,0.9716312025028275
mEZzr,relu,"[0.6818452380952381,0.6793181699303503]",adam,0.0977778099325674,0.15,1.144569768782892e-06,166,11,200,10,20,0.7,0.0009510792068296373,0.6793181699303503
JNoAB,elu,"[0.98125,0.9910721286960454]",adam,0.21761756895177467,0.15,0.0005052132542755534,39,39,200,70,90,0.7,0.04054239788407421,0.9910721286960454
JbPIC,elu,"[0.9630952380952381,0.9584556618808684]",SGD,0.05337834269397267,0.15,0.0034829446434200386,124,19,200,50,54,0.7,0.09186952665726042,0.9584556618808684
r2QcR,tanh,"[0.974702380952381,0.968981262578642]",adam,0.17067105743187716,0.15,1.0817824979626242e-05,138,29,200,10,15,0.7,0.08535559744365381,0.968981262578642
nbUuC,elu,"[0.8654761904761905,0.9480561508314244]",adam,0.1381809346387559,0.15,0.11918873542739244,90,42,200,50,39,0.7,0.017890523287944243,0.9480561508314244
lluPK,elu,"[0.9729166666666667,0.9935937868386381]",adam,0.11864924913707674,0.15,0.002127220219609453,185,33,200,5,75,0.7,0.023739812639686393,0.9935937868386381
FbIHb,relu,"[0.9735119047619047,0.9813098773579718]",adam,0.08701225748690933,0.15,0.0011134953246806367,161,38,200,100,100,0.7,0.09900550184915644,0.9813098773579718
ENyUb,elu,"[0.9077380952380952,0.9020017898391322]",SGD,0.017438457067367866,0.15,0.00015847626517749062,112,57,200,10,114,0.7,0.0275072597135278,0.9020017898391322
EqItk,tanh,"[0.9803571428571429,0.9828958996808537]",adam,0.22404564856440595,0.15,0.00034284426399577123,143,46,200,30,64,0.7,0.004047665043954277,0.9828958996808537
J8W5D,elu,"[0.7351190476190477,0.9809456814654872]",adam,0.18150911970996625,0.15,0.07454230867710113,131,66,200,70,52,0.7,0.007013936096354397,0.9809456814654872
yd4Np,elu,"[0.9773809523809524,0.983657086022815]",adam,0.3218950779866265,0.15,0.0006902426400155352,147,35,200,50,121,0.7,0.013490932206917917,0.983657086022815
dxHDn,elu,"[0.9764880952380952,0.9711374646437546]",adam,0.34576014575923275,0.15,0.001920927971671574,119,49,200,50,107,0.7,0.0174849662307656,0.9711374646437546
LudNa,elu,"[0.9744047619047619,0.9828366370471633]",adam,0.36664250317847025,0.15,0.0034153843197964745,150,28,200,50,156,0.7,0.01172044984451627,0.9828366370471633
ASScE,elu,"[0.9651785714285713,0.9838212377121544]",adam,0.3830774701682401,0.15,0.021619122532142113,173,34,200,50,139,0.7,0.023560826801047513,0.9838212377121544
DeMIk,elu,"[0.9758928571428571,0.9888465819807812]",adam,0.26036631077383426,0.15,0.00588980506066138,101,45,200,50,88,0.7,0.03363529441106883,0.9888465819807812
NOJ8R,elu,"[0.9773809523809524,0.986213885772264]",adam,0.2945261072140488,0.15,0.0012919008161084349,72,26,200,50,80,0.7,0.015092365083751008,0.986213885772264
ZzRdU,elu,"[0.9788690476190476,0.9656126979885762]",adam,0.277614405428216,0.15,0.00011168335421641161,86,22,200,50,67,0.7,0.0004158343551437151,0.9656126979885762
kDHVJ,elu,"[0.9779761904761906,0.9918288474810213]",adam,0.31178749880269685,0.15,0.00027368626173945144,160,37,200,10,133,0.7,0.038110526256148164,0.9918288474810213
JaLHG,elu,"[0.9741071428571428,0.9805688004698576]",adam,0.39052149302869077,0.15,5.9313314662279136e-05,106,41,200,50,94,0.7,0.04795596476598897,0.9805688004698576
CX9QG,elu,"[0.9833333333333334,0.977442667507668]",adam,0.33095784920903376,0.15,0.0006353715845988699,134,52,200,5,113,0.7,0.05195252507012711,0.977442667507668
YCwBu,elu,"[0.975297619047619,0.9670941912343556]",adam,0.3546858713222252,0.15,2.9933675368126353e-05,193,19,200,100,120,0.7,0.005863539409674386,0.9670941912343556
j0rgc,relu,"[0.9657738095238095,0.9881149196550212]",adam,0.2459379950571915,0.15,0.0026091428503778936,10,43,200,10,149,0.7,0.028355520190941206,0.9881149196550212
iaKt0,elu,"[0.9702380952380952,0.9824934198928007]",adam,0.26643864553934493,0.15,0.007907174837160675,142,31,200,50,82,0.7,0.021777250629803492,0.9824934198928007
c9lfj,tanh,"[0.9690476190476189,0.9720629611933959]",SGD,0.20633180977297924,0.15,0.014371543744039341,168,16,200,30,27,0.7,0.044667192635794446,0.9720629611933959
yugyP,elu,"[0.9735119047619047,0.9908629211918685]",adam,0.15698824179785845,0.15,0.00031350795902258604,179,54,200,50,72,0.7,0.002518953369789358,0.9908629211918685
hDDpI,elu,"[0.975,0.983144764909639]",adam,0.28723119329055663,0.15,0.001441716924782531,187,39,200,70,104,0.7,0.032142946753078536,0.983144764909639
UpXuh,elu,"[0.9800595238095238,0.9867073777909201]",adam,0.34077851242338864,0.15,0.0009439833357296158,153,48,200,10,45,0.7,0.041119906188212284,0.9867073777909201
YWluT,relu,"[0.9738095238095237,0.9670982449295064]",adam,0.11690940119307844,0.15,0.00014554422374316928,115,36,200,100,34,0.7,0.019375341372621417,0.9670982449295064
foQYl,elu,"[0.9544642857142858,0.9617077262519343]",SGD,0.23253192540298565,0.15,0.004485576883287361,125,51,200,50,175,0.7,0.010436849093295685,0.9617077262519343
lXGlG,tanh,"[0.9797619047619047,0.9849331381360521]",adam,0.044377746174058506,0.15,2.807579531047845e-05,196,24,200,5,58,0.7,0.061117607180503686,0.9849331381360521
kXjFJ,elu,"[0.9758928571428571,0.9822355889724312]",adam,0.19820748433994015,0.15,0.0005452002217615565,149,32,200,10,13,0.7,0.035306469686126836,0.9822355889724312
Z3zB2,elu,"[0.8735119047619048,0.9835080211365457]",adam,0.06566514934833387,0.15,0.042469625932077544,182,59,200,30,98,0.7,0.07155559649401666,0.9835080211365457
nzlDM,relu,"[0.6827380952380953,0.9517966570918052]",SGD,0.3187477528030659,0.15,0.27443250703631283,158,44,200,50,124,0.7,0.025615249149060642,0.9517966570918052
CZ2vD,elu,"[0.9726190476190476,0.9795939281191763]",adam,0.30222570778065144,0.15,3.657157364966056e-05,70,41,200,70,109,0.7,0.007197673841145703,0.9795939281191763
FNtOh,tanh,"[0.9797619047619047,0.9892970616019108]",adam,0.0859701681001465,0.15,1.67264376168665e-05,79,29,200,10,70,0.7,0.014709909949828357,0.9892970616019108
oPs8y,elu,"[0.9788690476190476,0.9722747783617349]",adam,0.37570504516055747,0.15,0.0001840092965853796,130,46,200,50,41,0.7,0.056103533714531265,0.9722747783617349
OaHkr,elu,"[0.9657738095238095,0.9747163523930201]",SGD,0.008421966055062069,0.15,0.012158733426919805,140,39,200,100,51,0.7,0.022489199773739338,0.9747163523930201
Bl79q,relu,"[0.9663690476190476,0.9968144712889275]",adam,0.14938462294703791,0.15,0.00039186755382106795,93,65,200,5,61,0.7,0.009049120856863754,0.9968144712889275
VDTGy,relu,"[0.9779761904761903,0.9904699888210946]",adam,0.13724699719957925,0.15,0.00040443725381579196,63,67,200,5,30,0.7,0.016733490898506183,0.9904699888210946
maCry,relu,"[0.9806547619047621,0.9653779904306221]",adam,0.15021906121587558,0.15,6.798435459678406e-05,40,65,200,5,23,0.7,0.010051299372968623,0.9653779904306221
AZgua,relu,"[0.9669642857142857,0.9697475188666672]",adam,0.10884587524120325,0.15,7.494052199812941e-06,22,70,200,5,63,0.7,0.001998900205775726,0.9697475188666672
QlUPK,relu,"[0.980952380952381,0.9856987987502693]",adam,0.07474993599014142,0.15,0.00010060144070622506,103,56,200,5,18,0.7,0.00414834371554481,0.9856987987502693
z1Nsw,relu,"[0.9369047619047619,0.9207211278710682]",SGD,0.1792539771917736,0.15,0.0002422206225956528,94,61,200,5,35,0.7,0.018850373284114673,0.9207211278710682
gRO3I,relu,"[0.9806547619047619,0.987785820563904]",adam,0.16368680631633953,0.15,4.4309468354091e-05,51,58,200,5,59,0.7,0.012815274461960867,0.987785820563904
m5rLh,relu,"[0.8855654761904761,0.9669438608509484]",adam,0.09462045067305264,0.15,0.026971372690806714,67,62,200,5,47,0.7,0.008933005588250926,0.9669438608509484
aaYL6,relu,"[0.9738095238095237,0.990597832381898]",adam,0.14286575252967568,0.15,0.000833678904641705,45,65,200,10,77,0.7,0.029693859354689895,0.990597832381898
PkvsP,relu,"[0.9639880952380953,0.985070535460561]",adam,0.1892745756316609,0.15,0.004469386637051167,109,69,200,30,74,0.7,0.01602739137064646,0.985070535460561
RWvn4,relu,"[0.9687499999999998,0.9644822762363991]",SGD,0.12658987203324207,0.15,0.002507093268843828,57,54,200,5,55,0.7,0.026695331819473384,0.9644822762363991
CKWLd,tanh,"[0.9720238095238095,0.9765669135642725]",adam,0.0548935569349223,0.15,0.0004354056162297531,82,50,200,70,90,0.7,0.053075645631338375,0.9765669135642725
dusbU,relu,"[0.9782738095238095,0.9894517721102727]",adam,0.0346597548863711,0.15,0.0010901205135613644,76,52,200,10,29,0.7,0.08248818752798767,0.9894517721102727
CbzyQ,relu,"[0.9583333333333334,0.9622108093864521]",adam,0.2235125617772365,0.15,2.1452535159030897e-05,91,64,200,100,80,0.7,0.0060746795795223974,0.9622108093864521
C8Cor,tanh,"[0.9761904761904763,0.993147317745775]",adam,0.11504357079265477,0.15,0.0017586990455835518,99,55,200,5,66,0.7,0.036978052121153245,0.993147317745775
GQFWZ,relu,"[0.5770833333333333,0.5052521315967603]",SGD,0.20672385645282737,0.15,3.737516197065612e-06,164,48,200,10,38,0.7,0.042717679463243056,0.5052521315967603
uhujN,relu,"[0.9773809523809524,0.9846220716403273]",adam,0.06232388164851621,0.15,0.00012455220350445571,122,59,200,30,17,0.7,0.03252420278530795,0.9846220716403273
n2VfW,tanh,"[0.974404761904762,0.9898694305861488]",adam,0.1597060654885319,0.15,0.007130421369073189,171,45,200,70,23,0.7,0.06575317611510453,0.9898694305861488
yEOcV,relu,"[0.9744047619047619,0.9824168797953963]",adam,0.17350258294597576,0.15,0.0005806990392489958,86,43,200,10,87,0.7,0.039177211023554676,0.9824168797953963
pwJxX,elu,"[0.969345238095238,0.9738958412138302]",adam,0.09495100784302157,0.15,1.4250933630844159e-05,94,15,200,5,11,0.7,0.04595774324663097,0.9738958412138302
S8z6R,elu,"[0.6139880952380952,0.553713614084393]",SGD,0.14414305028604424,0.15,7.946199080555781e-05,200,37,200,100,42,0.7,0.02412488552777599,0.553713614084393
xRLKr,relu,"[0.5,0.8571216918199246]",adam,0.028139576344836048,0.15,0.0637246549958415,115,34,200,10,49,0.7,0.059535279255171276,0.8571216918199246
IdlpM,tanh,"[0.9645833333333333,0.9548143956901974]",adam,0.1337747530801709,0.15,2.6241096309930877e-06,45,57,200,5,96,0.7,0.020646907409016854,0.9548143956901974
SARvt,elu,"[0.975,0.9934742075623817]",adam,0.10821986787229236,0.15,0.010714506021580156,135,53,200,30,35,0.7,0.012468446490717688,0.9934742075623817
OUiVL,elu,"[0.7101190476190476,0.6685434072179597]",adam,0.1911697866628895,0.15,1.2168420422234193e-06,108,49,200,70,69,0.7,0.09474860780451298,0.6685434072179597
HeveD,relu,"[0.9648809523809524,0.9804572214694437]",SGD,0.16855711032772286,0.15,0.017453378740746935,26,21,200,10,56,0.7,0.0005500297288415328,0.9804572214694437
SvhPA,elu,"[0.9761904761904763,0.9880950366768781]",adam,0.25235385997341786,0.15,0.0003313993981110241,118,47,200,5,61,0.7,0.029173818398535653,0.9880950366768781
N9kaH,elu,"[0.8708333333333333,0.8921295388473036]",adam,0.07546067058933785,0.15,6.324387040614932e-06,111,42,200,50,92,0.7,0.07447628480100535,0.8921295388473036
GqvoL,tanh,"[0.9785714285714284,0.9853852758494701]",adam,0.0451633582092997,0.15,0.00020593255501109,176,61,200,100,116,0.7,0.017962923727461944,0.9853852758494701
bmTqT,elu,"[0.9818452380952379,0.9789586074773851]",adam,0.23654001344118214,0.15,0.0007874617251663431,156,51,200,10,83,0.7,0.004788546761481987,0.9789586074773851
xNHEN,relu,"[0.9598214285714286,0.9628762429168504]",SGD,0.08152518817977217,0.15,0.0034659791019880327,127,26,200,30,25,0.7,0.010929249476087062,0.9628762429168504
vJrid,elu,"[0.7232142857142857,0.8801759747985258]",adam,0.1277059481733223,0.15,0.09914992064554547,64,67,200,50,102,0.7,0.02510865538129524,0.8801759747985258
idcUP,elu,"[0.973511904761905,0.9879434165199502]",adam,0.2248767826006542,0.15,5.501429374644264e-05,186,38,200,5,65,0.7,0.008476033145384608,0.9879434165199502
kMlOl,relu,"[0.9014880952380953,0.9009548263291458]",adam,0.015766661029494977,0.15,1.0179141024268096e-05,194,40,200,70,39,0.7,0.04972577581610171,0.9009548263291458
eeBzn,tanh,"[0.9815476190476191,0.987955161920534]",adam,0.15087738290691732,0.15,0.005074711569379421,81,13,200,10,45,0.7,0.06875354548788076,0.987955161920534
m9AbJ,elu,"[0.7282738095238096,0.6584398072208063]",SGD,0.2685140370439938,0.15,2.414405802460303e-05,143,31,200,50,52,0.7,0.002795036415046878,0.6584398072208063
OSK6F,relu,"[0.9794642857142858,0.9893903896764309]",adam,0.20599942208684494,0.15,3.892022942173493e-05,164,70,200,5,78,0.7,0.01412870772920711,0.9893903896764309
RZkr7,elu,"[0.9782738095238095,0.9801565660961051]",adam,0.06080298491603994,0.15,0.00014584230592414092,57,28,200,100,31,0.7,0.03487658889221533,0.9801565660961051
Kg52R,elu,"[0.5930059523809524,0.7943450989748925]",adam,0.09044073504826751,0.15,0.19937637898105204,104,63,200,10,130,0.7,0.030616913610003196,0.7943450989748925
zAxZp,relu,"[0.9636904761904763,0.9844332086901746]",adam,0.10191622450844946,0.15,0.0014560185689797224,151,45,200,50,187,0.7,0.02726825192920475,0.9844332086901746
oe48i,elu,"[0.8630952380952379,0.8744955393364835]",SGD,0.198529923690163,0.15,0.000277838068818453,77,36,200,30,72,0.7,0.02252735642395217,0.8744955393364835
o8A6s,tanh,"[0.9839285714285714,0.9920463843272831]",adam,0.18384146786577762,0.15,0.002874193327995663,137,56,200,5,20,0.7,6.117015162158956e-05,0.9920463843272831
lbr9k,elu,"[0.9821428571428571,0.9954897981274844]",adam,0.11416920872339384,0.15,0.001143783702907188,181,60,200,70,166,0.7,0.042901278742805665,0.9954897981274844
hMK90,relu,"[0.974702380952381,0.9849922612173065]",adam,0.12090114796060975,0.15,0.002131803052456945,180,60,200,70,167,0.7,0.058092935275793275,0.9849922612173065
Rkur8,elu,"[0.962202380952381,0.9379004674630712]",adam,0.04807841649090147,0.15,0.00010451598293154422,95,69,200,70,187,0.7,0.07487877725819189,0.9379004674630712
KWcfC,elu,"[0.9770833333333334,0.9805621386749994]",adam,0.0061244491685061575,0.15,0.0012732486701149232,70,65,200,70,148,0.7,0.05414751044844063,0.9805621386749994
PJEEb,relu,"[0.9395833333333332,0.9642580713238967]",SGD,0.07763183636809264,0.15,0.036979305090150634,37,58,200,70,197,0.7,0.08570905875281468,0.9642580713238967
GGpHH,tanh,"[0.9764880952380952,0.9917162443512743]",adam,0.1081717918969842,0.15,0.0072476940738911925,16,67,200,70,163,0.7,0.0771407445785273,0.9917162443512743
sxgbp,elu,"[0.9764880952380952,0.9833028042677746]",adam,0.022385022183550887,0.15,0.0003988703248484679,187,62,200,70,176,0.7,0.05140370349548538,0.9833028042677746
N1TI6,relu,"[0.9622023809523809,0.9804408029014875]",adam,0.1326762633026608,0.15,0.02792782346084803,170,62,200,70,134,0.7,0.04811173933866326,0.9804408029014875
WYvvw,elu,"[0.9776785714285714,0.9868797785125689]",adam,0.11555992455538,0.15,0.0001695896983637553,34,54,200,70,146,0.7,0.06143782450420911,0.9868797785125689
DbQKT,elu,"[0.86875,0.8784019913998702]",SGD,0.14514858481840381,0.15,0.0006350892137430757,88,64,200,70,156,0.7,0.041976291962810726,0.8784019913998702
YFODz,relu,"[0.9824404761904763,0.9833656586242192]",adam,0.17528601747291547,0.15,0.0008613481425820506,200,59,200,50,125,0.7,0.04425087082335718,0.9833656586242192
h2ZLp,elu,"[0.9779761904761906,0.9877952545769473]",adam,0.1615802405420963,0.15,0.0005075637440797707,174,50,200,10,139,0.7,0.06353007865570248,0.9877952545769473
WdlCS,elu,"[0.9651785714285713,0.9866046869479363]",adam,0.09665010464216611,0.15,0.0039569077762218975,192,48,200,70,86,0.7,0.015965017730413367,0.9866046869479363
dTdbH,elu,"[0.9744047619047619,0.9919581871687135]",adam,0.1555021982623625,0.15,0.0017031807925045246,183,57,200,5,172,0.7,0.02031233409662602,0.9919581871687135
ex1pK,elu,"[0.9767857142857143,0.9824978962049901]",adam,0.039260238225436575,0.15,0.0010071831707869371,146,55,200,100,48,0.7,0.006482904311173036,0.9824978962049901
yMyFm,elu,"[0.9690476190476189,0.972385689702001]",adam,0.06992151533896784,0.15,6.855993139328774e-05,189,53,200,50,14,0.7,0.03669829809162815,0.972385689702001
PV1c5,elu,"[0.981547619047619,0.9846096039471721]",adam,0.08381920959574672,0.15,0.00025194979634937605,161,42,200,10,181,0.7,0.018570960262243426,0.9846096039471721
vCs8V,elu,"[0.9696428571428571,0.9838476861955122]",adam,0.1357035697268241,0.15,0.0056682926452402745,167,51,200,5,110,0.7,0.03973708624067813,0.9838476861955122
hgrBA,elu,"[0.9782738095238095,0.9918771566597654]",adam,0.12239816431934496,0.15,0.002363096973771786,131,68,200,30,154,0.7,0.00831582078441361,0.9918771566597654
Al5xE,elu,"[0.9806547619047619,0.9929571462986703]",adam,0.21935360452265035,0.15,0.000372100912165587,180,47,200,70,57,0.7,0.03269183312712057,0.9929571462986703
gPgeo,elu,"[0.9782738095238095,0.9792877285440215]",adam,0.16993179748732706,0.15,0.0007050412601899655,195,60,200,50,36,0.7,0.02838066084861402,0.9792877285440215
GhKQb,elu,"[0.9770833333333332,0.9914191400712934]",adam,0.11088043351646373,0.15,0.009402510308056177,177,41,200,10,105,0.7,0.01170582577860865,0.9914191400712934
lMiDZ,elu,"[0.974702380952381,0.988681238781858]",adam,0.06159560157570906,0.15,0.00022100613286741395,200,44,200,5,61,0.7,0.023164655469796052,0.988681238781858
at7w7,elu,"[0.9705357142857143,0.9801667667859528]",adam,0.1837168240075176,0.15,8.51478969008205e-05,156,66,200,100,43,0.7,0.005107520824835811,0.9801667667859528
