intermediate,reward,epochs,dropout,layer_1,layer_2,regularization,activation,train_frac,test_frac,learning_rate,batch_size,preweight,optimizer,trialJobId
"[0.45087719298245615,0.7172150735294117]",0.7172150735294117,200,0.10880081609764455,77,163,0.012547379930660997,relu,0.7,0.15,0.0051431594375811315,5,36,adam,dquFA
"[0.5298245614035089,0.666224522005772]",0.666224522005772,200,0.09828766108382776,86,178,0.01793903602743561,relu,0.7,0.15,0.0015830500745721789,5,35,SGD,sUTF9
"[0.5,0.6158957509541614]",0.6158957509541614,200,0.14163765739687034,95,191,0.014564183186719305,relu,0.7,0.15,0.05312224958395396,5,31,adam,X270Q
"[0.5,0.580199131953569]",0.580199131953569,200,0.07881336644573039,70,36,0.048691693655638614,relu,0.7,0.15,0.013607118757520614,5,37,adam,fIAuM
"[0.5180451127819549,0.620627709965962]",0.620627709965962,200,0.1308267643077798,78,57,0.016315026568416394,relu,0.7,0.15,0.008176662755880162,5,34,adam,uy5Yx
"[0.5,0.6679285722410778]",0.6679285722410778,200,0.08433565880066853,64,75,0.010633448177260717,relu,0.7,0.15,0.023178007085433612,5,29,adam,trTAh
"[0.4844611528822055,0.6590314965392364]",0.6590314965392364,200,0.14896003229127378,74,200,0.001525256140629949,relu,0.7,0.15,0.03513756143716263,5,32,adam,iQtxC
"[0.4917293233082707,0.7081104344571837]",0.7081104344571837,200,0.13753655927828976,91,62,0.005738339911008313,relu,0.7,0.15,0.00010893452296347477,5,39,adam,lZ7C3
"[0.5303258145363408,0.7071055088702147]",0.7071055088702147,200,0.11705947479639475,96,20,0.0037440567638955097,relu,0.7,0.15,0.00027173155571552844,5,24,adam,TrqY2
"[0.5225563909774437,0.6501196481874804]",0.6501196481874804,200,0.10130846430631374,103,175,0.00993553147260682,relu,0.7,0.15,0.009706236894152542,5,30,adam,cK6aT
"[0.46967418546365913,0.664213577476445]",0.664213577476445,200,0.09105563291874125,69,79,0.007702459592695579,relu,0.7,0.15,0.004427081129971886,5,38,adam,X38YL
"[0.5308270676691729,0.7019282309510013]",0.7019282309510013,200,0.0651096175082995,82,32,0.01263144408736849,relu,0.7,0.15,0.0011485220389064203,5,33,adam,uUUNv
"[0.5157894736842106,0.6743814192343602]",0.6743814192343602,200,0.1536922176425651,62,67,0.01675883115871702,relu,0.7,0.15,0.01681427585664104,5,37,SGD,IM11g
"[0.5819548872180451,0.68105668915466]",0.68105668915466,200,0.1271229804473435,88,166,0.0036741965153072134,relu,0.7,0.15,8.714847160150563e-06,5,23,adam,XkFGo
"[0.49072681704260657,0.684094584708111]",0.684094584708111,200,0.1082975537612139,73,11,0.01923939637787387,relu,0.7,0.15,0.0004221845404524581,5,40,adam,kc6Qp
"[0.5022556390977444,0.743627828629374]",0.743627828629374,200,0.07714574333648862,64,161,0.01415458894791817,relu,0.7,0.15,0.0023778553015599796,5,46,adam,fJXzh
"[0.5,0.615453507522157]",0.615453507522157,200,0.11818527615333123,100,169,0.008495897893384972,relu,0.7,0.15,0.050285458755156665,5,35,adam,LjWqA
"[0.5102756892230575,0.6866764036080019]",0.6866764036080019,200,0.09810925386148023,60,41,0.006220483088019636,relu,0.7,0.15,0.0018206719597787249,5,42,adam,QsvoW
"[0.4606516290726817,0.7380693124861096]",0.7380693124861096,200,0.14959834306375366,79,46,0.001275963385854003,relu,0.7,0.15,0.006750287685181231,5,30,adam,h5QJH
"[0.5,0.6226718290225308]",0.6226718290225308,200,0.13423946953825108,76,68,0.011944925567103354,relu,0.7,0.15,0.012609889461129144,5,34,adam,RcXlT
"[0.48571428571428577,0.7046566486328001]",0.7046566486328001,200,0.08867364969877004,93,154,0.00021951774984928487,relu,0.7,0.15,0.021092339934243743,5,28,adam,WOvPs
"[0.562406015037594,0.7417238929035683]",0.7417238929035683,200,0.05377851124614774,68,25,0.010036084835010336,relu,0.7,0.15,0.003059126293349002,5,37,adam,i7VD7
"[0.5679197994987468,0.7122991591883878]",0.7122991591883878,200,0.11019299212866811,85,50,0.0173313941247851,relu,0.7,0.15,0.0006608974188231974,5,42,adam,IDqVK
"[0.5403508771929826,0.713733520219407]",0.713733520219407,200,0.12653719603446661,72,182,0.005066691801544912,relu,0.7,0.15,0.06758857144314231,5,39,SGD,wAivF
"[0.5,0.6067395092303293]",0.6067395092303293,200,0.16147288582876737,60,150,0.020541011995086823,relu,0.7,0.15,0.028662697881228844,5,48,adam,QPLrU
"[0.5162907268170426,0.7175740722683915]",0.7175740722683915,200,0.14332404137088897,106,17,0.01461623708601683,relu,0.7,0.15,0.00017950228104905063,5,68,adam,J3RMr
"[0.4791979949874687,0.7602708789318697]",0.7602708789318697,200,0.06939117947984833,65,171,0.0024633412300148023,relu,0.7,0.15,0.005444903169634788,5,43,adam,r8Uqi
"[0.5240601503759399,0.6920659867686078]",0.6920659867686078,200,0.10033774534990944,56,60,0.00724033043365079,relu,0.7,0.15,0.010828727329372853,5,32,adam,ulBBp
"[0.5,0.5863725480583206]",0.5863725480583206,200,0.13856584098209135,81,77,0.011128513043857681,relu,0.7,0.15,0.016048705785554333,5,44,adam,Nw7iU
"[0.4711779448621554,0.7146332725904128]",0.7146332725904128,200,0.1225583501879734,96,175,0.009024155148576832,relu,0.7,0.15,0.039339725381533845,70,36,adam,LJjrj
"[0.5248120300751881,0.4864831643785001]",0.4864831643785001,200,0.10602704476567903,112,84,0.072660601480033,relu,0.7,0.15,1.8615365836758277e-05,50,27,adam,LkbZx
"[0.5,0.5863183158497831]",0.5863183158497831,200,0.15310541134664504,88,70,0.08944007150465325,relu,0.7,0.15,0.09759580979071072,5,46,adam,TUwsf
"[0.5137844611528822,0.7526928603371728]",0.7526928603371728,200,0.08803180946810261,70,164,0.0002647266251858092,relu,0.7,0.15,0.0008836168384519449,100,40,adam,VqDqb
"[0.5092731829573935,0.6976576690535501]",0.6976576690535501,200,0.05949840132256979,99,157,0.016115546676001125,relu,0.7,0.15,0.00013406045234851593,5,34,adam,RfDzF
"[0.5313283208020051,0.599324208242194]",0.599324208242194,200,0.1169629265584466,61,87,0.044200373203534295,relu,0.7,0.15,0.004180525219164014,70,38,SGD,j6Hnu
"[0.48972431077694234,0.6861387096378244]",0.6861387096378244,200,0.03153275261827858,76,81,0.013159655927172668,relu,0.7,0.15,0.008513597665843477,5,50,adam,S7dBm
"[0.5027568922305765,0.6842941035099446]",0.6842941035099446,200,0.07577243860410182,66,74,0.019101331171280697,relu,0.7,0.15,0.002132384888721561,5,41,adam,DOzQN
"[0.4914786967418546,0.6733239005237512]",0.6733239005237512,200,0.13095414404347716,83,200,0.004385137067182184,relu,0.7,0.15,0.023409900217137125,5,45,adam,RGZ7a
"[0.5052631578947369,0.678657929563278]",0.678657929563278,200,0.09579525473948883,57,188,0.006379376803572245,relu,0.7,0.15,0.001298422258715628,70,52,adam,F249E
"[0.5288220551378446,0.72024132848146]",0.72024132848146,200,0.14644045089613833,92,160,0.001969880719111111,relu,0.7,0.15,0.0005408807904604764,5,26,adam,PUtyh
"[0.4837092731829575,0.7528552974373408]",0.7528552974373408,200,0.15851717975344468,104,64,0.017315388198103816,relu,0.7,0.15,0.005712375311855118,30,49,adam,ZWPww
"[0.556390977443609,0.7328564257817869]",0.7328564257817869,200,0.13555686704825504,116,93,0.008876501050077158,relu,0.7,0.15,3.4816738631254555e-05,5,47,adam,RnqAe
"[0.5130325814536341,0.6667762671346992]",0.6667762671346992,200,0.08383039669267109,73,195,0.054285530896894474,relu,0.7,0.15,0.0032817389243703404,70,65,adam,eRuzF
"[0.5,0.6045171752593593]",0.6045171752593593,200,0.1142335382942018,122,37,0.012485020540348293,relu,0.7,0.15,0.03390461123240492,5,32,adam,mQRjD
"[0.4892230576441102,0.7270316078938643]",0.7270316078938643,200,0.16467168573122973,86,55,0.014855725548827158,relu,0.7,0.15,0.01483832029492616,50,42,adam,zSJXq
"[0.5546365914786967,0.5798935187670096]",0.5798935187670096,200,0.10369352253123226,63,80,0.020321962152043443,tanh,0.7,0.15,0.13438486063989197,5,44,adam,LN4YM
"[0.4606516290726817,0.6389603655155703]",0.6389603655155703,200,0.12678517718052223,79,84,0.003579383750866579,relu,0.7,0.15,0.05742812309928438,5,39,adam,tUAG6
"[0.5588972431077692,0.6593649281574978]",0.6593649281574978,200,0.14530175159856346,53,30,0.01036654856169461,tanh,0.7,0.15,0.007260880577677715,70,37,adam,ZrF7f
"[0.5458646616541354,0.7246255224830257]",0.7246255224830257,200,0.06323162734900811,69,171,0.007268419757384169,relu,0.7,0.15,0.011375663898558094,100,31,adam,ZYLrD
"[0.49674185463659154,0.7043183688939241]",0.7043183688939241,200,0.1566685475760017,182,165,0.005608274895472841,tanh,0.7,0.15,0.018858968928009236,5,48,SGD,FVIYi
"[0.47368421052631576,0.7159986743940371]",0.7159986743940371,200,0.1186483011575839,59,177,0.000331462587116145,relu,0.7,0.15,1.2533869326354028e-05,5,41,adam,kaScr
"[0.4791979949874687,0.6584411632399249]",0.6584411632399249,200,0.07275690790829065,108,48,0.0186489897570929,relu,0.7,0.15,0.00037422121419285984,5,35,adam,F74Wh
"[0.5037593984962406,0.6989975274183392]",0.6989975274183392,200,0.09556411910650017,97,153,0.02156050954625937,tanh,0.7,0.15,0.07933830664757834,70,24,adam,y41Sp
"[0.5258145363408522,0.710914364391477]",0.710914364391477,200,0.17163228488411975,65,86,0.011627781502173157,relu,0.7,0.15,6.116768718564357e-05,5,51,adam,s521I
"[0.4533834586466165,0.5813835566012668]",0.5813835566012668,200,0.052777400972503635,90,15,0.03731137368580553,tanh,0.7,0.15,0.04528191960569748,30,36,adam,Wm7QK
"[0.4756892230576441,0.7653861171508229]",0.7653861171508229,200,0.1380399161901031,102,52,0.01469408179645171,relu,0.7,0.15,0.0017483832845591625,5,29,adam,Rlo7w
"[0.5175438596491228,0.6675173611111112]",0.6675173611111112,200,0.10999085413830237,75,70,0.04628204573921921,tanh,0.7,0.15,0.02969517912471861,70,45,adam,tFStH
"[0.5408521303258145,0.7154678409825468]",0.7154678409825468,200,0.041547613760247654,55,181,0.024676755488980406,relu,0.7,0.15,0.009616614183564272,5,53,SGD,vIPiS
"[0.4977443609022557,0.7290457025613275]",0.7290457025613275,200,0.08000837935054247,79,75,0.003567494125408163,relu,0.7,0.15,0.004104269609530461,5,40,adam,yVQKt
"[0.5794486215538848,0.5735464813578299]",0.5735464813578299,200,0.1519423069222639,70,42,0.061433426313514054,tanh,0.7,0.15,8.321208359359602e-05,100,43,adam,LiqQ3
"[0.5729323308270677,0.701794859391125]",0.701794859391125,200,0.1272760569177598,82,167,0.0001308731243791243,relu,0.7,0.15,0.002567554908895717,50,33,adam,eev77
"[0.5498746867167921,0.7243265263094485]",0.7243265263094485,200,0.08876265747517893,60,89,0.008397706105208885,tanh,0.7,0.15,0.013949684576582497,5,70,adam,VcpRh
"[0.512781954887218,0.6660885733603787]",0.6660885733603787,200,0.10183449903181978,94,21,0.016269817484589895,relu,0.7,0.15,0.00023721296392082867,70,27,adam,m7lgj
"[0.5483709273182956,0.6998169688207639]",0.6998169688207639,200,0.1445834301621377,114,10,0.012598265026219671,tanh,0.7,0.15,0.0010149859312402248,5,54,adam,YW8fZ
"[0.4967418546365915,0.7243574650007547]",0.7243574650007547,200,0.11187208976901507,52,63,0.00964640573699924,relu,0.7,0.15,0.007116448657807287,5,47,adam,YkAJV
"[0.5,0.659439959028036]",0.659439959028036,200,0.16854236752699206,87,59,0.0023827100212451373,relu,0.7,0.15,0.0233601944787709,5,49,adam,hk4rk
"[0.5283208020050125,0.674547152194211]",0.674547152194211,200,0.13297392868182023,67,150,0.0001529492900742258,tanh,0.7,0.15,0.0006880918629119167,70,46,adam,r6bYu
"[0.5300751879699248,0.6350503835574898]",0.6350503835574898,200,0.12460087437486597,58,93,0.005176271394142454,relu,0.7,0.15,0.04235184050609476,5,39,adam,kQTnE
"[0.562406015037594,0.6124564215779401]",0.6124564215779401,200,0.06470103132648741,73,66,0.04146235676639802,tanh,0.7,0.15,0.005717734693142116,30,38,SGD,rttug
"[0.5,0.5577638790815309]",0.5577638790815309,200,0.16059896037048885,62,27,0.017333717299097627,relu,0.7,0.15,0.017788341978696824,5,66,adam,jH6AW
"[0.5388471177944861,0.6862220451493382]",0.6862220451493382,200,0.17854932262519468,99,79,0.007064092500310428,tanh,0.7,0.15,0.0030422017081481153,70,34,adam,T4eFn
"[0.5,0.6334907782276205]",0.6334907782276205,200,0.08288310574575157,110,156,0.021580447903753616,relu,0.7,0.15,0.004585998690222766,5,63,adam,PaRqx
"[0.47619047619047616,0.49726760252034286]",0.49726760252034286,200,0.09381822536962403,172,185,0.014276928426605945,relu,0.7,0.15,1.0364990763304445e-06,50,42,adam,oahpL
"[0.5508771929824562,0.7159045815295816]",0.7159045815295816,200,0.11939280759625193,84,96,0.01136469342118365,tanh,0.7,0.15,0.001382468725212174,5,50,adam,Ixzhj
"[0.5090225563909775,0.6474845579257344]",0.6474845579257344,200,0.13980234179653905,48,174,9.762159455914236e-05,relu,0.7,0.15,0.009217834003700102,5,25,adam,xr1Rf
"[0.38471177944862156,0.6611522568756192]",0.6611522568756192,200,0.03555641860566133,66,34,0.0825440124993688,tanh,0.7,0.15,0.10721672299427996,100,44,adam,FSAhV
"[0.4977443609022556,0.6180140763848753]",0.6180140763848753,200,0.04947648392149373,119,192,3.0248939341737287e-05,relu,0.7,0.15,0.06271351723146922,70,22,adam,duaOr
"[0.5,0.6489035885505707]",0.6489035885505707,200,0.1042521578322207,54,160,0.019556748766584274,tanh,0.7,0.15,0.028844972646785146,5,36,adam,VOLxG
"[0.5614035087719298,0.7259947763150163]",0.7259947763150163,200,0.0722365342959447,77,56,0.0269962855946922,relu,0.7,0.15,0.00029755711285814817,5,30,adam,NztZB
"[0.5007518796992481,0.7270035565677013]",0.7270035565677013,200,0.13302451092065876,125,71,0.008007823621440884,relu,0.7,0.15,0.012598268327216116,5,61,SGD,P0avF
"[0.5929824561403508,0.6511203335193694]",0.6511203335193694,200,0.15258743855163476,106,88,0.05684491997899996,tanh,0.7,0.15,0.00011115017698538127,70,41,adam,rF4JK
"[0.493734335839599,0.68830259852891]",0.68830259852891,200,0.02642083016029606,72,45,0.023210371538965373,relu,0.7,0.15,0.002154268807436454,5,43,adam,eSenz
"[0.512781954887218,0.7361372983741405]",0.7361372983741405,200,0.11484060012263521,90,170,0.003755850883059516,tanh,0.7,0.15,0.016919217100311867,30,31,adam,BGU6Z
"[0.48421052631578954,0.7259869068867372]",0.7259869068867372,200,0.16559169322979514,57,76,0.029157608096391473,relu,0.7,0.15,0.0008076016710391581,5,45,adam,YOwAP
"[0.5488721804511278,0.6150514803105026]",0.6150514803105026,200,0.14578662629845873,45,83,0.01590867012710131,tanh,0.7,0.15,4.183363105296401e-05,70,48,adam,AhmCF
"[0.5794486215538848,0.7102277143348038]",0.7102277143348038,200,0.09568115122874175,93,163,0.03341713985409446,relu,0.7,0.15,0.0004569995894902303,5,56,adam,IPk3T
"[0.5,0.5784099152481506]",0.5784099152481506,200,0.10813640089588487,62,179,0.01044756252130935,relu,0.7,0.15,0.03526252086274689,5,28,adam,kurEG
"[0.5107769423558898,0.7029825081179569]",0.7029825081179569,200,0.05855497908587216,51,98,0.005814806669701888,tanh,0.7,0.15,0.006810808125958481,50,40,adam,rVQLE
"[0.4791979949874687,0.6399518499188928]",0.6399518499188928,200,0.08578777938300469,68,159,0.013865031675309761,relu,0.7,0.15,0.00017489968525875995,5,38,adam,a2EL7
"[0.5884711779448623,0.7222076684924982]",0.7222076684924982,200,0.1199871478716863,79,40,0.002188008099268796,tanh,0.7,0.15,0.003474483695030102,70,51,adam,RmccO
"[0.5789473684210527,0.5834918012621998]",0.5834918012621998,200,0.17860161784422707,101,152,0.02491459796992803,relu,0.7,0.15,0.02165904016718995,100,37,SGD,MrYnb
"[0.47518796992481205,0.6224591909283108]",0.6224591909283108,200,0.07531146036541266,85,91,0.019290633147532224,tanh,0.7,0.15,0.09000398965306544,5,35,adam,SS2iz
"[0.5080200501253133,0.6737792467915809]",0.6737792467915809,200,0.15721462084900886,75,51,0.009201020985964344,relu,0.7,0.15,0.010939458400052502,5,46,adam,BhYGv
"[0.5,0.5657478628576738]",0.5657478628576738,200,0.1298737396131916,56,81,0.012520474346269059,relu,0.7,0.15,0.05379792290533408,5,33,adam,X2f25
"[0.543859649122807,0.43182833385547204]",0.43182833385547204,200,0.14011729685304652,71,73,0.01830351073996192,tanh,0.7,0.15,2.5215561991087605e-06,70,49,adam,D6F1h
"[0.5413533834586467,0.6555619882668241]",0.6555619882668241,200,0.1500132037425083,65,25,0.0067490173315863395,relu,0.7,0.15,0.0016721082119684986,5,43,adam,wTrBj
"[0.5483709273182956,0.7394984973155929]",0.7394984973155929,200,0.10119553224325278,60,168,0.0038876295550445677,tanh,0.7,0.15,0.0011435749677903987,30,47,adam,QGDmf
"[0.5,0.522926024216414]",0.522926024216414,200,0.16941487757897433,51,17,0.021149245163600273,relu,0.7,0.15,0.025470409429498103,5,41,adam,EQrjI
"[0.5428571428571429,0.7097812280276482]",0.7097812280276482,200,0.06594363521319921,81,62,0.0136787287381709,tanh,0.7,0.15,0.005425535145398984,70,58,adam,RdHHw
"[0.5187969924812029,0.7152665890073979]",0.7152665890073979,200,0.09021548910350771,96,148,0.015799334645782783,relu,0.7,0.15,2.558063099255492e-05,5,52,adam,jLTAM
"[0.5604010025062657,0.6275679121785472]",0.6275679121785472,200,0.12508962608691862,115,85,0.01151825262383647,relu,0.7,0.15,6.047884787596051e-06,50,54,adam,GAm0b
"[0.493734335839599,0.6475100179838084]",0.6475100179838084,200,0.10513231834912368,110,95,0.008892824915502726,tanh,0.7,0.15,0.008672651593188323,5,39,SGD,muLLu
"[0.5,0.5911606775336781]",0.5911606775336781,200,0.0789195244630803,46,38,0.01699052042206941,relu,0.7,0.15,0.043328364721562096,5,26,adam,zuimi
"[0.5112781954887218,0.6914632562954617]",0.6914632562954617,200,0.15953125502494112,89,101,0.026032086300067404,tanh,0.7,0.15,0.004156234701312142,100,32,adam,yuZTA
"[0.5508771929824562,0.7122726498346161]",0.7122726498346161,200,0.11234607160256506,105,176,5.035866202003636e-05,relu,0.7,0.15,0.0185418801250929,70,37,adam,tA9Xd
"[0.5275689223057645,0.762419520612182]",0.762419520612182,200,0.049189847292684614,63,68,0.03614392496503184,tanh,0.7,0.15,0.0027433864364768868,5,45,adam,IgKPq
"[0.5,0.5531612710864047]",0.5531612710864047,200,0.1389307487342255,43,183,0.09690959190255202,relu,0.7,0.15,0.012117765449269555,5,20,adam,KoWEQ
"[0.4636591478696742,0.6652304616178455]",0.6652304616178455,200,0.1823501132411824,68,164,0.0050092086321635605,relu,0.7,0.15,0.01463543732421454,5,42,adam,usp9k
"[0.5192982456140351,0.7576359261653379]",0.7576359261653379,200,0.1312817799228943,53,31,0.02258912554287451,tanh,0.7,0.15,0.030931891470897782,70,34,adam,LDNnu
"[0.6611528822055138,0.5524271012781121]",0.5524271012781121,200,0.17305038605567985,77,77,0.007176554361934389,relu,0.7,0.15,0.1255439073344764,5,40,adam,uGICw
"[0.5699248120300753,0.7495066919316332]",0.7495066919316332,200,0.14970811812694435,121,57,0.0016032471960740042,tanh,0.7,0.15,0.0005584949766847958,5,52,adam,JMZxC
"[0.5453634085213033,0.6685267857142857]",0.6685267857142857,200,0.0134981508899378,57,157,0.029604557149217496,relu,0.7,0.15,0.00013787995953124579,30,44,adam,pY2dj
"[0.5483709273182957,0.6157604704753021]",0.6157604704753021,200,0.09647291597825061,72,187,0.03983185261798629,tanh,0.7,0.15,0.006711180250708834,70,30,SGD,bCCpT
"[0.5032581453634084,0.6624007936507936]",0.6624007936507936,200,0.11923234374295436,40,10,0.010685714938335087,relu,0.7,0.15,6.73064985757232e-05,5,48,adam,Hjf6N
"[0.5087719298245614,0.736011127830981]",0.736011127830981,200,0.1642105443378178,84,88,0.014171637660842708,relu,0.7,0.15,0.07901808699536254,50,46,adam,bfFlZ
"[0.5157894736842106,0.7062900350756138]",0.7062900350756138,200,0.08587179344850718,98,172,0.0029513554582430625,tanh,0.7,0.15,0.000210775948326684,5,36,adam,nADQN
"[0.5463659147869675,0.7487298047669565]",0.7487298047669565,200,0.020617198501998557,47,196,0.017967472428566444,relu,0.7,0.15,0.009675913195075287,100,50,adam,kQzeB
"[0.5962406015037595,0.5915006343937967]",0.5915006343937967,200,0.04085954958938093,92,21,0.06976773712788559,tanh,0.7,0.15,0.1899990152186736,5,38,adam,x3aWe
"[0.49323308270676697,0.7084326855742297]",0.7084326855742297,200,0.14447745195011863,64,48,0.020314696982088206,relu,0.7,0.15,0.0040999894697260186,70,69,adam,QUKzM
"[0.5298245614035088,0.7188069225735261]",0.7188069225735261,200,0.18684574378654095,50,99,0.00580451344374616,tanh,0.7,0.15,0.0018960314566459162,5,24,adam,V3t1a
"[0.5,0.5475979160485898]",0.5475979160485898,200,0.10929740588988779,37,94,0.024124642073985517,relu,0.7,0.15,0.06461355281501292,5,28,adam,pBwuB
"[0.5012531328320803,0.705802898009553]",0.705802898009553,200,0.07076886996828431,74,64,0.00801295541922417,relu,0.7,0.15,0.0003201358416893519,5,42,adam,UTkQ6
"[0.512781954887218,0.705720736575516]",0.705720736575516,200,0.12484454023356628,103,153,0.012812795355770634,tanh,0.7,0.15,0.02243962674994915,70,56,adam,ngzMV
"[0.5679197994987468,0.5694875372023811]",0.5694875372023811,200,0.1333022020333426,87,43,0.0495776356803727,relu,0.7,0.15,0.0026103212804576997,5,32,SGD,y6ngC
"[0.5137844611528821,0.6814889481433599]",0.6814889481433599,200,0.1727300987319868,59,79,0.028177990121647675,tanh,0.7,0.15,0.0008354033350747452,30,44,adam,DEzjD
"[0.47368421052631576,0.7075854019768828]",0.7075854019768828,200,0.1583261475653155,81,72,0.010027243007444536,relu,0.7,0.15,4.799047948591499e-05,5,41,adam,lO5hC
"[0.4912280701754386,0.6981697294803337]",0.6981697294803337,200,0.05857026899962209,69,54,0.0021636758448248597,tanh,0.7,0.15,0.004956265787999005,70,35,adam,qAE9q
"[0.5182957393483709,0.671659386398431]",0.671659386398431,200,0.09466259778292353,54,91,0.031221251602872667,relu,0.7,0.15,0.0012999888816203188,5,39,adam,z3Xz0
"[0.5037593984962407,0.6829545914182138]",0.6829545914182138,200,0.031057847397289368,62,67,0.004749521172874061,relu,0.7,0.15,9.766819250130916e-05,50,47,adam,jWOzL
"[0.5,0.6263899913776767]",0.6263899913776767,200,0.11224704631413583,109,83,0.015508537358749349,tanh,0.7,0.15,0.033565140751771264,5,29,adam,wpV6z
"[0.5213032581453634,0.708044493775918]",0.708044493775918,200,0.07741144281140622,76,162,0.03443519329814376,relu,0.7,0.15,0.006931840883109108,100,45,adam,iNIfs
"[0.4947368421052632,0.6737155695611579]",0.6737155695611579,200,0.13986312881246044,42,60,0.011989453173692221,tanh,0.7,0.15,0.01384628899803855,5,43,adam,MRTmU
"[0.506265664160401,0.6953759789215852]",0.6953759789215852,200,0.12130445405225633,32,35,0.018856512821190875,relu,0.7,0.15,0.05201002169830333,70,64,adam,qJi04
"[0.5263157894736842,0.7629634417869712]",0.7629634417869712,200,0.10240158183191836,95,190,0.009243854076714079,tanh,0.7,0.15,0.0004136509149726936,5,31,adam,AVzgL
"[0.5142857142857142,0.6788931135040426]",0.6788931135040426,200,0.14887718411205556,66,148,0.006181195216159622,relu,0.7,0.15,0.019128803819119213,5,49,SGD,pPMX2
"[0.5243107769423558,0.559699836824929]",0.559699836824929,200,0.09006072144531055,113,155,0.016069419284076118,relu,0.7,0.15,0.008399616816054846,5,40,adam,tY5m7
"[0.4601503759398497,0.7046795722337518]",0.7046795722337518,200,0.06706583997572307,132,181,0.05259333909995971,tanh,0.7,0.15,0.0031352024428029476,70,37,adam,MMnAV
"[0.5,0.5519048058662996]",0.5519048058662996,200,0.18074995269005428,49,166,0.021154698400472377,relu,0.7,0.15,0.02747712743980073,5,53,adam,u66hG
"[0.5355889724310777,0.7241147673757139]",0.7241147673757139,200,0.13283029826770773,127,87,0.026058379599779455,tanh,0.7,0.15,0.04439775533867603,30,34,adam,Q1lcq
"[0.4363408521303258,0.729368715434892]",0.729368715434892,200,0.15700886713724246,117,104,0.0032028249766067897,relu,0.7,0.15,0.011178668676513862,5,67,adam,ijdHf
"[0.4471177944862156,0.5682432684707488]",0.5682432684707488,200,0.11723531935155347,56,173,0.01341668489908033,tanh,0.7,0.15,0.27893598469010006,70,25,adam,LaAfK
"[0.5152882205513785,0.7470723375635768]",0.7470723375635768,200,0.053293146968770334,71,14,0.007938967514694344,relu,0.7,0.15,2.9937498915165754e-05,5,51,adam,TndOh
"[0.5,0.6159194876005222]",0.6159194876005222,200,0.07945447646205109,80,76,0.03864045130421266,relu,0.7,0.15,0.005209347199365579,5,48,adam,mrRKK
"[0.5503759398496241,0.6676310542829901]",0.6676310542829901,200,0.3986571122803869,100,100,0.000193987936804506,tanh,0.7,0.15,0.14412948327458638,100,61,adam,Ws6AU
"[0.44110275689223055,0.7104531736020411]",0.7104531736020411,200,0.10417011816935152,90,177,0.010935895290835579,relu,0.7,0.15,0.016376592294654553,50,39,adam,IquI1
"[0.5042606516290727,0.492871821104243]",0.492871821104243,200,0.16548450410747176,84,28,0.02341142389763893,tanh,0.7,0.15,1.695355031549737e-05,5,55,SGD,hxE5m
"[0.5368421052631579,0.6553253460936933]",0.6553253460936933,200,0.15035614917069784,58,95,0.017924171312401344,relu,0.7,0.15,0.09335442731991289,70,33,adam,wIIqX
"[0.5829573934837093,0.7038699229691876]",0.7038699229691876,200,0.12602240399661332,45,47,0.001909788056897899,tanh,0.7,0.15,0.0006521629015921836,5,46,adam,gLcif
"[0.5072681704260652,0.7436200276331855]",0.7436200276331855,200,0.18908209390826847,75,83,0.014924971925541621,relu,0.7,0.15,0.0010932178379989476,5,23,adam,jAN4U
"[0.5042606516290726,0.7177967496040252]",0.7177967496040252,200,0.14162652370389467,67,72,0.004754562188122976,relu,0.7,0.15,0.003498559994032123,5,36,adam,RB02J
"[0.5363408521303259,0.7493224620921193]",0.7493224620921193,200,0.04369205648320639,53,158,0.03242265299839199,tanh,0.7,0.15,0.0020065525448360218,70,44,adam,Ta0pc
"[0.5395989974937343,0.628510040758661]",0.628510040758661,200,0.0881208092694957,61,92,3.5157158865402674e-05,relu,0.7,0.15,0.023574276429398286,5,41,adam,A3r5c
"[0.5433583959899749,0.7348789436183013]",0.7348789436183013,200,0.17359663805427997,104,168,0.006787833254833416,tanh,0.7,0.15,0.007889128265367711,5,38,adam,FLJjs
"[0.5253132832080201,0.7061477854468373]",0.7061477854468373,200,0.001049332586842526,37,24,0.021920501115468834,relu,0.7,0.15,0.001466595832039031,30,50,adam,JYCZE
"[0.42756892230576443,0.7599913141580659]",0.7599913141580659,200,0.11102412777934069,71,150,0.042816555625412665,tanh,0.7,0.15,0.036820447436784615,70,57,adam,GO02f
"[0.4912280701754386,0.6238139578252558]",0.6238139578252558,200,0.09575761521594514,48,145,0.009187628887796876,relu,0.7,0.15,0.01399479010943146,5,42,adam,BVKNx
"[0.4576441102756892,0.4884453452681378]",0.4884453452681378,200,0.12864195860067576,87,80,0.017073113119586182,elu,0.7,0.15,0.0001577905136993807,50,29,SGD,FZD8O
"[0.45664160401002507,0.6762224029396704]",0.6762224029396704,200,0.15508618308763952,94,52,0.012900198670199401,relu,0.7,0.15,0.005971720962108053,5,59,adam,QzWtD
"[0.574436090225564,0.660386281406502]",0.660386281406502,200,0.06975258182610582,80,65,0.00397143492466079,tanh,0.7,0.15,0.00961648145152044,100,47,adam,fLYV6
"[0.4987468671679198,0.6545272048213224]",0.6545272048213224,200,0.06178796618765039,66,89,0.028554179466242627,elu,0.7,0.15,0.00025500871184324796,5,27,adam,pBVVh
