test_frac,reward,layer_1,train_frac,batch_size,preweight,intermediate,activation,trialJobId,learning_rate,optimizer,epochs,layer_2,regularization,dropout
0.15,0.7025881185807655,97,0.7,100,54,"[0.5563909774436091,0.7025881185807655]",elu,kl8lg,0.1539632401793386,adam,200,130,0.04242197277364851,0.10733764099289975
0.15,0.6499053440539508,140,0.7,50,59,"[0.5182957393483709,0.6499053440539508]",elu,m2ZFT,0.030287615259272666,adam,200,98,0.009192060494443563,0.08997754880632264
0.15,0.3193839639907906,149,0.7,100,13,"[0.39323308270676693,0.3193839639907906]",elu,bl2S7,8.36068009453086e-06,SGD,200,82,0.032011648705073045,0.19295580514213975
0.15,0.6940721733413224,157,0.7,5,51,"[0.5679197994987468,0.6940721733413224]",relu,XiQcy,0.0019449092333918446,adam,200,13,0.015484997467202923,0.3377036763061519
0.15,0.6726935717468805,114,0.7,30,43,"[0.5343358395989976,0.6726935717468805]",elu,KaiZd,0.006149842353460093,adam,200,108,0.022502843028656242,0.05187690514641744
0.15,0.684977743585793,134,0.7,100,45,"[0.5353383458646617,0.684977743585793]",tanh,JbLUO,0.0027311067639062777,adam,200,151,0.029893539296656665,0.14413776686216606
0.15,0.7284415352974893,78,0.7,50,58,"[0.5358395989974938,0.7284415352974893]",elu,pxTwX,0.013404612340706806,adam,200,117,0.005475191065796789,0.20233056869741295
0.15,0.627885999100175,154,0.7,70,49,"[0.46766917293233085,0.627885999100175]",elu,uMv6c,0.018235931966716273,adam,200,53,0.07064441736907712,0.2453320994096884
0.15,0.6762012589994908,127,0.7,100,37,"[0.5593984962406016,0.6762012589994908]",elu,upWIJ,0.12472515052322494,adam,200,46,0.017063968937218416,0.21844192483720476
0.15,0.6510419076537498,59,0.7,10,40,"[0.5619047619047619,0.6510419076537498]",elu,lIlvB,0.04843710340324872,SGD,200,134,0.026179132867110287,0.17530287767180022
0.15,0.6505594692330373,144,0.7,30,30,"[0.5052631578947369,0.6505594692330373]",elu,LMDkN,0.007682012620987561,adam,200,38,0.014304015582619784,0.11732580534853114
0.15,0.6798808106238448,184,0.7,50,49,"[0.5348370927318296,0.6798808106238448]",elu,PU4VV,0.006913451523536461,adam,200,143,0.00221994341668717,0.16379633492731233
0.15,0.6909627945154261,198,0.7,50,38,"[0.5197994987468672,0.6909627945154261]",elu,TXDgs,0.004390702729206084,adam,200,145,0.004210871912976359,0.16689832013406233
0.15,0.7031596733285355,179,0.7,50,47,"[0.5568922305764412,0.7031596733285355]",elu,OEox3,0.00547593005492121,adam,200,149,6.494712711315603e-05,0.17156879608742523
0.15,0.7441877914289872,194,0.7,50,16,"[0.5583959899749373,0.7441877914289872]",elu,Kf9Dq,0.01135964026749891,adam,200,154,0.0004806087171812662,0.18703245503999769
0.15,0.702047397047397,194,0.7,50,16,"[0.5548872180451128,0.702047397047397]",elu,B2IQL,0.02406670056143393,adam,200,171,0.00990176645100765,0.21122293134837514
0.15,0.6805004060267217,187,0.7,50,11,"[0.5899749373433585,0.6805004060267217]",elu,DSWUe,0.011252469790271941,adam,200,155,0.0016333878897870583,0.18685957534742703
0.15,0.7076003734827264,189,0.7,50,15,"[0.5353383458646618,0.7076003734827264]",elu,EnfCE,0.03275658917000189,adam,200,173,0.011894590585384748,0.20210532265474418
0.15,0.6506260212418301,163,0.7,50,12,"[0.5794486215538848,0.6506260212418301]",elu,NXnib,0.009216755273222478,adam,200,165,0.007813094663919502,0.23344873128254134
0.15,0.6497787549567735,175,0.7,50,17,"[0.562907268170426,0.6497787549567735]",elu,rI16I,0.02628844640465047,adam,200,162,0.0044377748507817665,0.22683990068226348
0.15,0.7282051754574975,199,0.7,50,14,"[0.5794486215538848,0.7282051754574975]",elu,SFwY7,0.003346293753559847,adam,200,158,0.0015416618911348115,0.18413720278376383
0.15,0.6937652632928106,168,0.7,50,20,"[0.5804511278195489,0.6937652632928106]",elu,qCJx6,0.038149280541227876,adam,200,168,0.0067352209635206,0.21509951165782515
0.15,0.6656965093729799,182,0.7,50,23,"[0.5338345864661654,0.6656965093729799]",elu,FHhgN,0.015803726740914324,adam,200,137,0.0002442170037527427,0.19635007127834095
0.15,0.7237143703107931,195,0.7,50,13,"[0.53734335839599,0.7237143703107931]",elu,N4p0g,0.01879209590476204,adam,200,151,0.010066253622979596,0.14677361421210855
0.15,0.6728996198438979,190,0.7,50,18,"[0.5423558897243107,0.6728996198438979]",elu,z2LNt,0.07220627453078664,adam,200,181,0.0035747235039331107,0.1378830868252163
0.15,0.6799484957993576,171,0.7,50,21,"[0.5508771929824562,0.6799484957993576]",elu,KM54k,0.013522123760741874,adam,200,177,0.008961032185904341,0.15286475802364538
0.15,0.6976404008122774,100,0.7,50,13,"[0.5829573934837093,0.6976404008122774]",elu,NVFf9,0.0038797188946092325,adam,200,141,0.012651739625993027,0.13181240310767653
0.15,0.6380423140118348,200,0.7,50,17,"[0.5263157894736842,0.6380423140118348]",elu,c6ffi,0.05537092432875546,adam,200,153,0.005435824393027885,0.2591660806489314
0.15,0.712535840983166,110,0.7,50,27,"[0.569423558897243,0.712535840983166]",elu,WXC0m,0.009953940119602234,adam,200,188,0.01899261565901375,0.09616743418307995
0.15,0.7028161647423583,178,0.7,50,16,"[0.5894736842105264,0.7028161647423583]",elu,HkQ90,0.0014227256512182153,adam,200,159,0.04506281611727353,0.15928009977037919
0.15,0.7335159285159285,160,0.7,50,20,"[0.5488721804511278,0.7335159285159285]",elu,ieKls,0.022842058453460483,adam,200,166,0.0017069386290051135,0.20754530410812047
0.15,0.698196218797025,137,0.7,100,11,"[0.5403508771929826,0.698196218797025]",elu,doan7,0.005255558450970029,adam,200,129,0.014447937106667698,0.22458018781127292
0.15,0.7512370126906263,121,0.7,50,15,"[0.5523809523809524,0.7512370126906263]",elu,P9vmQ,0.09264922679858249,adam,200,147,0.007901378795625193,0.17989826125223796
0.15,0.6828543722268428,116,0.7,50,14,"[0.5929824561403508,0.6828543722268428]",elu,iJaqM,0.3026335285947373,adam,200,147,0.08964676381477413,0.18162903742111094
0.15,0.6683050315115794,121,0.7,50,19,"[0.5719298245614035,0.6683050315115794]",elu,gsqte,0.18564841058887158,adam,200,135,0.01083740633516226,0.19475484909162788
0.15,0.6895785443789944,125,0.7,50,15,"[0.5182957393483709,0.6895785443789944]",elu,ZNDZu,0.08517216381698496,adam,200,155,0.007395657374429317,0.24443560645461757
0.15,0.6305942219545161,105,0.7,50,11,"[0.49323308270676697,0.6305942219545161]",elu,zrpGX,0.2449971247244898,adam,200,126,0.00013192017471566272,0.23803191217203423
0.15,0.7062928259918392,110,0.7,50,10,"[0.5383458646616541,0.7062928259918392]",elu,mPHMv,0.11572371933988133,adam,200,120,0.005620444361479024,0.17758895956231607
0.15,0.649237539165785,102,0.7,50,22,"[0.5,0.649237539165785]",relu,XJ8Cx,0.0022700520838858334,adam,200,141,0.08358294073420991,0.21928699290074266
0.15,0.741392149302366,95,0.7,50,24,"[0.5854636591478697,0.741392149302366]",elu,mENPJ,0.15484237357841624,adam,200,145,0.0022509999432195737,0.2341223586685462
0.15,0.6823504594304465,90,0.7,50,16,"[0.5488721804511278,0.6823504594304465]",tanh,wuptp,0.38268624733892964,adam,200,162,0.008086612811532692,0.18946066460685307
0.15,0.6423522418951559,117,0.7,50,17,"[0.49974937343358394,0.6423522418951559]",elu,Y2f6f,0.04217617395714794,adam,200,131,0.09175401771938356,0.25187688629713567
0.15,0.67909913003663,132,0.7,50,10,"[0.5388471177944861,0.67909913003663]",elu,HwGue,0.0007357112582421012,adam,200,122,0.012517086935851029,0.20405434332796854
0.15,0.720638927045177,85,0.7,50,12,"[0.5393483709273182,0.720638927045177]",elu,ckdwe,0.06794240148383855,adam,200,136,5.8589327534745405e-06,0.1714214294689608
0.15,0.6467755300072477,107,0.7,50,26,"[0.5834586466165413,0.6467755300072477]",elu,TIgDc,0.09382894907934607,adam,200,112,0.016572513661821917,0.20927923628742412
0.15,0.6780326844808767,113,0.7,50,14,"[0.5368421052631579,0.6780326844808767]",elu,HWlxp,0.0009290914353952744,adam,200,139,0.004040139240128263,0.1953532597592542
0.15,0.5639942429786234,121,0.7,50,19,"[0.656140350877193,0.5639942429786234]",elu,ujLm2,1.6959519353085307e-06,adam,200,149,0.07996328457283551,0.18081478411311805
0.15,0.6360584727200627,128,0.7,50,21,"[0.6215538847117794,0.6360584727200627]",relu,c1Nvw,0.029879006289202623,SGD,200,126,0.0738887916449619,0.2690791943528741
0.15,0.6375191761529523,100,0.7,50,23,"[0.5373433583959899,0.6375191761529523]",tanh,TUTce,0.05426803141925604,adam,200,170,0.010787461958665569,0.22667252856881137
0.15,0.6431759761697147,93,0.7,50,15,"[0.6095238095238096,0.6431759761697147]",elu,gUQFb,0.4899358989718177,adam,200,184,0.08724614344771575,0.16383449595773583
0.15,0.6610818412216439,81,0.7,50,13,"[0.5593984962406016,0.6610818412216439]",elu,hQO61,0.018293282141001704,adam,200,73,0.01412975589497726,0.15180109044885798
0.15,0.6743543385904867,122,0.7,50,18,"[0.5268170426065163,0.6743543385904867]",elu,wnuy9,0.008453953683735027,adam,200,103,0.006798827619882768,0.1924948972364837
0.15,0.7218004934133967,97,0.7,5,25,"[0.5218045112781955,0.7218004934133967]",elu,UdDKU,0.002843460916373281,adam,200,157,0.00913407646608013,0.215902749512305
0.15,0.717376508295626,107,0.7,30,10,"[0.5203007518796993,0.717376508295626]",elu,mlvLg,0.01199091549721718,adam,200,119,0.002966944961199078,0.24323802198716302
0.15,0.6868584982962918,133,0.7,70,12,"[0.5919799498746867,0.6868584982962918]",elu,K6CMI,0.20238214887306175,SGD,200,90,0.01703282718841729,0.26423994234029097
0.15,0.6744030897615457,112,0.7,50,18,"[0.5408521303258146,0.6744030897615457]",elu,tnhpg,0.03789918031021186,adam,200,132,0.020250725599532435,0.17401750561926138
0.15,0.6836985016336843,118,0.7,10,16,"[0.569423558897243,0.6836985016336843]",relu,yj63u,0.0016695975340798577,adam,200,174,0.0050609681299401904,0.2803369501255195
0.15,0.6781134432036704,103,0.7,30,20,"[0.5498746867167921,0.6781134432036704]",tanh,qJ2oT,0.12527078443719275,adam,200,192,0.012557339755636165,0.2541719767953541
0.15,0.7347852485028677,10,0.7,50,12,"[0.5182957393483709,0.7347852485028677]",elu,PnxU6,0.2715358709595181,adam,200,96,0.0025357149115606886,0.20222609419390136
0.15,0.7125753758176685,139,0.7,50,14,"[0.5308270676691729,0.7125753758176685]",elu,lSQ3m,0.00478489995666029,adam,200,144,0.0001152695382299132,0.210709884123149
0.15,0.6716746282608781,125,0.7,30,17,"[0.5268170426065162,0.6716746282608781]",elu,YKxPg,0.0011528694181597919,adam,200,154,0.01586106861117326,0.18615539947317838
0.15,0.6639207745659359,66,0.7,5,24,"[0.5077694235588972,0.6639207745659359]",elu,FohVc,0.007168702308942835,adam,200,114,0.009127097310257027,0.1585271977578728
0.15,0.6363578777865313,131,0.7,50,21,"[0.6035087719298246,0.6363578777865313]",elu,j2fLV,0.098289164651414,SGD,200,78,0.012242987274510321,0.14221114131253598
0.15,0.68761385321778,115,0.7,70,10,"[0.5002506265664161,0.68761385321778]",elu,wbXbk,0.023825773596294193,adam,200,17,0.005744202222761051,0.22806688295887015
0.15,0.6999994613229907,93,0.7,50,15,"[0.5523809523809524,0.6999994613229907]",elu,X1LWC,0.05201276638939477,adam,200,165,0.008064525655651751,0.22138441085384117
0.15,0.704749222816657,88,0.7,10,27,"[0.5654135338345865,0.704749222816657]",relu,xzFHg,0.013000044147398072,adam,200,69,0.02287419787802416,0.17908886208375466
0.15,0.6161472468148634,108,0.7,30,19,"[0.5203007518796994,0.6161472468148634]",tanh,fBfa7,0.001980206862541913,adam,200,106,0.018986869566549457,0.2852389304787378
0.15,0.7108055017987105,40,0.7,50,16,"[0.5022556390977444,0.7108055017987105]",elu,K1lCC,0.01771002731448372,adam,200,85,0.01476751225733721,0.1285375374073996
0.15,0.6530869405792006,119,0.7,50,22,"[0.5508771929824562,0.6530869405792006]",elu,Xqz3x,0.0037513033517633993,adam,200,100,0.010728279616010281,0.23550415733059915
0.15,0.700914806263347,146,0.7,30,25,"[0.5578947368421053,0.700914806263347]",elu,Jvzxz,0.06688844692479169,adam,200,147,0.003764527254489629,0.20123829439650637
0.15,0.6475550067500986,76,0.7,5,29,"[0.5403508771929825,0.6475550067500986]",elu,SxiA2,0.033402146124230224,adam,200,124,0.017969344030716247,0.1895650930802597
0.15,0.6695252700196139,52,0.7,50,13,"[0.6581453634085214,0.6695252700196139]",elu,fUFmJ,0.006041231920462536,SGD,200,128,0.0004314423686536087,0.16435380104662523
0.15,0.6462243905877182,142,0.7,70,23,"[0.5478696741854636,0.6462243905877182]",elu,dBGn8,0.0005872550686140819,adam,200,137,0.006887112549873923,0.15109226724117206
0.15,0.6872724987430869,71,0.7,10,19,"[0.525062656641604,0.6872724987430869]",elu,VKsB6,0.16140441565372188,adam,200,158,0.020649610993559688,0.24858409994524777
0.15,0.6820322903904718,135,0.7,50,11,"[0.599498746867168,0.6820322903904718]",relu,F6hce,0.00029571175789938175,adam,200,169,0.013247809162773969,0.21715687850597637
0.15,0.62268219799296,98,0.7,30,12,"[0.5804511278195489,0.62268219799296]",tanh,oIpkC,1.4612980770734478e-05,adam,200,29,0.0015776539229818208,0.16734662820283547
0.15,0.6284675797528865,30,0.7,50,17,"[0.6285714285714284,0.6284675797528865]",elu,jTZ99,3.506403506989881e-05,adam,200,161,0.023814587515644626,0.13398300721274917
0.15,0.6934069396375898,129,0.7,50,20,"[0.6220551378446115,0.6934069396375898]",elu,bRRPc,0.009512967592665036,adam,200,179,0.010616303151483026,0.30935931458149457
0.15,0.716396954568719,125,0.7,30,14,"[0.5403508771929826,0.716396954568719]",elu,CEXK6,0.3156596037973307,SGD,200,61,0.003000562321848397,0.274118874874744
0.15,0.6952993532506717,82,0.7,5,16,"[0.5611528822055138,0.6952993532506717]",elu,tAwGO,0.08173972029718331,adam,200,116,3.8892920715144974e-05,0.3294880547893788
0.15,0.7141562775378125,103,0.7,50,13,"[0.5704260651629072,0.7141562775378125]",elu,o9WVo,0.043461595893283446,adam,200,152,0.015142755392760908,0.29570859783285824
0.15,0.6823200535274838,36,0.7,10,15,"[0.5228070175438597,0.6823200535274838]",elu,U5Kr9,0.028102871184989865,adam,200,142,0.005013365490255707,0.26336608555801394
0.15,0.6326957065926406,112,0.7,70,22,"[0.5233082706766917,0.6326957065926406]",elu,pvxDH,0.0026996371248789097,adam,200,134,0.007348574603218722,0.19818954206461104
0.15,0.7621407699348469,150,0.7,50,11,"[0.5137844611528821,0.7621407699348469]",relu,KVQW7,0.013759000820093707,adam,200,121,0.00944171725287686,0.3453636387737832
0.15,0.7171969129699522,148,0.7,30,11,"[0.5929824561403509,0.7171969129699522]",relu,GUqLq,0.020786321944594115,adam,200,107,0.02127852578448926,0.3758615124027546
0.15,0.6700354369143069,142,0.7,50,13,"[0.606015037593985,0.6700354369143069]",relu,qXiB0,0.1314641227012793,adam,200,119,0.017057773190392943,0.345754736381914
0.15,0.5398392383496747,151,0.7,50,10,"[0.5072681704260652,0.5398392383496747]",relu,Xh63v,8.170100060082406e-05,SGD,200,114,0.01890088720489682,0.3387759515976633
0.15,0.6578569604965571,153,0.7,30,11,"[0.5087719298245614,0.6578569604965571]",relu,iuPGM,0.4987287011612739,adam,200,122,0.024856191475090758,0.38492008190968
0.15,0.6270666281591044,136,0.7,5,10,"[0.5789473684210525,0.6270666281591044]",relu,WNNpz,0.2332959262085212,adam,200,110,0.01404520992302667,0.36610689418659514
0.15,0.7219367121848739,148,0.7,50,18,"[0.5609022556390977,0.7219367121848739]",relu,GhpQS,0.014944325983016432,adam,200,93,0.012162550447533532,0.36019049549001003
0.15,0.7171861471861473,140,0.7,50,12,"[0.5739348370927317,0.7171861471861473]",relu,xU9Ug,0.058772499807167256,adam,200,129,0.022334199913194595,0.32494077936490584
0.15,0.6404410959786213,158,0.7,70,14,"[0.5543859649122806,0.6404410959786213]",relu,FtNX5,0.0440663178599094,adam,200,103,0.008433095738397473,0.3486740086606202
0.15,0.6489275255825893,133,0.7,10,18,"[0.49974937343358405,0.6489275255825893]",relu,O8onI,0.37586724396359306,adam,200,125,0.01708484380332176,0.31985577191759385
0.15,0.6934300613620272,145,0.7,30,35,"[0.5213032581453635,0.6934300613620272]",relu,GZDgZ,0.007955877278535162,adam,200,99,0.010688858686426552,0.34498967433602645
0.15,0.6742422370569451,123,0.7,50,15,"[0.6145363408521304,0.6742422370569451]",relu,nagK0,0.18582678129561006,SGD,200,109,0.027766735294562812,0.3897559754238641
0.15,0.6425310024595265,129,0.7,50,28,"[0.5609022556390977,0.6425310024595265]",relu,R8eOK,0.004760507143750265,adam,200,121,0.02033119004868731,0.3326734210083417
0.15,0.7115021008403362,138,0.7,30,10,"[0.5408521303258146,0.7115021008403362]",relu,nvaXc,0.0036228988749791215,adam,200,117,0.006368907303590985,0.35332441200387404
0.15,0.6665307636464716,155,0.7,5,17,"[0.637844611528822,0.6665307636464716]",relu,NFKRW,0.08004222053265506,adam,200,132,0.016228788540720587,0.30115219164862206
0.15,0.7416665166303263,119,0.7,50,12,"[0.5473684210526316,0.7416665166303263]",relu,EZzaK,0.11088220703866013,adam,200,96,0.013519066322383918,0.2884644512580239
0.15,0.7228264658135982,151,0.7,70,14,"[0.5413533834586467,0.7228264658135982]",relu,ypeL8,0.024223949363061426,adam,200,86,0.009174656150619414,0.3744800393557214
0.15,0.6925542731685401,164,0.7,100,31,"[0.5598997493734336,0.6925542731685401]",relu,kbyNP,0.03417365513264373,adam,200,90,0.024287965431045954,0.36650578908273995
0.15,0.6558328408831772,127,0.7,50,64,"[0.6255639097744361,0.6558328408831772]",relu,NtRxb,0.00013208896521507316,adam,200,113,0.004014076886246723,0.396766729137041
0.15,0.5451006255207618,133,0.7,10,10,"[0.5669172932330827,0.5451006255207618]",relu,Vdlra,0.001419701467211281,SGD,200,103,0.015203011179295315,0.375397260320647
0.15,0.7149667970211263,116,0.7,30,33,"[0.5654135338345865,0.7149667970211263]",relu,ytEOw,0.014591659770717892,adam,200,137,0.026448050794230814,0.3615866135711921
0.15,0.7119640504640005,138,0.7,50,55,"[0.5177944862155389,0.7119640504640005]",relu,do8yx,0.0022268203908004684,adam,200,131,0.011351844851803856,0.32208974680933644
0.15,0.6894476576055524,109,0.7,100,12,"[0.5669172932330827,0.6894476576055524]",relu,FgkjC,0.00697662252226873,adam,200,124,0.017919086316865514,0.3129774797671179
0.15,0.43557521695991586,160,0.7,50,60,"[0.44661654135338347,0.43557521695991586]",relu,PXm5X,3.5709950287834745e-06,adam,200,118,0.07211884678662822,0.30854520042188405
0.15,0.6759488795518208,143,0.7,100,26,"[0.531328320802005,0.6759488795518208]",relu,u0Deg,0.01090417045751907,adam,200,76,0.005535406802548375,0.3991571876275264
0.15,0.72122584104492,124,0.7,30,53,"[0.5488721804511278,0.72122584104492]",relu,tptM6,0.05482426797682091,adam,200,107,0.0023653148006021127,0.38704756983557737
0.15,0.7252130269989097,154,0.7,5,20,"[0.606265664160401,0.7252130269989097]",relu,fPlzy,0.018917794374646572,adam,200,139,0.008270934032369611,0.35686157118866463
0.15,0.572501418596495,149,0.7,50,15,"[0.6533834586466165,0.572501418596495]",relu,WCgaT,0.03488167532548286,SGD,200,57,0.01963640878542294,0.29528328172537943
0.15,0.6939852273598403,115,0.7,70,57,"[0.544360902255639,0.6939852273598403]",tanh,QNRyz,0.005608199896784041,adam,200,80,0.022450171865168296,0.28189479457496347
0.15,0.7413591866033272,129,0.7,100,24,"[0.5654135338345865,0.7413591866033272]",relu,qfobX,0.0720783034542406,adam,200,128,0.011898498693089003,0.329818014216385
0.15,0.7191018311195169,143,0.7,50,42,"[0.5568922305764411,0.7191018311195169]",relu,mgg69,0.1467534392723364,adam,200,66,0.009279309745250396,0.3423682959870458
0.15,0.6796745316421073,135,0.7,10,21,"[0.5077694235588972,0.6796745316421073]",tanh,SCLnH,0.09528176552580668,adam,200,100,0.06370196727794049,0.3512310624489273
0.15,0.6607056454422566,122,0.7,30,23,"[0.5734335839598999,0.6607056454422566]",relu,puMca,0.000828702568183967,adam,200,110,0.028915470343666812,0.31661043505162967
0.15,0.6848211550245098,165,0.7,50,52,"[0.5543859649122808,0.6848211550245098]",relu,gMEgo,0.003037138412218868,adam,200,43,0.013258858181571624,0.2759473084054151
0.15,0.6984573412698414,91,0.7,100,11,"[0.5333333333333334,0.6984573412698414]",tanh,Cw9Kd,0.025794137608832705,adam,200,93,4.8698558092183375e-05,0.3378470637824667
0.15,0.6552911787956542,111,0.7,50,19,"[0.5684210526315789,0.6552911787956542]",relu,TQpI6,0.0004023700506682893,adam,200,22,0.006612962967711197,0.3711212634149584
0.15,0.5931500777859084,104,0.7,100,17,"[0.6190476190476191,0.5931500777859084]",tanh,Q5U4r,0.008681450929211142,SGD,200,51,0.07869228054187713,0.3322839192837732
0.15,0.6853457515996215,97,0.7,30,13,"[0.5343358395989976,0.6853457515996215]",relu,xZQym,0.01659701971768822,adam,200,135,0.01627300759855102,0.30678825997027337
0.15,0.6528690460490171,140,0.7,5,50,"[0.5644110275689223,0.6528690460490171]",relu,Wn2Uk,0.24069698953759003,adam,200,144,0.004102401709768185,0.2998172620314469
0.15,0.6900588430886005,147,0.7,50,45,"[0.5418546365914787,0.6900588430886005]",tanh,K5ohr,0.045378115138312004,adam,200,113,0.020983677782951682,0.38552630717216035
0.15,0.6433420195891775,45,0.7,100,67,"[0.5042606516290726,0.6433420195891775]",relu,RUJOt,0.004236454733077946,adam,200,120,0.07542562033022532,0.25693615059884284
0.15,0.6532180711313776,130,0.7,70,41,"[0.6736842105263158,0.6532180711313776]",elu,A8YCc,0.3649445492650739,adam,200,32,0.024303418853614686,0.29180046555298356
0.15,0.7738662561853351,157,0.7,50,16,"[0.544360902255639,0.7738662561853351]",elu,GEVrn,0.011852934256712277,adam,200,127,0.010188404932724947,0.37956016593703595
0.15,0.6656203505647904,158,0.7,10,21,"[0.6205513784461152,0.6656203505647904]",relu,ViN8a,0.10689956077753118,adam,200,84,0.00225750513611931,0.38208619233031715
0.15,0.6470287565783889,166,0.7,30,19,"[0.61203007518797,0.6470287565783889]",elu,llNjH,0.02708331706131397,SGD,200,103,0.009941338093102967,0.3599374410075077
0.15,0.692355633425243,174,0.7,50,26,"[0.5162907268170426,0.692355633425243]",elu,QkLqn,0.0017877436798949414,adam,200,116,0.013539518470525942,0.3683967882512262
0.15,0.6687593843553805,169,0.7,100,16,"[0.6080200501253132,0.6687593843553805]",elu,U0M8X,0.18464323188756432,adam,200,89,0.005718308123889523,0.3711380408802672
0.15,0.6977850948071537,152,0.7,50,14,"[0.5664160401002507,0.6977850948071537]",tanh,Opdhy,0.020612871416348415,adam,200,96,0.018124302227104455,0.397880099697995
0.15,0.7542522685419479,162,0.7,100,18,"[0.5614035087719298,0.7542522685419479]",elu,E0WkD,0.06532507639550435,adam,200,106,0.007975853789504155,0.3773162766985841
0.15,0.6417319089088578,171,0.7,30,18,"[0.5724310776942356,0.6417319089088578]",relu,UH2hP,0.4862464765608092,adam,200,105,0.015069375651775248,0.3800836589643518
0.15,0.7019934040638203,163,0.7,50,70,"[0.543859649122807,0.7019934040638203]",elu,i29Uj,0.3014346665101266,adam,200,74,0.011772580196255175,0.39247588659210475
0.15,0.6649140597188135,176,0.7,5,22,"[0.5288220551378446,0.6649140597188135]",elu,K1hrO,0.0614567966976356,adam,200,93,0.00809003044246397,0.3579492110128691
0.15,0.6416494100403203,157,0.7,100,16,"[0.6120300751879698,0.6416494100403203]",elu,nufGC,0.22469539355903295,adam,200,86,0.010051449161182774,0.38976775545598186
0.15,0.6401485927331982,170,0.7,50,11,"[0.5909774436090226,0.6401485927331982]",elu,QjFEh,0.13303704759677926,SGD,200,82,0.01899763888367282,0.37821367466574674
0.15,0.6509683139797041,180,0.7,70,25,"[0.5864661654135339,0.6509683139797041]",relu,pXrud,0.07430498216876026,adam,200,97,0.015269236275273518,0.34774362750169824
0.15,0.7140722665352872,161,0.7,10,13,"[0.6701754385964913,0.7140722665352872]",elu,vo4eN,0.07882162457285441,adam,200,69,0.021311920950722336,0.3951478016422998
0.15,0.7109592949181851,185,0.7,100,68,"[0.5197994987468672,0.7109592949181851]",elu,xQfiX,0.1685369593755996,adam,200,101,0.01277416848488157,0.37875746127248316
0.15,0.6812526953539506,155,0.7,30,18,"[0.5483709273182957,0.6812526953539506]",elu,Ev3g1,0.1007355187349175,adam,200,79,0.01705825228350079,0.39960213655886545
0.15,0.6912847503523649,166,0.7,50,28,"[0.5137844611528822,0.6912847503523649]",tanh,LR3yi,0.045761744933040964,adam,200,110,0.004159669352817885,0.35209599031184563
0.15,0.6562811267362922,161,0.7,100,15,"[0.6305764411027569,0.6562811267362922]",relu,X3hb3,0.41610913266112465,adam,200,108,0.00679057392459331,0.36268136623017994
0.15,0.6650959967320261,175,0.7,50,12,"[0.5674185463659148,0.6650959967320261]",elu,ER6hq,0.13598483501793082,SGD,200,89,0.01073334668343172,0.34056184977672
0.15,0.6952247192758422,148,0.7,30,17,"[0.5814536340852131,0.6952247192758422]",elu,pGkeA,0.035844858618439945,adam,200,122,0.02292672081941617,0.3880433778850336
0.15,0.6452136595734315,168,0.7,50,23,"[0.6190476190476191,0.6452136595734315]",elu,yfzQA,5.809791206804914e-05,adam,200,63,0.014238541564918304,0.35368529522649506
0.15,0.644342181946414,157,0.7,5,10,"[0.5583959899749373,0.644342181946414]",relu,xl9ki,0.2699581302304411,adam,200,112,0.026795450938913105,0.3673299275807716
0.15,0.7142046446845207,153,0.7,100,13,"[0.5388471177944862,0.7142046446845207]",elu,s3QRU,0.06191573876916954,adam,200,105,0.00877459498442205,0.3255315109684698
0.15,0.6402243275665562,173,0.7,50,21,"[0.606015037593985,0.6402243275665562]",elu,PkH7P,0.2102255336587706,adam,200,73,0.019257526132729602,0.33485813904396744
0.15,0.6984962978634052,163,0.7,70,19,"[0.5614035087719298,0.6984962978634052]",tanh,lHSCG,0.05086568256542118,adam,200,98,0.0053548468953657745,0.34697832438561066
0.15,0.6451922097140091,183,0.7,10,15,"[0.6255639097744361,0.6451922097140091]",elu,gctAc,0.10164706890799051,adam,200,126,0.016404121256150393,0.3994973999054285
0.15,0.7073194126135302,145,0.7,100,20,"[0.5964912280701754,0.7073194126135302]",relu,X1Rn3,0.026308476351110104,adam,200,83,0.0016349199874204062,0.38098533837093623
0.15,0.6681132242635753,158,0.7,30,10,"[0.6055137844611529,0.6681132242635753]",elu,HNL9g,0.03927253011089035,SGD,200,94,0.011181463346057047,0.32156540808921563
0.15,0.7560984844200004,146,0.7,50,17,"[0.5588972431077694,0.7560984844200004]",elu,cBUuz,0.15084557366399604,adam,200,101,0.0030143406644179424,0.36920862711339153
0.15,0.7236140731872448,149,0.7,50,24,"[0.5832080200501253,0.7236140731872448]",elu,WKoz3,0.28152480739914953,adam,200,116,0.0024996437798540153,0.36773194058758407
0.15,0.6727231333333671,139,0.7,50,17,"[0.5739348370927319,0.6727231333333671]",relu,kmLDo,0.16238428342727823,adam,200,107,0.007439284340455731,0.3742420937093738
0.15,0.6952704333801341,150,0.7,50,22,"[0.5340852130325814,0.6952704333801341]",elu,oMeDo,0.46285881374197796,adam,200,101,0.00020084890912391157,0.35620080410328153
0.15,0.724557452021757,137,0.7,50,18,"[0.5263157894736842,0.724557452021757]",elu,ESM8z,0.19885004652041136,adam,200,118,0.0043930327534566355,0.38793293600085965
0.15,0.6341841237426976,133,0.7,50,14,"[0.4696741854636592,0.6341841237426976]",elu,nchAb,0.3031573177217694,adam,200,91,0.0002330637101293524,0.39899106156644915
