batch_size,epochs,regularization,reward,layer_2,activation,intermediate,layer_1,test_frac,trialJobId,train_frac,dropout,learning_rate,optimizer,preweight
100,200,0.02147751933289766,0.9901373341870819,81,tanh,"[0.9877976190476192,0.9901373341870819]",22,0.15,ipz8g,0.7,0.18453914899224078,0.05341251766374808,adam,45
5,200,0.02738333351105403,0.994560067881302,70,tanh,"[0.975,0.994560067881302]",45,0.15,P6YN1,0.7,0.11292593212746106,0.025656622826542103,adam,57
30,200,0.015182478181315292,0.9846797062586535,53,tanh,"[0.98125,0.9846797062586535]",49,0.15,pdK4J,0.7,0.08928014710348717,0.014624872260223612,adam,46
100,200,0.023949820436614557,0.989197059576151,46,tanh,"[0.9845238095238095,0.989197059576151]",40,0.15,F6O66,0.7,0.13077431606051249,0.0419916308368952,adam,67
5,200,0.012558895925227836,0.9653344324368744,67,tanh,"[0.9494047619047619,0.9653344324368744]",58,0.15,mb13c,0.7,0.13958297797633745,0.09897123645860859,adam,70
30,200,0.010693221254215308,0.9948724082934609,60,tanh,"[0.9857142857142858,0.9948724082934609]",54,0.15,NP35k,0.7,0.1522563570790493,0.06283777424364619,adam,60
100,200,0.01870555426274469,0.9806823877876509,56,tanh,"[0.9860119047619047,0.9806823877876509]",51,0.15,EFqPK,0.7,0.12143602391660335,0.01224477247011259,adam,54
5,200,0.09019442749358664,0.9812701148481754,78,tanh,"[0.9755952380952382,0.9812701148481754]",18,0.15,TmdmP,0.7,0.16868885680289167,0.020138164798188037,SGD,58
100,200,0.02506546313859776,0.9877909923821964,155,tanh,"[0.9806547619047619,0.9877909923821964]",25,0.15,vFkSq,0.7,0.16035115047213283,0.14503628296271165,adam,43
30,200,0.005242274292668317,0.9848388872572814,185,tanh,"[0.9797619047619047,0.9848388872572814]",36,0.15,I9iKt,0.7,0.09822992445547706,0.032724736896356854,adam,42
5,200,0.020525768736462634,0.9913605778033225,72,tanh,"[0.9803571428571429,0.9913605778033225]",28,0.15,YPH9J,0.7,0.19643150826942737,0.017198711028205475,adam,68
70,200,0.009387450423369212,0.9907083283073994,42,tanh,"[0.9818452380952382,0.9907083283073994]",43,0.15,z4FnL,0.7,0.1085152828800474,0.048189486564689056,adam,56
100,200,0.016406838375601564,0.9916954121240285,166,elu,"[0.98125,0.9916954121240285]",32,0.15,PcRva,0.7,0.142583156932981,0.024709590883778672,adam,44
5,200,0.0269695184878879,0.9851188700039545,139,tanh,"[0.9511904761904763,0.9851188700039545]",21,0.15,eSsdB,0.7,0.13350182333339541,0.07308943805362976,adam,63
30,200,0.02273611061333207,0.9935321192355536,65,elu,"[0.9827380952380953,0.9935321192355536]",60,0.15,ywHHE,0.7,0.0640016300638937,0.011680911469888266,adam,46
100,200,0.01458246097922894,0.9536331854829918,190,tanh,"[0.9055059523809523,0.9536331854829918]",47,0.15,psHWG,0.7,0.11821576076687768,0.485467237742285,adam,52
5,200,0.018030478640598032,0.942406461518219,84,elu,"[0.6217261904761905,0.942406461518219]",40,0.15,f0gBI,0.7,0.14943626762952678,0.23305302606446066,adam,50
30,200,0.028467263513207698,0.9917922193494275,75,elu,"[0.9839285714285715,0.9917922193494275]",54,0.15,ubxqf,0.7,0.07650601354906482,0.014624354284628195,adam,48
100,200,0.020915286432465315,0.9898472883363179,177,tanh,"[0.9806547619047619,0.9898472883363179]",35,0.15,go6Zz,0.7,0.09303188552518282,0.17305357564479606,SGD,64
5,200,0.02410433234362839,0.9951956040490121,51,elu,"[0.9797619047619047,0.9951956040490121]",14,0.15,ykpR8,0.7,0.12404487446109404,0.03162085173258888,adam,51
100,200,0.012609413507457572,0.9846401356927672,57,tanh,"[0.9773809523809524,0.9846401356927672]",31,0.15,toJ8m,0.7,0.18177679728215373,0.11516469004787276,adam,59
30,200,0.025860272344146513,0.9925735312732217,146,elu,"[0.9833333333333334,0.9925735312732217]",61,0.15,uoKtg,0.7,0.10545687769462066,0.020867485328878645,adam,62
70,200,0.0064451918811679505,0.9960693441158209,61,tanh,"[0.9824404761904763,0.9960693441158209]",25,0.15,VmpTs,0.7,0.15592992362827904,0.06057527381760658,adam,60
5,200,0.01901818324106214,0.9910680304364515,68,elu,"[0.9803571428571429,0.9910680304364515]",44,0.15,pAHyP,0.7,0.17286104978144734,0.009558729115404669,adam,67
100,200,0.016305217860369987,0.9847909933204051,72,elu,"[0.9904761904761905,0.9847909933204051]",38,0.15,m8Dcn,0.7,0.08274324783425484,0.038882984168666215,adam,46
5,200,0.02901704793969468,0.8912019205633939,116,tanh,"[0.7569940476190476,0.8912019205633939]",65,0.15,T9kQB,0.7,0.16109189129706478,0.33245363015184376,adam,53
30,200,0.09750062899269195,0.9807386811987122,47,elu,"[0.974702380952381,0.9807386811987122]",20,0.15,xFM8T,0.7,0.19440796571887853,0.015067997368443128,adam,65
100,200,0.022737857274355688,0.9928081608314165,79,tanh,"[0.9785714285714284,0.9928081608314165]",50,0.15,rJ1yE,0.7,0.14002423759044805,0.08821900418849342,adam,70
5,200,0.0039314195051887366,0.9923981900452489,40,elu,"[0.9797619047619047,0.9923981900452489]",34,0.15,od6VT,0.7,0.1302941565036385,0.02647713712655157,adam,54
30,200,0.010818638400744329,0.98988344988345,133,tanh,"[0.9821428571428571,0.98988344988345]",56,0.15,b5jpf,0.7,0.18754333971476314,0.020091416506766543,SGD,49
100,200,0.026289888100139353,0.9886945648528581,65,elu,"[0.9782738095238095,0.9886945648528581]",29,0.15,VkgNF,0.7,0.20367029773298229,0.04718771381118215,adam,45
5,200,0.013776767029323473,0.9856130664826317,82,elu,"[0.9866071428571429,0.9856130664826317]",12,0.15,pMu6u,0.7,0.1168164878002492,0.013009255745258123,adam,41
100,200,0.01987494295975202,0.9923196813016963,36,tanh,"[0.9782738095238095,0.9923196813016963]",16,0.15,X3A73,0.7,0.1034187675071964,0.009218373500665704,adam,43
30,200,0.016936203315912713,0.9667879137596023,127,elu,"[0.9791666666666666,0.9667879137596023]",44,0.15,KXr7h,0.7,0.16808746663711172,6.137426837523905e-05,adam,48
70,200,2.123221583701096e-05,0.9173388571326475,75,tanh,"[0.8726190476190476,0.9173388571326475]",40,0.15,lmJjl,0.7,0.12495043185506471,0.08390102634694116,adam,42
5,200,0.00822145932792857,0.9885257518574926,89,elu,"[0.9505952380952379,0.9885257518574926]",25,0.15,eVZHt,0.7,0.11081246752628818,0.057821968012770786,adam,66
100,200,0.0212217036861633,0.9826507177033491,161,tanh,"[0.9842261904761905,0.9826507177033491]",48,0.15,vfhXF,0.7,0.14894543943247626,0.03881263153008724,adam,44
5,200,0.022994161269506104,0.9766951199509339,29,elu,"[0.9767857142857143,0.9766951199509339]",59,0.15,RLH1O,0.7,0.08800765302693625,0.031229566309806844,adam,56
30,200,0.02806014198473511,0.994936653334117,170,elu,"[0.9854166666666666,0.994936653334117]",64,0.15,KG4A4,0.7,0.1366342509786889,0.02271932819145669,adam,52
100,200,0.018182900911224938,0.986606119530802,52,tanh,"[0.9803571428571429,0.986606119530802]",52,0.15,HrFcS,0.7,0.09935966673115762,0.01143599282997456,adam,63
5,200,0.025012564227752523,0.9807629399585922,59,elu,"[0.9803571428571429,0.9807629399585922]",32,0.15,GmwLs,0.7,0.06831120039512939,0.015699743797469974,SGD,55
30,200,0.06481901763765492,0.9809319189230978,70,tanh,"[0.9627976190476192,0.9809319189230978]",20,0.15,KRBK4,0.7,0.17832476496028438,0.15800342717892255,adam,59
100,200,0.01500374980946535,0.9689976797980513,86,elu,"[0.9800595238095238,0.9689976797980513]",68,0.15,SREuC,0.7,0.1622181508923786,0.12340169459708583,adam,61
5,200,0.00955459588837822,0.9942561920881612,121,tanh,"[0.9901785714285716,0.9942561920881612]",37,0.15,g97wA,0.7,0.1440110962013645,0.008378719097220174,adam,58
100,200,0.012208986925686525,0.9953121366093736,54,elu,"[0.9854166666666666,0.9953121366093736]",55,0.15,E92T0,0.7,0.11602823187839344,0.0664967947060766,adam,68
30,200,0.027771265484808603,0.9924101730633119,63,elu,"[0.9758928571428571,0.9924101730633119]",29,0.15,JyG8C,0.7,0.1291351867311642,0.019029856616816516,adam,47
70,200,0.029546513411315825,0.9794735687429185,78,tanh,"[0.9779761904761906,0.9794735687429185]",25,0.15,VjzgR,0.7,0.09606895710626459,0.01169731267788469,adam,49
5,200,0.02170385319556184,0.9913969707233174,48,elu,"[0.9639880952380953,0.9913969707233174]",42,0.15,NeKKa,0.7,0.15191309213440934,0.04667962505852239,adam,69
100,200,0.024052259034380317,0.9925253178194355,68,tanh,"[0.9770833333333334,0.9925253178194355]",46,0.15,JIcWa,0.7,0.1898595239328081,0.025519867543595493,adam,17
5,200,0.01965376687608049,0.9941149556149556,72,elu,"[0.9845238095238095,0.9941149556149556]",17,0.15,Q5ncY,0.7,0.07686047438639036,0.006880860898867332,adam,22
30,200,0.007250704434467483,0.9866087052182275,183,tanh,"[0.9163690476190476,0.9866087052182275]",10,0.15,n3HOq,0.7,0.057556932399247085,0.22906001765328818,adam,40
100,200,0.0025018829131820183,0.9799017429938482,60,elu,"[0.9690476190476189,0.9799017429938482]",62,0.15,QYf20,0.7,0.13453291881715704,0.02999101364730307,SGD,51
5,200,0.026387583207011026,0.9681416626375954,56,elu,"[0.9758928571428571,0.9681416626375954]",73,0.15,ha33G,0.7,0.20768626175198526,9.665286973409405e-06,adam,21
30,200,0.01399520759045741,0.9959111721611722,81,tanh,"[0.9821428571428571,0.9959111721611722]",39,0.15,lj3K5,0.7,0.107497180431619,0.08301834519266285,adam,14
100,200,0.015917624682006148,0.9941684022891455,43,elu,"[0.9854166666666666,0.9941684022891455]",50,0.15,su5yZ,0.7,0.17023883268579998,0.015820360075406846,adam,61
5,200,0.024453860841645608,0.9913133354607666,64,tanh,"[0.9764880952380952,0.9913133354607666]",58,0.15,KuRKH,0.7,0.12186066425013375,0.01126668506949425,adam,53
100,200,0.030176988717609765,0.984131706617705,199,elu,"[0.9726190476190476,0.984131706617705]",33,0.15,f8IU5,0.7,0.15655419461654393,0.1103562294511812,adam,19
30,200,0.010575752631977086,0.995434063164271,149,tanh,"[0.9827380952380953,0.995434063164271]",23,0.15,lyNr7,0.7,0.14146400849123428,0.036875435836371366,adam,43
70,200,0.017041398704474735,0.9898398441270968,88,elu,"[0.9827380952380953,0.9898398441270968]",69,0.15,P14Vg,0.7,0.08257995126027681,0.008229417756659214,adam,57
5,200,0.02166606265879879,0.9914871861872123,77,elu,"[0.9738095238095239,0.9914871861872123]",193,0.15,wGyXE,0.7,0.11196043199383947,0.019580942746471854,adam,50
100,200,0.08203309496316577,0.9906914570361558,20,tanh,"[0.9729166666666668,0.9906914570361558]",43,0.15,GiRH1,0.7,0.1457616914871031,0.05123089391674406,adam,64
5,200,0.019379074879100074,0.8425079270145058,68,elu,"[0.8598214285714285,0.8425079270145058]",37,0.15,ZsRw6,0.7,0.09339749979834555,1.0222382080391639e-06,adam,16
30,200,0.012513431893556283,0.9894000434667667,50,tanh,"[0.9764880952380952,0.9894000434667667]",26,0.15,TGf0i,0.7,0.13092612053444233,0.024609096171008905,SGD,65
100,200,0.030997017471501794,0.9930201302003361,74,elu,"[0.9806547619047621,0.9930201302003361]",31,0.15,IWsrb,0.7,0.18265444488984853,0.06856518262631428,adam,20
5,200,0.004745103121059897,0.9946997929606625,93,tanh,"[0.981547619047619,0.9946997929606625]",77,0.15,fjVXW,0.7,0.19748457649408876,0.005795605232066753,adam,18
30,200,0.02761098733370775,0.9933622966181106,112,elu,"[0.9839285714285715,0.9933622966181106]",47,0.15,yGePQ,0.7,0.16427560018051546,0.010490072143013562,adam,41
100,200,0.024996062302940953,0.9926936593264527,200,elu,"[0.9675595238095239,0.9926936593264527]",67,0.15,Pioic,0.7,0.10183572364823193,0.17807581259257768,adam,54
5,200,0.02281334099274348,0.9958961501767438,174,tanh,"[0.9806547619047619,0.9958961501767438]",20,0.15,zhobM,0.7,0.11992716664181707,0.01502630137767425,adam,44
100,200,0.017837289346142683,0.9892284675219445,106,elu,"[0.98125,0.9892284675219445]",52,0.15,oXsbW,0.7,0.15438457915736764,0.03584079121469655,adam,23
30,200,0.020777465467730745,0.9904871580038772,84,relu,"[0.9860119047619047,0.9904871580038772]",64,0.15,gtQgo,0.7,0.17609907794037422,0.0070935526626320815,adam,46
5,200,0.013741925040896417,0.9910597972972915,62,tanh,"[0.9636904761904761,0.9910597972972915]",56,0.15,hfgNv,0.7,0.12805919747438863,0.04929072586145746,adam,21
70,200,0.03274042528718417,0.9946108540390851,57,elu,"[0.9755952380952382,0.9946108540390851]",35,0.15,LAHMD,0.7,0.13837163380510753,0.09101131718227289,adam,70
100,200,0.029101261737983546,0.9940485225768544,164,relu,"[0.9845238095238095,0.9940485225768544]",28,0.15,N6KlG,0.7,0.11032601753114973,0.009540635262429441,adam,17
5,200,0.02675604851340161,0.9982980275924922,45,tanh,"[0.9767857142857143,0.9982980275924922]",73,0.15,Y0vxg,0.7,0.08702131458734833,0.018510854409088423,adam,62
5,200,0.00796342072145713,0.9894129068311328,35,tanh,"[0.9845238095238095,0.9894129068311328]",58,0.15,P9qNM,0.7,0.08116380660519075,0.2907158107423049,SGD,62
5,200,0.015735079951905245,0.9561176309672405,39,tanh,"[0.91875,0.9561176309672405]",66,0.15,ZRSC8,0.7,0.054198640957397494,0.12391668337336441,adam,64
5,200,0.019167517434530157,0.9766362063471569,33,tanh,"[0.9461309523809524,0.9766362063471569]",71,0.15,ErzAK,0.7,0.062278303879952646,0.05854696877674785,adam,63
5,200,0.011532984940690076,0.9940575419550999,21,tanh,"[0.962202380952381,0.9940575419550999]",50,0.15,bJFQ3,0.7,0.07524062555466615,0.03986854591478022,adam,65
5,200,0.009359640113142319,0.9905575983190594,30,tanh,"[0.9752976190476191,0.9905575983190594]",61,0.15,dR6eF,0.7,0.07092816178485029,0.029570692733652086,adam,66
5,200,0.02608466183246983,0.9594872637761774,45,tanh,"[0.9354166666666666,0.9594872637761774]",62,0.15,nCJsq,0.7,0.19141965873957412,0.07618050661545886,adam,61
5,200,0.017243067694433813,0.997128093913061,41,tanh,"[0.9663690476190476,0.997128093913061]",54,0.15,ctSe1,0.7,0.05916132187956606,0.022298139377859166,adam,67
5,200,0.023429629555107773,0.986902850055024,32,tanh,"[0.962202380952381,0.986902850055024]",71,0.15,ITc1J,0.7,0.03430512869121122,0.04558820041715737,adam,62
5,200,0.006181306050256671,0.9610248010044268,10,tanh,"[0.7491071428571429,0.9610248010044268]",75,0.15,FxVVf,0.7,0.044748854892572985,0.10306877489914473,adam,60
5,200,0.0139549558156148,0.9866001197408372,29,tanh,"[0.9764880952380952,0.9866001197408372]",68,0.15,KdGhC,0.7,0.0870332297136997,0.017667487716010205,adam,66
5,200,0.021940838689997858,0.8872913409725143,26,tanh,"[0.7154761904761905,0.8872913409725143]",59,0.15,N6VWR,0.7,0.09355814735034565,0.36574184267293114,adam,63
5,200,0.02736155045209619,0.9892324564310713,36,tanh,"[0.9806547619047619,0.9892324564310713]",45,0.15,UHLdJ,0.7,0.06766395293037784,0.14846610530105367,SGD,68
5,200,0.02455834903136305,0.933781423142373,16,tanh,"[0.6830357142857144,0.933781423142373]",56,0.15,RhLMo,0.7,0.21711834106332162,0.20029557329090822,adam,58
5,200,0.06823901470901937,0.9893615713105968,23,tanh,"[0.96875,0.9893615713105968]",65,0.15,YQqWr,0.7,0.04818359313245635,0.03124719281246031,adam,59
5,200,0.01563239007903237,0.9875971294656132,26,tanh,"[0.9398809523809524,0.9875971294656132]",74,0.15,x4loc,0.7,0.21102445826809146,0.057758463269184115,adam,65
5,200,0.020084060540723574,0.9956399940062901,45,tanh,"[0.9806547619047619,0.9956399940062901]",41,0.15,yPnDk,0.7,0.0051587063402378786,0.023900673295783242,adam,60
5,200,0.030814833884887278,0.9742912319361061,36,tanh,"[0.930952380952381,0.9742912319361061]",79,0.15,JEbDz,0.7,0.022085192327732678,0.0684512066363037,adam,69
5,200,0.01829630828842998,0.9965057926569555,40,tanh,"[0.9863095238095237,0.9965057926569555]",48,0.15,XZAGu,0.7,0.0886943441919183,0.015557178032824128,adam,63
5,200,0.010812652364383935,0.9933515312429859,50,tanh,"[0.975,0.9933515312429859]",54,0.15,ysOgG,0.7,0.06695017021347319,0.03663226512829866,adam,67
5,200,0.02145912150816448,0.9951144443727099,43,tanh,"[0.9794642857142858,0.9951144443727099]",14,0.15,Q50er,0.7,0.05250281071874517,0.01965876084631566,adam,60
5,200,0.02905242359502725,0.970586215954888,38,tanh,"[0.93125,0.970586215954888]",62,0.15,Bw2H9,0.7,0.17011138085233315,0.0874135829698375,adam,64
5,200,0.02621402507418786,0.9961859784294322,15,tanh,"[0.9880952380952381,0.9961859784294322]",37,0.15,wRhZP,0.7,0.20265273077645993,0.012642032858028104,adam,57
5,200,0.0031750742236991833,0.9906795711850158,46,tanh,"[0.9863095238095239,0.9906795711850158]",71,0.15,PsXtS,0.7,0.18345296427021174,0.043284897211153986,SGD,66
5,200,0.06214879971599827,0.9916370279648424,54,tanh,"[0.9636904761904763,0.9916370279648424]",23,0.15,HyeNe,0.7,0.160636261354552,0.028142140294243903,adam,61
5,200,0.012913264374664089,0.9878295376121464,52,tanh,"[0.9857142857142858,0.9878295376121464]",42,0.15,F4WdX,0.7,0.0756392272658861,0.00799018443368166,adam,63
5,200,0.017308464766622424,0.9752005467779089,50,tanh,"[0.8985119047619048,0.9752005467779089]",51,0.15,e1uvB,0.7,0.04227308990090691,0.13307933073438213,adam,62
5,200,0.02395095774819271,0.998386247751039,43,tanh,"[0.9860119047619047,0.998386247751039]",66,0.15,liAlq,0.7,0.10085373560746272,0.005506251730426109,adam,69
5,200,0.032505024506061665,0.9927171603878076,19,tanh,"[0.9809523809523808,0.9927171603878076]",75,0.15,GCbu6,0.7,0.08082866926913404,0.005788816366650588,adam,68
5,200,0.030669106448287197,0.9950884402609906,34,tanh,"[0.9830357142857142,0.9950884402609906]",68,0.15,vJV22,0.7,0.10054775252603397,0.003817067347089246,adam,66
5,200,0.033541982907606946,0.9939719337294892,27,tanh,"[0.9845238095238095,0.9939719337294892]",80,0.15,fYBpU,0.7,0.08687651686478064,0.0046177028984620205,adam,69
5,200,0.028318138145804375,0.9799347388563635,30,tanh,"[0.98125,0.9799347388563635]",66,0.15,QgK9a,0.7,0.06248259078669606,0.006131648030307946,adam,62
5,200,0.07763373693425388,0.9846558279368887,31,tanh,"[0.9732142857142858,0.9846558279368887]",72,0.15,G17id,0.7,0.09340533095667597,0.002807586277859615,adam,69
5,200,0.024842242299941603,0.9930023660549976,22,tanh,"[0.9836309523809523,0.9930023660549976]",77,0.15,xmaLS,0.7,0.10019857416414012,0.005257677904158642,adam,68
5,200,0.02676602022261674,0.9696734514345231,27,tanh,"[0.9803571428571429,0.9696734514345231]",64,0.15,gH2Hi,0.7,0.06956745543884904,0.009395527961761166,SGD,69
5,200,0.031285958929368946,0.8277443895862238,19,tanh,"[0.428125,0.8277443895862238]",82,0.15,rtAEu,0.7,0.08505717357597675,0.4852032809853375,adam,70
5,200,0.023472116150202543,0.9959259259259259,35,tanh,"[0.9848214285714285,0.9959259259259259]",69,0.15,Nloip,0.7,0.11148213528607373,0.003390052994718005,adam,67
5,200,0.02974837699167321,0.9924093264595386,35,tanh,"[0.98125,0.9924093264595386]",73,0.15,HybkM,0.7,0.11672364597993205,0.013688375086219992,adam,69
100,200,0.032577666853991404,0.9932873686191763,23,tanh,"[0.9830357142857145,0.9932873686191763]",62,0.15,WdEhQ,0.7,0.07253873974416561,0.00742904693101943,adam,67
5,200,0.027098664908243923,0.9159124620466544,11,tanh,"[0.749702380952381,0.9159124620466544]",76,0.15,ummpB,0.7,0.10408325675571264,0.23231721870002667,adam,64
100,200,0.02272350861037223,0.9944355801277464,39,tanh,"[0.9767857142857143,0.9944355801277464]",79,0.15,NwmtT,0.7,0.05612880815956059,0.11043652265437351,adam,64
5,200,0.024366854471790166,0.9959866220735787,13,tanh,"[0.9830357142857142,0.9959866220735787]",61,0.15,IGej8,0.7,0.0930822324516248,0.0021795738151606384,adam,65
5,200,0.02919505740889998,0.9937958532695375,42,tanh,"[0.9892857142857142,0.9937958532695375]",83,0.15,Uzjpx,0.7,0.07751911507533756,0.005154639606099211,adam,70
100,200,0.02056380576857366,0.985167363726819,39,tanh,"[0.98125,0.985167363726819]",66,0.15,tJUXF,0.7,0.12643062636290192,0.07384953177859603,adam,68
70,200,0.033809902586403866,0.9935417953690265,33,tanh,"[0.9836309523809523,0.9935417953690265]",58,0.15,HtHCl,0.7,0.10498393482373872,0.009850136203106008,adam,65
5,200,0.025960838002760736,0.9938776000924339,28,tanh,"[0.9910714285714286,0.9938776000924339]",69,0.15,ClshW,0.7,0.09854583434657956,0.018251553237604794,SGD,66
100,200,0.035189065165315524,0.9946020862362692,44,tanh,"[0.9821428571428571,0.9946020862362692]",86,0.15,LyI4i,0.7,0.1149362538954971,0.0016214620100244222,adam,61
5,200,0.022198229022486863,0.9850038862182569,38,tanh,"[0.9583333333333334,0.9850038862182569]",73,0.15,O9zJv,0.7,0.12427482682309518,0.054578401014273095,adam,70
100,200,0.028028603495576586,0.9821334899676535,45,tanh,"[0.9776785714285714,0.9821334899676535]",79,0.15,jonpr,0.7,0.08696013038472844,0.00702123118365778,adam,67
5,200,0.018804780241859862,0.9925759753662231,25,tanh,"[0.987202380952381,0.9925759753662231]",77,0.15,HrJ6O,0.7,0.10734958321657229,0.004222196718723407,adam,63
100,200,0.03165240013838549,0.9980861244019138,16,tanh,"[0.9863095238095237,0.9980861244019138]",85,0.15,MjM5j,0.7,0.060403113621829874,0.02808414050731869,adam,65
5,200,0.0364086072781727,0.9942121314662691,29,tanh,"[0.9788690476190476,0.9942121314662691]",84,0.15,kOnPs,0.7,0.04312596024181512,0.01349075439793979,adam,68
100,200,0.035862878152754185,0.9991729344933729,12,tanh,"[0.980952380952381,0.9991729344933729]",87,0.15,YnITF,0.7,0.01748459806753884,0.009230085872669526,adam,67
5,200,0.040315167835304984,0.9883842300768049,40,tanh,"[0.9803571428571429,0.9883842300768049]",90,0.15,m2G07,0.7,0.011439810967567784,0.0038084654077360294,adam,70
70,200,0.038806992285695306,0.9919542052179118,18,tanh,"[0.9791666666666667,0.9919542052179118]",88,0.15,fl99d,0.7,0.0017318405471035275,0.002804769804456723,adam,70
5,200,0.037578200462557845,0.9977309467555464,13,tanh,"[0.9863095238095237,0.9977309467555464]",79,0.15,Lb7X5,0.7,0.007824744503895833,0.006117587454286199,adam,70
100,200,0.04363955614124446,0.8528963252456169,19,tanh,"[0.9199404761904763,0.8528963252456169]",84,0.15,W4pDm,0.7,0.0465923320449069,0.003058386769736328,SGD,68
5,200,0.03442320338552328,0.9950609296045402,17,tanh,"[0.9812500000000002,0.9950609296045402]",75,0.15,NoshA,0.7,0.036451678403544886,0.004749651446986869,adam,68
100,200,0.042203763010877256,0.9778654040617376,12,tanh,"[0.9785714285714284,0.9778654040617376]",87,0.15,fT5Hf,0.7,0.03905964543820524,0.0023073423015005034,adam,70
5,200,0.034155435732733753,0.9942074473700853,24,tanh,"[0.9806547619047619,0.9942074473700853]",83,0.15,RPkeJ,0.7,0.023849084770436943,0.007042211005464567,adam,67
100,200,0.03980323635149992,0.9890592221926555,23,tanh,"[0.9806547619047621,0.9890592221926555]",82,0.15,Hp9kG,0.7,0.01990592113060053,0.0010950717632341104,adam,66
5,200,0.03721080062614969,0.9924201936182577,31,tanh,"[0.9824404761904763,0.9924201936182577]",91,0.15,FI6TH,0.7,0.06538322340882986,0.008654051292276707,adam,67
100,200,0.03179999851844113,0.9928325571981844,35,tanh,"[0.9866071428571429,0.9928325571981844]",72,0.15,BMRey,0.7,0.05256557157122715,0.004989434932030969,adam,66
5,200,0.03420812882707785,0.9850249150249152,14,tanh,"[0.9788690476190476,0.9850249150249152]",77,0.15,pvRNV,0.7,0.038058735722854786,0.003808389623399109,adam,70
100,200,0.0355080145643399,0.987248439634692,21,tanh,"[0.9788690476190476,0.987248439634692]",94,0.15,Rnavh,0.7,0.02881448748610152,0.010019298549749223,adam,65
70,200,0.047044743453616866,0.9814526006857343,12,tanh,"[0.9785714285714286,0.9814526006857343]",68,0.15,h4WLD,0.7,0.03599910790354966,0.0025481826014668715,adam,69
5,200,0.042197060189914856,0.9932239823864336,20,tanh,"[0.9806547619047619,0.9932239823864336]",89,0.15,hQNU0,0.7,0.01952005664223271,0.0019305653038636198,adam,67
5,200,0.05234851537687226,0.9539203921333664,15,tanh,"[0.9616071428571427,0.9539203921333664]",79,0.15,XAewr,0.7,0.011521639299981179,0.0014892425414417816,SGD,68
100,200,0.03666342148173839,0.9907752538916869,28,tanh,"[0.9833333333333334,0.9907752538916869]",81,0.15,FG4Pv,0.7,0.028769409785149976,0.006805686078058554,adam,69
5,200,0.030591001481590014,0.9927430733891228,19,tanh,"[0.9821428571428571,0.9927430733891228]",71,0.15,yq4Qe,0.7,0.04798069779729212,0.008659821381016964,adam,64
100,200,0.0560493231336935,0.9876345735374219,11,tanh,"[0.976190476190476,0.9876345735374219]",93,0.15,DfFmI,0.7,0.026615026081117148,0.005874207795409839,adam,65
5,200,0.038596847659417066,0.9896774838904785,25,tanh,"[0.9803571428571429,0.9896774838904785]",88,0.15,WJ4RB,0.7,0.02032015072822216,0.0033133175002152673,adam,68
100,200,0.03210409288911879,0.9640277017481627,31,tanh,"[0.9505952380952382,0.9640277017481627]",74,0.15,E7lnv,0.7,0.003594747419050248,2.537877857425233e-05,adam,66
5,200,0.03311297346684145,0.9898943897127536,38,tanh,"[0.98125,0.9898943897127536]",64,0.15,dkRzK,0.7,0.0533711310088676,0.004471257631857204,adam,70
70,200,0.02943107709162667,0.9927082800920012,42,tanh,"[0.9886904761904762,0.9927082800920012]",96,0.15,j1o7p,0.7,0.018044338417699247,0.01199445976891674,adam,69
100,200,0.0408088259926139,0.9962521781107453,35,tanh,"[0.9797619047619047,0.9962521781107453]",81,0.15,aE63B,0.7,0.06742070163176712,0.01367097623268792,adam,66
5,200,0.036362096026558155,0.9871412750697734,26,tanh,"[0.9764880952380952,0.9871412750697734]",85,0.15,Pw9M6,0.7,0.03437354918091972,0.008430780362508735,adam,69
5,200,0.04979631624545541,0.9918736011827021,47,tanh,"[0.9773809523809524,0.9918736011827021]",68,0.15,LS8r6,0.7,0.008382855851296944,0.0052289990223186,adam,64
100,200,0.030406986585497293,0.7459580849843419,22,tanh,"[0.724702380952381,0.7459580849843419]",78,0.15,zUAvg,0.7,0.07397593332752564,0.000923276114825696,SGD,62
5,200,0.040294418008179345,0.994070176860323,32,tanh,"[0.9779761904761906,0.994070176860323]",75,0.15,qWcGG,0.7,0.002770877987914838,0.010141932329418187,adam,69
100,200,0.04337060739703597,0.9826424538443075,12,tanh,"[0.9782738095238095,0.9826424538443075]",91,0.15,EfOZ7,0.7,0.0817014709531411,0.002333346545774669,adam,63
5,200,0.04578868451077446,0.9183903594975493,25,tanh,"[0.9172619047619047,0.9183903594975493]",71,0.15,GqgpQ,0.7,0.059154676069826884,1.864212406799593e-06,adam,68
100,200,0.028955393597637276,0.9854077863029269,45,tanh,"[0.9833333333333332,0.9854077863029269]",88,0.15,ETAnb,0.7,0.0964365108722038,0.003207668973490678,adam,65
5,200,0.03546010452860408,0.9942498510661718,17,tanh,"[0.974702380952381,0.9942498510661718]",98,0.15,g3sjF,0.7,0.06044785355230156,0.015763284333549458,adam,70
100,200,0.03323744863096297,0.9815811680589809,48,tanh,"[0.9791666666666667,0.9815811680589809]",65,0.15,AMl9i,0.7,0.012941895845314627,0.0013936495618213128,adam,64
70,200,0.09991900680680493,0.9793984899163604,33,tanh,"[0.9723214285714284,0.9793984899163604]",60,0.15,vDJJD,0.7,0.07718878440678721,0.0018480057819504196,adam,66
