batch_size,epochs,regularization,reward,layer_2,activation,intermediate,layer_1,test_frac,trialJobId,train_frac,dropout,learning_rate,optimizer,preweight
70,200,0.023576787083867668,0.9403340006377995,60,relu,"[0.9526785714285715,0.9403340006377995]",148,0.15,lRHnl,0.7,0.14605795119776452,0.008716377419932515,SGD,16
10,200,0.030064935769291853,0.962119930400104,88,relu,"[0.6720238095238095,0.962119930400104]",122,0.15,r8RL3,0.7,0.13679924311338215,0.362542292048119,adam,30
10,200,0.061191016224055914,0.9790331436389467,54,relu,"[0.9758928571428571,0.9790331436389467]",84,0.15,lIuaG,0.7,0.07930581353566846,0.001243192494206587,adam,57
30,200,0.02788621791652608,0.9980264139973759,105,relu,"[0.9827380952380953,0.9980264139973759]",88,0.15,SS3bH,0.7,0.10725392490440724,0.011964815902227628,adam,18
30,200,0.027485103711688674,0.9932928239933003,109,relu,"[0.9803571428571429,0.9932928239933003]",117,0.15,dGctL,0.7,0.06676818042840804,0.034900698878371,adam,12
30,200,0.025321219134328932,0.9916571139336122,98,relu,"[0.9857142857142858,0.9916571139336122]",129,0.15,yyXmg,0.7,0.086819575949689,0.017363110525183245,adam,15
30,200,0.02859272243490848,0.9881668048029605,107,relu,"[0.9794642857142858,0.9881668048029605]",135,0.15,DTRsA,0.7,0.09196450342615411,0.02615623022661253,adam,19
30,200,0.020457181498756062,0.9829064831087312,18,relu,"[0.9827380952380953,0.9829064831087312]",106,0.15,ERvFh,0.7,0.10418779791298731,0.13417615604911529,SGD,13
30,200,0.03211553834002079,0.9879038872347481,81,relu,"[0.96875,0.9879038872347481]",88,0.15,hhFak,0.7,0.06180677868767008,0.08343156608176235,adam,21
30,200,0.023377484738014917,0.9878843361675702,28,relu,"[0.9583333333333333,0.9878843361675702]",101,0.15,hPRIX,0.7,0.048433831860308085,0.1953768945288553,adam,18
30,200,0.01498838609249008,0.9859001579183069,105,relu,"[0.9827380952380953,0.9859001579183069]",111,0.15,MEySg,0.7,0.02574966534161885,0.012391170797969663,adam,16
30,200,0.03451208733070339,0.9944179444397114,86,relu,"[0.9738095238095239,0.9944179444397114]",156,0.15,i6umE,0.7,0.1610333744020036,0.05496378839231561,adam,18
30,200,0.019174421778795966,0.9942142858114051,103,relu,"[0.9883928571428571,0.9942142858114051]",125,0.15,lZoPY,0.7,0.07513715307408383,0.007708839751955391,adam,12
30,200,0.026008260882425274,0.9974920969441516,74,relu,"[0.980952380952381,0.9974920969441516]",99,0.15,GLSrB,0.7,0.09358018125238227,0.020617246714973045,adam,19
30,200,0.036413378280087616,0.9758966936056719,112,relu,"[0.9791666666666666,0.9758966936056719]",95,0.15,Cy6A7,0.7,0.10765665376339861,0.030358005052837235,SGD,10
30,200,0.01177776682658439,0.9890493825276433,94,relu,"[0.9821428571428571,0.9890493825276433]",119,0.15,MACho,0.7,0.13256423409999699,0.006418187861668577,adam,23
30,200,0.030198700188512007,0.9955301138246799,116,relu,"[0.981547619047619,0.9955301138246799]",114,0.15,GO9Zh,0.7,0.15434132952728524,0.013962312601768511,adam,27
30,200,0.020796586850356662,0.9921706959297399,100,relu,"[0.987202380952381,0.9921706959297399]",142,0.15,di4a7,0.7,0.12282037263504851,0.00279069593160199,adam,22
30,200,0.0384859732996268,0.9919630530619881,82,relu,"[0.9747023809523808,0.9919630530619881]",168,0.15,x4y8T,0.7,0.006810318929213813,0.0688489895342855,adam,14
30,200,0.0167180478564184,0.971434083076723,50,relu,"[0.9577380952380953,0.971434083076723]",152,0.15,VHk0F,0.7,0.07898666181648345,0.26628791238277044,adam,10
50,200,0.006871957916546552,0.9889504541418059,65,relu,"[0.9854166666666666,0.9889504541418059]",88,0.15,Wc4Fs,0.7,0.03986440637831484,0.01042238663278158,adam,20
30,200,0.022642531512134845,0.9456899276773818,41,relu,"[0.9291666666666668,0.9456899276773818]",105,0.15,OjVxl,0.7,0.11078846128846523,0.004695630299359793,SGD,11
100,200,0.041545751629550876,0.9963124981944983,68,relu,"[0.9773809523809524,0.9963124981944983]",92,0.15,bWuR8,0.7,0.16518541584636337,0.0424216728859007,adam,17
70,200,0.03300852872188416,0.9849927291490758,60,relu,"[0.9708333333333334,0.9849927291490758]",137,0.15,XICYu,0.7,0.1431332979511717,0.1267827282168108,adam,27
30,200,0.02761559696545843,0.9990169082125604,91,relu,"[0.9827380952380953,0.9990169082125604]",78,0.15,gV5to,0.7,0.12523296879324164,0.0166265980208172,adam,20
30,200,0.02764216434392539,0.9871297225549547,72,relu,"[0.9791666666666666,0.9871297225549547]",84,0.15,TjoGg,0.7,0.1263355500570903,0.018756115999418746,adam,15
30,200,0.03179501971269829,0.6914356503648278,90,relu,"[0.705654761904762,0.6914356503648278]",69,0.15,LX5Qh,0.7,0.1500636715182077,1.4549379802168652e-06,adam,20
30,200,0.037256969196592576,0.9889423843700159,77,relu,"[0.9803571428571429,0.9889423843700159]",81,0.15,n7faD,0.7,0.06414829667274594,0.028093169136025147,adam,25
30,200,0.013725692269244423,0.9914820823550787,82,relu,"[0.9672619047619048,0.9914820823550787]",78,0.15,A3Aaf,0.7,0.1126778513615302,0.0951395310768669,adam,13
30,200,0.04334862032985898,0.9834664879767121,93,relu,"[0.9764880952380952,0.9834664879767121]",72,0.15,YjLxS,0.7,0.09794638419377039,0.051745287711641254,SGD,21
30,200,0.02987276667408139,0.9938517941522464,71,relu,"[0.9863095238095239,0.9938517941522464]",95,0.15,sq2Ge,0.7,0.054044327571128384,0.0020990663569739887,adam,23
30,200,0.04534974484035674,0.9879961993450918,98,relu,"[0.950297619047619,0.9879961993450918]",76,0.15,J2KfN,0.7,0.09027120330582306,0.18372171324518977,adam,18
30,200,0.040261396906669474,0.9942439123001371,47,relu,"[0.9836309523809523,0.9942439123001371]",98,0.15,sCPh7,0.7,0.1172103248400548,0.00667941498097435,adam,28
30,200,0.017898891135592707,0.9936087561278564,104,relu,"[0.9821428571428571,0.9936087561278564]",87,0.15,NqR20,0.7,0.1742542880229572,0.013494635100029958,adam,17
30,200,0.026116620120824944,0.9965998402617846,88,relu,"[0.9863095238095237,0.9965998402617846]",92,0.15,UGqw1,0.7,0.13060210253019394,0.003075182267866792,adam,24
30,200,0.03480411874307084,0.9925258481019167,62,relu,"[0.9925258481019167,0.9821428571428573]",104,0.15,HMbSE,0.7,0.1401080163715848,0.024692209206783944,adam,11
30,200,0.028813214182798228,0.9783654449228549,80,relu,"[0.9735119047619047,0.9783654449228549]",63,0.15,jXd8K,0.7,0.024482935489359522,0.0365522658000772,SGD,14
30,200,0.023005656960041993,0.9895721431982161,84,relu,"[0.8083333333333333,0.9895721431982161]",80,0.15,QyGQ6,0.7,0.07835399685238226,0.3000169579254455,adam,25
30,200,0.020852276061785628,0.9842068075894852,55,relu,"[0.9767857142857143,0.9842068075894852]",110,0.15,oXuHE,0.7,0.03362807827405133,0.06880788014308861,adam,19
30,200,0.03562088162333117,0.9937968397255009,68,relu,"[0.9803571428571429,0.9937968397255009]",71,0.15,Vnoc4,0.7,0.15558270560858745,0.018145612231440365,adam,22
30,200,0.03251044732803719,0.9971585362694038,77,relu,"[0.9708333333333334,0.9971585362694038]",85,0.15,D5Tgn,0.7,0.10242202105783116,0.1133929292613428,adam,26
30,200,0.016053882422717637,0.9858396313483322,111,relu,"[0.9866071428571429,0.9858396313483322]",90,0.15,DDOGG,0.7,0.06100176892895259,0.0015219135720350675,adam,29
50,200,0.041621277317154634,0.986364780188478,91,relu,"[0.9830357142857142,0.986364780188478]",98,0.15,aZVjo,0.7,0.08631069182558845,0.003923435530089862,adam,16
100,200,0.010696857466028432,0.9172418487530049,74,relu,"[0.9511904761904763,0.9172418487530049]",131,0.15,Eq9eN,0.7,0.167700749024246,0.009037833682578765,SGD,21
30,200,0.02466562149318812,0.9893950951159189,101,relu,"[0.9794642857142858,0.9893950951159189]",107,0.15,rvswv,0.7,0.12655418770433038,0.012070970721473754,adam,20
70,200,0.026952644237558752,0.9850737493064858,95,relu,"[0.980952380952381,0.9850737493064858]",113,0.15,o7F8g,0.7,0.14308981406887933,0.006642348940157442,adam,12
30,200,0.019134827365618872,0.9940040460628697,119,relu,"[0.9785714285714286,0.9940040460628697]",100,0.15,ORGi0,0.7,0.10770629178036385,0.005010996190353491,adam,24
30,200,0.02447096731740068,0.9832174153765696,66,tanh,"[0.9848214285714286,0.9832174153765696]",75,0.15,FshtT,0.7,0.1784311970408002,0.008861073019499148,adam,16
50,200,0.029764208573178408,0.9903215129949243,113,relu,"[0.9779761904761906,0.9903215129949243]",93,0.15,UtPjL,0.7,0.1364086439866363,0.016175034194431746,adam,18
100,200,0.021694385308427273,0.9915608127308895,86,relu,"[0.9842261904761905,0.9915608127308895]",88,0.15,CWrut,0.7,0.14875362861847674,0.01257163869694852,adam,29
30,200,0.02770159190021402,0.9946033186414311,123,relu,"[0.981547619047619,0.9946033186414311]",81,0.15,gTEKy,0.7,0.12431109318486962,0.022629126400563953,adam,23
70,200,0.03325333422866959,0.9931512605042017,58,relu,"[0.9860119047619047,0.9931512605042017]",119,0.15,xDWcu,0.7,0.15985581597391418,0.005661902093463236,adam,26
5,200,0.037879645453595207,0.9866088045032733,47,relu,"[0.9681547619047619,0.9866088045032733]",66,0.15,REp0O,0.7,0.11750278106550108,0.0418701289150409,adam,19
30,200,0.014305790852202946,0.996874355030277,105,tanh,"[0.9839285714285714,0.996874355030277]",102,0.15,HSvBv,0.7,0.0938293873757918,0.010073423190025332,adam,21
5,200,0.025781135858082768,0.9913979266347687,51,relu,"[0.98125,0.9913979266347687]",84,0.15,uEq1o,0.7,0.1038527078877058,0.002828886884012151,adam,15
30,200,0.031696313897431536,0.9935129058346128,70,relu,"[0.9755952380952383,0.9935129058346128]",96,0.15,gGPwb,0.7,0.06770950846656752,0.02806676641021534,adam,32
50,200,0.018369922039552594,0.9817111709923664,63,relu,"[0.980952380952381,0.9817111709923664]",105,0.15,OWacD,0.7,0.05255509817145772,0.0020476149929899014,adam,30
5,200,0.029248465714765574,0.9927215271468638,97,relu,"[0.9797619047619047,0.9927215271468638]",79,0.15,CQPfj,0.7,0.07512697452632133,0.0037413924762355914,adam,13
100,200,0.021933016524488917,0.9867267823364557,38,tanh,"[0.9860119047619047,0.9867267823364557]",110,0.15,wiGMo,0.7,0.18294640118094682,0.006419256849801155,adam,27
5,200,0.034771377593925124,0.9956567052658384,126,relu,"[0.98125,0.9956567052658384]",123,0.15,JlrLT,0.7,0.08533967962568509,0.01579764221698512,adam,22
30,200,0.022939085122145045,0.9922848313966736,82,relu,"[0.9782738095238095,0.9922848313966736]",73,0.15,oTV8o,0.7,0.04425902420096345,0.03132646361545703,adam,33
70,200,0.015866885923358456,0.975581080500989,31,relu,"[0.9821428571428571,0.975581080500989]",57,0.15,UhqeS,0.7,0.13493777861905665,0.008859823094086842,adam,28
5,200,0.019700787561829965,0.9957033690413309,115,relu,"[0.9407738095238095,0.9957033690413309]",90,0.15,QnHv3,0.7,0.11355678884205656,0.05800198575917373,adam,17
30,200,0.030904830379624028,0.9922777354007408,108,relu,"[0.9785714285714284,0.9922777354007408]",69,0.15,DWseL,0.7,0.1703244529897567,0.022099867530561968,adam,24
5,200,0.036832306650653845,0.9840815675552518,74,tanh,"[0.9806547619047619,0.9840815675552518]",115,0.15,JC5ys,0.7,0.1536505536515218,0.00429821038225848,adam,31
50,200,0.03904193785319868,0.9904209419804495,88,relu,"[0.9797619047619047,0.9904209419804495]",64,0.15,q8ins,0.7,0.12050732218926945,0.0023815308098634846,adam,20
30,200,0.013004896810132078,0.9855638371290546,78,relu,"[0.9785714285714286,0.9855638371290546]",77,0.15,FvnkP,0.7,0.1445459800784,0.011361622560739429,adam,64
5,200,0.028155136081043093,0.9847811403042229,93,relu,"[0.9779761904761906,0.9847811403042229]",84,0.15,LFv1A,0.7,0.16383161466277696,0.007854854389590304,adam,22
100,200,0.02503287607966101,0.9892089947089946,101,relu,"[0.9797619047619047,0.9892089947089946]",102,0.15,f16bv,0.7,0.09913911141413058,0.0008865572489568645,adam,14
5,200,0.03401541087712709,0.9900249546058788,130,relu,"[0.9678571428571429,0.9900249546058788]",94,0.15,EvGvr,0.7,0.19045152691736372,0.04771836014315144,adam,17
30,200,0.008978615026032293,0.990299220902936,56,tanh,"[0.9806547619047619,0.990299220902936]",60,0.15,WknMn,0.7,0.015206556328842852,0.016187537038112848,adam,26
70,200,0.023990570858500888,0.9902286852069458,122,relu,"[0.9848214285714286,0.9902286852069458]",97,0.15,lIYQ8,0.7,0.13014273086718237,0.0015948977066521234,adam,10
5,200,0.027002315727596597,0.996625312003195,109,relu,"[0.981547619047619,0.996625312003195]",86,0.15,oXKYw,0.7,0.08227727140234242,0.005131716595955815,adam,19
30,200,0.01735065373221829,0.9864535535507402,65,relu,"[0.9794642857142858,0.9864535535507402]",128,0.15,Xs10G,0.7,0.09072102851324763,0.03540260842035806,adam,21
5,200,0.03957108055247278,0.9847941532152058,118,relu,"[0.9806547619047621,0.9847941532152058]",107,0.15,xuHuE,0.7,0.19909335211154788,0.0027900695493412427,adam,25
50,200,0.04283170022860669,0.992118896577501,70,relu,"[0.9803571428571429,0.992118896577501]",90,0.15,HOzta,0.7,0.06899535822618719,0.021168879453024557,adam,23
5,200,0.04581415570404894,0.9551043541357137,60,relu,"[0.8223214285714286,0.9551043541357137]",121,0.15,CP8m9,0.7,0.15713368443347261,0.08285986601076493,adam,12
30,200,0.03214550919219725,0.9918116374132552,43,tanh,"[0.9848214285714286,0.9918116374132552]",81,0.15,Il01q,0.7,0.1080150797795992,0.0035943355475547825,adam,28
100,200,0.03727435426894299,0.9801260557297494,79,relu,"[0.9761904761904763,0.9801260557297494]",77,0.15,Edm5c,0.7,0.17487540528956835,0.001146680305890956,adam,15
5,200,0.020538607419803904,0.9849942101242413,84,relu,"[0.9857142857142858,0.9849942101242413]",117,0.15,Rdu5K,0.7,0.138470956047585,0.010781675537473643,SGD,34
30,200,0.030749037500521385,0.9955506642438451,89,relu,"[0.9839285714285714,0.9955506642438451]",67,0.15,xUjzb,0.7,0.05828241130854847,0.015096281001360467,adam,19
70,200,0.035545778997602015,0.9902161855969289,134,relu,"[0.9827380952380953,0.9902161855969289]",72,0.15,qh1Km,0.7,0.12397420562141424,0.006394448097209202,adam,25
5,200,0.026533635941320414,0.9810882352941176,96,relu,"[0.9738095238095237,0.9810882352941176]",98,0.15,LJ0Eh,0.7,0.18538702348805866,0.00784353990208519,adam,30
30,200,0.014967219785338406,0.9942374051069702,102,tanh,"[0.9860119047619047,0.9942374051069702]",53,0.15,xio8H,0.7,0.09755228261220909,0.0020806901638528905,adam,18
5,200,0.002193493619130009,0.9933213018427937,50,relu,"[0.9700892857142858,0.9933213018427937]",111,0.15,N3NFc,0.7,0.07501289292131097,0.04413312175830848,adam,69
5,200,0.011024923651027332,0.9486932078721606,113,relu,"[0.9553571428571429,0.9486932078721606]",103,0.15,RQTgO,0.7,0.11594651745597612,2.733158684717959e-06,adam,27
50,200,0.09693940681722699,0.9815508088978765,24,relu,"[0.9723214285714284,0.9815508088978765]",194,0.15,xgpVh,0.7,0.15251586292476105,0.005206922716678793,adam,36
30,200,0.02327078650889962,0.9875069334778953,138,relu,"[0.979761904761905,0.9875069334778953]",93,0.15,vgrFS,0.7,0.14536493797573471,0.03020580737411657,SGD,24
100,200,0.01856531758555778,0.9854323266994893,54,tanh,"[0.9851190476190477,0.9854323266994893]",87,0.15,ZEWxu,0.7,0.03713555751066011,0.06174208908114489,adam,31
5,200,0.03332798482062887,0.9949261409535384,74,relu,"[0.9851190476190477,0.9949261409535384]",56,0.15,zytoO,0.7,0.04887808160759097,0.004226609685718138,adam,16
30,200,0.04844052799447057,0.9765996588664565,35,relu,"[0.9767857142857143,0.9765996588664565]",62,0.15,jiCea,0.7,0.16265124245824597,0.0007397362674235154,adam,26
70,200,0.028827460520410325,0.9964499788201604,128,relu,"[0.9863095238095237,0.9964499788201604]",82,0.15,mUuRg,0.7,0.13533876487378088,0.020254975714881156,adam,21
5,200,0.04139731393350285,0.9878041819913654,106,relu,"[0.9785714285714284,0.9878041819913654]",74,0.15,IKceG,0.7,0.10240464718882263,0.01077492313648957,adam,67
30,200,0.021337769435590292,0.9937252747252747,93,relu,"[0.9854166666666668,0.9937252747252747]",107,0.15,tsMgY,0.7,0.11292128121516985,0.0004698549369741775,adam,28
5,200,0.005115089676991317,0.9830653662387407,46,relu,"[0.9836309523809523,0.9830653662387407]",68,0.15,Zeid0,0.7,0.1276802846581359,0.0013775977174179618,adam,13
50,200,0.012944037022284702,0.9351465016361654,84,tanh,"[0.9476190476190476,0.9351465016361654]",125,0.15,BQxzW,0.7,0.09388670150781993,0.0031170380173225873,SGD,17
5,200,0.025267430756969852,0.9930262698856186,64,relu,"[0.9788690476190475,0.9930262698856186]",101,0.15,IkT8u,0.7,0.20538004063073312,0.013349202397993299,adam,20
30,200,0.016413542856347933,0.9908149907455052,99,relu,"[0.9764880952380952,0.9908149907455052]",113,0.15,KCER8,0.7,0.17145446103771966,0.023777074790575278,adam,57
100,200,0.029765446569861673,0.9834396135265701,68,relu,"[0.9791666666666667,0.9834396135265701]",93,0.15,ILlLT,0.7,0.07934630205039772,0.008287232878896055,adam,23
5,200,0.044311053004920824,0.9416904749605008,142,relu,"[0.7360119047619047,0.9416904749605008]",78,0.15,mb7wi,0.7,0.3775541955463538,0.16563022309588288,adam,61
30,200,0.03661712779611613,0.9962018989459853,79,relu,"[0.9675595238095237,0.9962018989459853]",45,0.15,bkQJO,0.7,0.06630005594321406,0.1093536423387276,adam,33
70,200,0.0073104260239486955,0.9866930843514226,119,tanh,"[0.9830357142857142,0.9866930843514226]",96,0.15,jqduM,0.7,0.19651597889909772,0.0023734998642265647,adam,14
10,200,0.020155751895857436,0.9660434298956263,74,relu,"[0.9636904761904763,0.9660434298956263]",87,0.15,WasJu,0.7,0.02841570233348946,8.61608934182648e-06,adam,29
5,200,0.034311105893086516,0.9630634230408033,88,relu,"[0.9592261904761905,0.9630634230408033]",70,0.15,zV3VD,0.7,0.38813712687594604,0.001764031803418557,SGD,63
30,200,0.02330979793990881,0.9879664136185875,58,relu,"[0.9818452380952379,0.9879664136185875]",134,0.15,nVVxA,0.7,0.109764430600437,0.005747059318018668,adam,59
5,200,0.03934099839676773,0.9906256273702934,16,relu,"[0.9708333333333334,0.9906256273702934]",90,0.15,k2mSp,0.7,0.08666139901073201,0.01691683196712155,adam,22
10,200,0.030709275756214228,0.9815958659896168,42,relu,"[0.9589285714285716,0.9815958659896168]",65,0.15,m8Jf6,0.7,0.21178606617293505,0.07986428716795119,adam,10
5,200,0.02866345829642324,0.9918092479032751,124,tanh,"[0.9604166666666668,0.9918092479032751]",109,0.15,YvPeH,0.7,0.17765546366168655,0.039043440359686106,adam,24
30,200,0.027100490790965322,0.990802852541983,92,relu,"[0.9827380952380951,0.990802852541983]",104,0.15,t0Ftw,0.7,0.11940283848363119,0.003435562645574254,adam,18
50,200,0.03202600303305466,0.9908285851417323,61,relu,"[0.9851190476190478,0.9908285851417323]",59,0.15,APAMG,0.7,0.14776616209896773,0.006782093647863171,adam,32
5,200,0.017814247140136755,0.9895233048174225,109,relu,"[0.9741071428571428,0.9895233048174225]",83,0.15,UXf3M,0.7,0.13240637022076945,0.02711466054546342,adam,12
100,200,0.04092384551226431,0.9598010303189198,148,elu,"[0.9538690476190477,0.9598010303189198]",118,0.15,c2Sv3,0.7,0.01915415040881807,0.011338178646189415,SGD,34
30,200,0.024831292837730827,0.9872291490758982,96,relu,"[0.9836309523809523,0.9872291490758982]",76,0.15,EgCyc,0.7,0.004183163278084365,0.0002234816226439296,adam,29
70,200,0.014597581529131399,0.9860715004398543,114,relu,"[0.9848214285714285,0.9860715004398543]",98,0.15,QpWcJ,0.7,0.3602428964209432,0.004820464273720369,adam,15
10,200,0.04585422889464874,0.9865516113466846,132,tanh,"[0.9672619047619048,0.9865516113466846]",52,0.15,x0Wpc,0.7,0.059720950824211166,0.0606037908272905,adam,52
5,200,0.022570734293935635,0.9873881919917725,101,elu,"[0.9806547619047619,0.9873881919917725]",80,0.15,drHN2,0.7,0.1618405691477291,0.001218845720796462,adam,55
30,200,0.03409361214163184,0.9909090927754853,52,relu,"[0.9818452380952382,0.9909090927754853]",114,0.15,mKHQu,0.7,0.19032082433875214,0.0008495269121981268,adam,20
5,200,0.038018307505636006,0.9901693141326173,29,elu,"[0.9693452380952381,0.9901693141326173]",129,0.15,rwt9G,0.7,0.13781517605747923,0.01967659699264758,adam,26
10,200,0.01067333058858564,0.988011699593913,81,relu,"[0.987797619047619,0.988011699593913]",71,0.15,FoP6v,0.7,0.07176272923713398,0.009043425394073835,adam,37
50,200,0.04273899898064012,0.9798864103557999,199,relu,"[0.9723214285714284,0.9798864103557999]",89,0.15,eZEsq,0.7,0.39904434265252614,0.03140846741835954,SGD,21
5,200,0.019828066406778144,0.9938401510769932,190,elu,"[0.9833333333333334,0.9938401510769932]",85,0.15,vOj6H,0.7,0.10794679874882099,0.014380148750412809,adam,65
30,200,0.026933012240371482,0.986126345274952,104,relu,"[0.9803571428571429,0.986126345274952]",99,0.15,pAniq,0.7,0.09928487552555879,0.0023312635409032507,adam,18
100,200,0.03580640910422468,0.9850016238379411,76,relu,"[0.9818452380952382,0.9850016238379411]",121,0.15,b7KNX,0.7,0.2246983271724066,0.004518783809221352,adam,16
5,200,0.0506874364439967,0.9786160981468978,21,elu,"[0.9776785714285714,0.9786160981468978]",93,0.15,GIb2p,0.7,0.12777275578981498,0.0005821036068451509,adam,30
30,200,0.029052988406444616,0.9961054505543888,185,tanh,"[0.9833333333333334,0.9961054505543888]",173,0.15,OvMJv,0.7,0.04194882642697112,0.0066981368533764185,adam,24
10,200,0.03210304876889323,0.9907034025570315,139,relu,"[0.962797619047619,0.9907034025570315]",139,0.15,E0nMz,0.7,0.16764059826743946,0.04642204884038256,adam,27
70,200,0.017369468267585557,0.9947380952380953,159,elu,"[0.9788690476190476,0.9947380952380953]",65,0.15,LBNAX,0.7,0.15538892108624652,0.003059394314833911,adam,23
5,200,0.0211421515762874,0.9534322379230845,69,relu,"[0.9544642857142858,0.9534322379230845]",104,0.15,OP9UD,0.7,0.08765991538144027,0.0016164268519054065,SGD,54
30,200,0.013395131444649848,0.991216829561506,38,relu,"[0.9758928571428573,0.991216829561506]",47,0.15,M0ekU,0.7,0.18261224798766873,0.01024497669746235,adam,11
5,200,0.02452969324439741,0.9891427559887178,86,elu,"[0.9779761904761906,0.9891427559887178]",42,0.15,VDOPn,0.7,0.14540926567064377,0.01781755437519046,adam,70
10,200,0.026439396372294553,0.9048166382025224,153,relu,"[0.5133928571428572,0.9048166382025224]",60,0.15,Dl556,0.7,0.37452140215536167,0.4875153795283148,adam,48
50,200,0.04756951727159495,0.9963275954612442,121,elu,"[0.9821428571428573,0.9963275954612442]",109,0.15,oQsx1,0.7,0.12024633157545425,0.013100170290390257,adam,25
5,200,0.039518099724598105,0.9601504509072216,91,relu,"[0.7470238095238095,0.9601504509072216]",74,0.15,eGVRl,0.7,0.3494837670271396,0.11827019053898898,adam,22
30,200,0.01537264280028759,0.9886497051359564,180,tanh,"[0.9860119047619047,0.9886497051359564]",56,0.15,k0Smo,0.7,0.05075845992708933,0.003857472599154268,adam,31
5,200,0.03125310260363824,0.9930283888897721,163,relu,"[0.9672619047619048,0.9930283888897721]",81,0.15,OLTE7,0.7,0.3834709814066368,0.024544385581702313,adam,14
100,200,0.035940744471308884,0.8474058032710563,126,elu,"[0.8773809523809524,0.8474058032710563]",100,0.15,og8xa,0.7,0.08129350918690989,0.0010388595814366712,SGD,62
30,200,0.022171015753430123,0.9848992223134099,146,relu,"[0.9863095238095237,0.9848992223134099]",78,0.15,Hlzxr,0.7,0.1397147861064934,0.0003737636174396063,adam,20
10,200,0.009845885494218744,0.9883240431066518,116,relu,"[0.9854166666666666,0.9883240431066518]",145,0.15,Ki8MA,0.7,0.10544676456615838,0.007585446394820879,adam,36
70,200,0.012027218401994525,0.9908217800109187,56,elu,"[0.962797619047619,0.9908217800109187]",36,0.15,zT06L,0.7,0.36501400635844194,0.21838287149996113,adam,17
5,200,0.0283130986012625,0.9626753932342169,46,relu,"[0.9741071428571428,0.9626753932342169]",86,0.15,S6dWT,0.7,0.3932740600479363,2.6100628884623116e-05,adam,19
30,200,0.033770045766535806,0.9929999952658355,191,elu,"[0.9738095238095237,0.9929999952658355]",90,0.15,vJTot,0.7,0.3382332138088451,0.07706670109463078,adam,57
5,200,0.018892437985907198,0.9899787478099638,171,relu,"[0.980952380952381,0.9899787478099638]",113,0.15,SRTnl,0.7,0.09612891616182731,0.03860354197626112,adam,39
10,200,0.043663240364238666,0.9929565021521365,134,tanh,"[0.974702380952381,0.9929565021521365]",178,0.15,FHt9K,0.7,0.19899239851973716,0.006156141943964607,adam,32
5,200,0.007773019559320901,0.9640652181925402,63,relu,"[0.9633928571428572,0.9640652181925402]",150,0.15,X7OZV,0.7,0.17449223613557072,0.002611875035213369,SGD,28
50,200,0.024384487398544253,0.9799169715733184,176,elu,"[0.9788690476190476,0.9799169715733184]",107,0.15,SsnRB,0.7,0.11429109119790822,0.00012221090284576645,adam,51
30,200,0.0033842171778113994,0.990272336359293,111,relu,"[0.9875,0.990272336359293]",95,0.15,uawTo,0.7,0.03333866744620198,0.009164752695815008,adam,26
100,200,0.03765188532681284,0.9888138893358697,11,relu,"[0.9833333333333334,0.9888138893358697]",158,0.15,OdkZ8,0.7,0.1503006981858027,0.0019478793768512932,adam,15
5,200,0.04041882740098319,0.9827802497403457,166,elu,"[0.9547619047619047,0.9827802497403457]",124,0.15,Exdfx,0.7,0.0710874373936135,0.053516710925680805,adam,68
30,200,0.01645961188529689,0.9975175654123023,195,relu,"[0.9857142857142858,0.9975175654123023]",63,0.15,g2PlQ,0.7,0.21021494198618104,0.005013465815381523,adam,22
10,200,0.030413845818837767,0.9966700515241881,98,elu,"[0.9821428571428571,0.9966700515241881]",73,0.15,u7lYU,0.7,0.13255599548228097,0.028680401093428735,adam,19
70,200,0.026258140634290526,0.996466676571624,183,relu,"[0.9851190476190477,0.996466676571624]",84,0.15,mDxv3,0.7,0.21872607871190833,0.014444747077627933,adam,46
5,200,0.05224048725006473,0.8648771861682686,72,tanh,"[0.9005952380952381,0.8648771861682686]",96,0.15,Md52L,0.7,0.06130777237138442,7.269730246631317e-05,SGD,12
30,200,0.03281900019126127,0.9917505126452495,81,relu,"[0.9821428571428573,0.9917505126452495]",164,0.15,m97Kv,0.7,0.1246216806984936,0.0013747360426690156,adam,49
5,200,0.022171228190449723,0.9888668961794551,200,elu,"[0.9845238095238095,0.9888668961794551]",117,0.15,hucXs,0.7,0.16254705977070832,0.0037804563724317362,adam,41
10,200,0.019305375331196188,0.9953222287715876,129,relu,"[0.9785714285714284,0.9953222287715876]",67,0.15,I6hXx,0.7,0.09058002694579544,0.018746280540995815,adam,34
50,200,0.005563624693269036,0.9888138930213234,87,relu,"[0.9788690476190476,0.9888138930213234]",51,0.15,ZpidZ,0.7,0.35586561247169496,0.011518502557532518,adam,24
5,200,0.02820670497189602,0.988460799755725,142,elu,"[0.9764880952380952,0.988460799755725]",78,0.15,rNxOH,0.7,0.08246464243659725,0.0007823120367617893,adam,66
30,200,0.04186590203135017,0.9914508528577294,107,relu,"[0.9914508528577294,0.9791666666666666]",102,0.15,fOyb5,0.7,0.33189677039048665,0.035507445283592856,adam,25
100,200,0.03576020796675062,0.9961859193438141,34,elu,"[0.9806547619047619,0.9961859193438141]",93,0.15,qjCKB,0.7,0.18689869556805924,0.007405371655452524,adam,13
5,200,0.04665354475289839,0.9820672689283614,76,relu,"[0.9714285714285715,0.9820672689283614]",131,0.15,KY67t,0.7,0.37071490301825033,0.13572860254925456,SGD,60
