intermediate,trialJobId,layer_2,layer_1,batch_size,learning_rate,train_frac,activation,regularization,reward,dropout,preweight,epochs,optimizer,test_frac
"[0.9410204081632653,0.9815739565396664]",t3o6n,176,98,10,0.0003060754633763878,0.7,relu,0.03745209714075473,0.9815739565396664,0.3995932836270544,6,200,adam,0.15
"[0.9384693877551019,0.9823032327668428]",o5cBH,119,108,10,0.0013838882992260042,0.7,tanh,0.0015522940443696114,0.9823032327668428,0.33629416673266116,5,200,adam,0.15
"[0.9399999999999998,0.9700119432404877]",bDHkj,171,66,100,0.00014369785661788974,0.7,elu,0.019846198983219907,0.9700119432404877,0.006251163397542685,7,200,adam,0.15
"[0.9428571428571428,0.9752608611263052]",uba1H,165,92,10,0.00991761042522867,0.7,tanh,0.03134819815968597,0.9752608611263052,0.3115169957285986,8,200,SGD,0.15
"[0.9395918367346938,0.9811056789687361]",ZP9D0,126,56,70,0.002299681330048267,0.7,tanh,0.03401982698654613,0.9811056789687361,0.36513444023586483,7,200,adam,0.15
"[0.9417346938775509,0.9738191574235809]",W5wDh,92,27,30,0.00047248004436715806,0.7,tanh,0.01703026739470965,0.9738191574235809,0.05476553187511166,9,200,adam,0.15
"[0.9422448979591836,0.9800502871256984]",HnyTn,184,142,10,0.01312131219516479,0.7,elu,0.023594557222186764,0.9800502871256984,0.16028336626540285,6,200,adam,0.15
"[0.9344897959183672,0.9846835207914493]",io95Y,160,44,5,0.003907136489025992,0.7,tanh,0.009508977817392605,0.9846835207914493,0.268912237524182,7,200,adam,0.15
"[0.9446938775510203,0.981554072587173]",x1Mz4,101,155,10,0.0009973960938137222,0.7,relu,0.09925008510697561,0.981554072587173,0.280524160388416,8,200,adam,0.15
"[0.9438775510204082,0.9761594801154786]",y2yIB,106,169,70,0.00022591009406286,0.7,tanh,0.02765246422478484,0.9761594801154786,0.35425406298971707,8,200,adam,0.15
"[0.9389795918367346,0.9813109078127482]",Eyr3d,147,72,10,0.0030752452012153845,0.7,elu,4.3340163201507215e-05,0.9813109078127482,0.23677539374563544,6,200,adam,0.15
"[0.9380612244897959,0.9668900122568573]",lGD4m,154,123,10,0.0015479880215525578,0.7,tanh,0.003923978730328306,0.9668900122568573,0.37275065066033464,5,200,SGD,0.15
"[0.9419387755102042,0.9735082041639398]",VgH6V,77,16,100,0.001974018599111261,0.7,tanh,0.04039664122007547,0.9735082041639398,0.32750732769573243,7,200,adam,0.15
"[0.938673469387755,0.9815053748433131]",snhsp,96,37,70,0.0004180128624128712,0.7,tanh,0.011384835214117608,0.9815053748433131,0.1436207242509339,9,200,adam,0.15
"[0.9427551020408164,0.9829227040298463]",Db5Wo,87,105,10,0.006014462035492417,0.7,elu,0.043062393891075926,0.9829227040298463,0.2938224206284217,7,200,adam,0.15
"[0.9401020408163264,0.9694035227903777]",cEH70,133,131,30,2.3150155222169364e-05,0.7,tanh,0.022148639498641435,0.9694035227903777,0.2604401985244333,8,200,adam,0.15
"[0.9381632653061226,0.9828026300968057]",U9ypq,82,48,10,0.0007631454849418472,0.7,relu,0.030229602737531395,0.9828026300968057,0.3848334115193654,6,200,adam,0.15
"[0.9383673469387753,0.9764846393197277]",zymX9,110,115,5,9.579680645413554e-05,0.7,tanh,0.007369250955519973,0.9764846393197277,0.24542713713458852,7,200,adam,0.15
"[0.42693877551020415,0.36268007721542705]",Q36NN,129,59,10,1.0671263619769216e-06,0.7,elu,0.026034902298054483,0.36268007721542705,0.20790698657924161,8,200,SGD,0.15
"[0.9421428571428571,0.9784809387628375]",ZkUzE,138,86,70,0.00017390397755503862,0.7,tanh,0.01823432317101939,0.9784809387628375,0.11062180772261684,6,200,adam,0.15
"[0.6241836734693877,0.9698657235496612]",jqEsT,123,52,10,0.055156271026793754,0.7,tanh,0.019797895639618337,0.9698657235496612,0.34283384844427334,5,200,adam,0.15
"[0.9358163265306123,0.9825151833549646]",I9uCD,104,79,10,0.01611378111988651,0.7,tanh,0.01381315412253067,0.9825151833549646,0.3040891451175322,9,200,adam,0.15
"[0.9408163265306122,0.965131683460184]",KZML7,179,139,100,4.172304920117781e-05,0.7,elu,0.035592165979918336,0.965131683460184,0.2778151795104978,8,200,adam,0.15
"[0.9377551020408162,0.9802716792059863]",NUObi,71,195,70,0.0010810322061167816,0.7,tanh,0.016176315883911458,0.9802716792059863,0.2874143183937346,7,200,adam,0.15
"[0.9406122448979591,0.9817324551447827]",xyJdP,63,98,10,0.00030308187377200014,0.7,relu,0.038192721251946136,0.9817324551447827,0.35909894238201545,4,200,adam,0.15
"[0.9346938775510205,0.976131414576685]",rzg6H,169,74,10,0.03784892621512513,0.7,tanh,0.009989424192596831,0.976131414576685,0.3162508828767268,7,200,SGD,0.15
"[0.9402040816326531,0.9741713890857607]",rKXLV,116,63,30,0.002616362057610143,0.7,elu,0.024427665463864965,0.9741713890857607,0.039790456106874886,6,200,adam,0.15
"[0.9393877551020408,0.9822159989814632]",Pjd5b,150,113,5,0.0005580695078860137,0.7,tanh,0.004728523780692211,0.9822159989814632,0.33137978947474256,8,200,adam,0.15
"[0.9416326530612246,0.9821755361656577]",DSSom,157,90,10,0.008578317119621965,0.7,tanh,0.032958204800130786,0.9821755361656577,0.3895383459403149,9,200,adam,0.15
"[0.9379591836734693,0.9836954006367999]",XNBVN,92,30,70,0.004624925140686464,0.7,tanh,0.042020415273299666,0.9836954006367999,0.18212517046531593,8,200,adam,0.15
"[0.9452040816326532,0.9795056248891759]",qy9aq,142,101,10,0.0001272864683246342,0.7,elu,0.028486653066164887,0.9795056248891759,0.17284258656982304,7,200,adam,0.15
"[0.9372448979591838,0.9787462987740077]",I6OrP,119,67,10,0.0014440959934177184,0.7,tanh,0.022311662722363172,0.9787462987740077,0.3759213085702239,6,200,adam,0.15
"[0.8071428571428572,0.8351796788139602]",ZnJdE,84,145,100,0.0008455710917090945,0.7,relu,0.012746468108016485,0.8351796788139602,0.25522516371524606,7,200,SGD,0.15
"[0.9368367346938775,0.9574194258756681]",p58vN,100,41,70,5.5411497355014745e-05,0.7,tanh,0.016290507906305676,0.9574194258756681,0.015351742397326043,7,200,adam,0.15
"[0.9412244897959183,0.9742877095077708]",VErhp,74,135,10,0.00023915070860670582,0.7,elu,0.026997526387662653,0.9742877095077708,0.3117479529378298,8,200,adam,0.15
"[0.9275510204081632,0.9463330526114332]",LXJ5z,79,109,30,1.7094623505027127e-06,0.7,tanh,0.08788453117454502,0.9463330526114332,0.15397319779282356,9,200,adam,0.15
"[0.9439795918367346,0.9669078689582242]",nxunH,111,56,10,1.5602719166002738e-05,0.7,tanh,0.02508422562131958,0.9669078689582242,0.22688540585590444,2,200,adam,0.15
"[0.9398979591836735,0.983715855220419]",ZmGRc,162,120,5,0.003306422632971654,0.7,tanh,0.019228341150561528,0.983715855220419,0.29905484371261604,5,200,adam,0.15
"[0.9417346938775509,0.9779354446157281]",IEqmE,56,83,10,0.00035462516436079853,0.7,elu,0.03045860187723161,0.9779354446157281,0.2711480958371486,6,200,adam,0.15
"[0.938877551020408,0.9601473736282233]",pGJjD,125,127,70,0.010823744259180501,0.7,tanh,0.045999341559192664,0.9601473736282233,0.3218267368433861,8,200,SGD,0.15
"[0.9457142857142857,0.9800547716189048]",Z9yDg,90,20,10,0.0006284914773106231,0.7,relu,0.008624237905894958,0.9800547716189048,0.3533693452635248,7,200,adam,0.15
"[0.9398979591836735,0.9790960955338635]",VqGT3,95,160,10,0.0022252409333296938,0.7,tanh,0.0018430015104031854,0.9790960955338635,0.06267644803421801,6,200,adam,0.15
"[0.9426530612244898,0.977841938294041]",KMCLX,173,36,100,0.0018534128625893563,0.7,elu,0.07984077095695899,0.977841938294041,0.21615960191366929,8,200,adam,0.15
"[0.9348979591836736,0.9797303531098785]",iBBih,107,103,70,0.005420043852630322,0.7,tanh,0.014541938737727439,0.9797303531098785,0.33935503133644573,5,200,adam,0.15
"[0.7209183673469388,0.9337732851885191]",j7YI6,134,70,10,0.10703845422521939,0.7,tanh,0.03497701232122415,0.9337732851885191,0.19533991943112017,9,200,adam,0.15
"[0.9483673469387754,0.9762306016660828]",Ix6V3,195,47,30,0.024540249387741717,0.7,tanh,0.021288592632760207,0.9762306016660828,0.28747577677809516,7,200,adam,0.15
"[0.9417346938775509,0.9821925508619751]",uBwrz,148,93,10,0.007518333760366293,0.7,elu,0.047942628453765096,0.9821925508619751,0.39995511304510334,8,200,SGD,0.15
"[0.9373469387755102,0.9820544670031426]",A8yDn,113,25,5,0.0012665257912991184,0.7,tanh,0.039548951184149084,0.9820544670031426,0.3670448947285257,7,200,adam,0.15
"[0.9445918367346937,0.9696296791882693]",BoXvF,130,88,10,7.474024551661869e-05,0.7,relu,0.03269786212791216,0.9696296791882693,0.248997350162117,6,200,adam,0.15
"[0.9393877551020406,0.9697207456284008]",kMZgF,145,80,70,0.00047518989652253085,0.7,tanh,0.005751857162837701,0.9697207456284008,0.264523894524436,9,200,adam,0.15
"[0.9416326530612246,0.980483221688106]",JSW6n,68,151,10,0.0008635342898350337,0.7,elu,0.011190915833572325,0.980483221688106,0.3283555299729396,8,200,adam,0.15
"[0.9329591836734693,0.9760325956778457]",yEVbr,60,60,10,0.004239477639780182,0.7,tanh,0.09037964971049638,0.9760325956778457,0.34787407484830224,7,200,adam,0.15
"[0.9428571428571428,0.9679013016218656]",p0usr,139,96,70,0.00018960444247121387,0.7,tanh,0.028642847503920817,0.9679013016218656,0.24072996731254503,6,200,adam,0.15
"[0.7544387755102041,0.7375068605598462]",T0u3v,85,64,100,0.00012573296256303179,0.7,tanh,0.018511796454493856,0.7375068605598462,0.3058166599906338,7,200,SGD,0.15
"[0.9423469387755103,0.9850741656428001]",f1cQs,167,117,10,0.0015719039094078677,0.7,elu,0.02334417532045684,0.9850741656428001,0.0878386117312937,3,200,adam,0.15
"[0.7706632653061225,0.9573034907401242]",AxDHR,122,53,30,0.07104471243830418,0.7,tanh,0.013638705893315936,0.9573034907401242,0.13591860912240397,5,200,adam,0.15
"[0.9394897959183673,0.9839358631361763]",I2KMi,117,76,10,0.0010292804748732842,0.7,relu,0.016132522954828775,0.9839358631361763,0.22898369219256048,8,200,adam,0.15
"[0.9427551020408164,0.9772456261870521]",uPQSo,99,123,5,0.003121261467846536,0.7,tanh,0.03686185108298062,0.9772456261870521,0.2782191776598933,8,200,adam,0.15
"[0.941530612244898,0.9849364229378983]",uyJdj,157,10,10,0.0006473620572735873,0.7,elu,0.06935212803050123,0.9849364229378983,0.12159414463741347,9,200,adam,0.15
"[0.3669387755102041,0.946325796286331]",pvpEw,103,43,70,0.2412767459773425,0.7,tanh,0.044116951325715185,0.946325796286331,0.2924212994874317,6,200,adam,0.15
"[0.8823469387755102,0.918752253005405]",wIVR6,65,131,10,0.00027726183441721805,0.7,tanh,0.03059953813248718,0.918752253005405,0.3362336038082685,7,200,SGD,0.15
"[0.9374489795918366,0.9789687268765418]",SsiDf,191,33,10,0.00042994701117381434,0.7,tanh,0.02618087848546227,0.9789687268765418,0.319037596181268,7,200,adam,0.15
"[0.568061224489796,0.7370033517454749]",QzFos,128,165,100,0.4073414238515997,0.7,elu,0.05025619171660892,0.7370033517454749,0.36030496207555024,4,200,adam,0.15
"[0.9432653061224489,0.9861250492006797]",GT9XS,88,113,70,0.01870321056368094,0.7,tanh,0.0033627589764360123,0.9861250492006797,0.29865474901498423,8,200,adam,0.15
"[0.9460204081632652,0.9838327670684599]",hF3el,153,50,10,0.01330736650066044,0.7,relu,0.00790135057392923,0.9838327670684599,0.3790547163049243,9,200,adam,0.15
"[0.9373469387755102,0.9835915548734107]",SQavS,79,109,30,0.002516550529583988,0.7,tanh,0.020539596414954484,0.9835915548734107,0.3453628695740582,6,200,adam,0.15
"[0.9414285714285715,0.9718748258884002]",TaxZi,108,105,10,3.5964736202768917e-05,0.7,elu,0.08384440562534365,0.9718748258884002,0.3691934907377899,7,200,adam,0.15
"[0.9350000000000002,0.9582170816447391]",v4lGq,181,73,5,0.00015270059327425223,0.7,tanh,0.05906988782622187,0.9582170816447391,0.25818035111805315,5,200,SGD,0.15
"[0.9428571428571428,0.9849996424659059]",PAJpQ,75,39,10,0.006495538890702602,0.7,tanh,0.040887145652661466,0.9849996424659059,0.2834554179743232,8,200,adam,0.15
"[0.9419387755102042,0.9840379945430302]",Z3D79,93,85,70,0.0003617053889757657,0.7,tanh,0.03411408018686841,0.9840379945430302,0.21007114861414555,7,200,adam,0.15
"[0.9446938775510205,0.9839688892657821]",CGKCq,96,69,10,0.004225750166077331,0.7,elu,0.09606910803788413,0.9839688892657821,0.3114007156725821,6,200,adam,0.15
"[0.9379591836734693,0.9828597029898004]",e3V5D,14,138,10,0.002048889903697773,0.7,tanh,0.017914570165259224,0.9828597029898004,0.2731591429507604,9,200,adam,0.15
"[0.939387755102041,0.9637147303335685]",aW42e,135,56,100,9.572248807066246e-05,0.7,relu,0.02300947961441784,0.9637147303335685,0.026001109699617758,8,200,adam,0.15
"[0.9369387755102041,0.9811632353675577]",itcGi,48,100,70,0.0011350784280583965,0.7,tanh,0.010331743673951965,0.9811632353675577,0.32574288161343784,7,200,adam,0.15
"[0.9390816326530611,0.9618020798999684]",LiuGL,176,120,10,0.0007587353808792914,0.7,elu,0.07822851855257494,0.9618020798999684,0.2220910101791399,6,200,SGD,0.15
"[0.9439795918367346,0.9817878944602562]",kpQZ1,142,92,10,0.000246472151422192,0.7,tanh,0.025338907606673115,0.9817878944602562,0.39212264365256627,7,200,adam,0.15
"[0.9396938775510204,0.9754870134874443]",Uob6f,114,82,30,0.0005243799052026589,0.7,tanh,0.012067755805721024,0.9754870134874443,0.2652019839309281,8,200,adam,0.15
"[0.9420408163265307,0.9767831954544155]",uUZmm,160,15,5,6.267041537908693e-05,0.7,tanh,0.06667673201685437,0.9767831954544155,0.30570216289498847,5,200,adam,0.15
"[0.9435714285714285,0.9759464056608207]",emsoZ,187,147,10,1.9920900942854214e-05,0.7,elu,0.0285683790528667,0.9759464056608207,0.001617438984000179,6,200,adam,0.15
"[0.9420408163265306,0.9767858250993682]",A2REy,53,143,70,0.0015321880130377402,0.7,tanh,0.03708223631397286,0.9767858250993682,0.33417327442591516,8,200,adam,0.15
"[0.8015816326530611,0.973858733090507]",AJ2T0,29,126,10,0.01095009443256597,0.7,relu,0.06307339743539957,0.973858733090507,0.2498638459106733,7,200,adam,0.15
"[0.9464285714285714,0.9748490536259455]",j0S8w,119,24,10,0.0028872791596768845,0.7,tanh,0.006288764470704001,0.9748490536259455,0.35369331636247797,2,200,SGD,0.15
"[0.9393877551020408,0.9797103170854736]",auEyb,105,45,100,0.03227647629758668,0.7,elu,0.031909265619298036,0.9797103170854736,0.2945589302609814,9,200,adam,0.15
"[0.938877551020408,0.9796977721606609]",tdXPE,71,60,70,0.005454052497116098,0.7,tanh,0.015533157771900952,0.9796977721606609,0.2384520390651608,6,200,adam,0.15
"[0.9396938775510204,0.9797429154778747]",zfFSa,82,65,10,0.0012946456050438831,0.7,tanh,0.055699619437208525,0.9797429154778747,0.33936537426906954,7,200,adam,0.15
"[0.9381632653061225,0.9854400356616196]",eRI59,166,135,10,0.00800425671987149,0.7,tanh,0.019814884992578913,0.9854400356616196,0.3113027549990436,8,200,adam,0.15
"[0.943061224489796,0.9793967762838577]",vCCMm,124,156,30,0.00018583374215041813,0.7,elu,0.09298201586277086,0.9793967762838577,0.3235432489559683,7,200,adam,0.15
"[0.9429591836734692,0.9777144451701811]",SAfgR,150,96,5,0.0003121211214504563,0.7,tanh,0.021318203929758243,0.9777144451701811,0.3850888042750031,8,200,adam,0.15
"[0.9207142857142856,0.9574836832016759]",Ca2m8,100,34,10,0.0007136194103235161,0.7,relu,0.07166557988735807,0.9574836832016759,0.39971633533956924,9,200,SGD,0.15
"[0.936530612244898,0.9801629309112304]",qfQFe,138,50,70,0.0035258761499031644,0.7,tanh,0.02755800202568702,0.9801629309112304,0.286037994462556,5,200,adam,0.15
"[0.9402040816326531,0.9805612214441787]",fqkBo,42,56,50,0.0021343540781332514,0.7,tanh,0.061993414132831166,0.9805612214441787,0.3611152756126866,6,200,adam,0.15
"[0.9426530612244898,0.97624248167043]",IG2P0,62,41,50,0.0009926511274967746,0.7,tanh,0.05366513868498983,0.97624248167043,0.3784276258302081,10,200,adam,0.15
"[0.9402040816326529,0.9730919204962861]",oJxzx,67,30,50,0.0027694579353998937,0.7,tanh,0.05950123410371463,0.9730919204962861,0.36827321695961046,9,200,adam,0.15
"[0.9422448979591838,0.9763459822409919]",gBvtl,74,63,50,0.0018461720905645867,0.7,tanh,0.05168584352790069,0.9763459822409919,0.35144915857804226,10,200,adam,0.15
"[0.9315306122448981,0.9835210338924224]",zcKQb,85,53,50,0.005021719245943751,0.7,tanh,0.0737157744346312,0.9835210338924224,0.3469123306499267,10,200,adam,0.15
"[0.9426530612244898,0.9803573014421147]",CBqZq,58,47,50,0.000567591481377659,0.7,tanh,0.05762374558711576,0.9803573014421147,0.359780825278446,10,200,adam,0.15
"[0.9419387755102042,0.9695148161024048]",rfRhd,46,38,50,0.0013172112292132213,0.7,tanh,0.047006354467785505,0.9695148161024048,0.3317838288500653,10,200,adam,0.15
"[0.9455102040816327,0.9814139451801676]",Rtiri,78,70,50,0.0009425175126498285,0.7,tanh,0.049615414718951076,0.9814139451801676,0.3729267706617315,6,200,adam,0.15
"[0.9413265306122449,0.9734847022117649]",BG9AU,70,58,50,0.0003930356899367321,0.7,tanh,0.06802562303462789,0.9734847022117649,0.3924810626073296,10,200,adam,0.15
"[0.9434693877551021,0.9792498041068018]",rJzU9,50,75,50,0.0021580508242952435,0.7,tanh,0.0649825824124146,0.9792498041068018,0.341609652657344,7,200,adam,0.15
"[0.941938775510204,0.9783299588043667]",lYVfm,33,50,50,0.0037320766048558746,0.7,tanh,0.07700405462539739,0.9783299588043667,0.3170065338121407,6,200,adam,0.15
"[0.9408163265306122,0.9829020295871214]",Xs4XT,91,68,50,0.0016447097475632121,0.7,tanh,0.07074859228484888,0.9829020295871214,0.3824500730398642,9,200,adam,0.15
"[0.9434693877551021,0.9824370609805424]",RhQlQ,66,45,50,0.0025579034564655163,0.7,tanh,0.05311023220987275,0.9824370609805424,0.3304275349417337,7,200,adam,0.15
"[0.9388775510204083,0.9785390785155897]",oMS1g,59,27,50,0.006840268001363414,0.7,tanh,0.0445412719560317,0.9785390785155897,0.3000905778878436,6,200,adam,0.15
"[0.941734693877551,0.9777753762531592]",I6lZE,88,54,50,0.0007552384154559524,0.7,tanh,0.08632056748347705,0.9777753762531592,0.3523903102989866,7,200,adam,0.15
"[0.9422448979591838,0.981063814307016]",IYR0w,83,60,50,0.009275070409166608,0.7,tanh,0.05552865826230825,0.981063814307016,0.32202941291382275,10,200,adam,0.15
"[0.9428571428571428,0.977316351629602]",m4Nww,79,78,50,0.00048173899124917573,0.7,tanh,0.06129473734656091,0.977316351629602,0.36839738371198194,7,200,adam,0.15
"[0.9457142857142857,0.9820368913650629]",ZdcbF,54,43,10,0.01647584547040508,0.7,tanh,0.03865775119102691,0.9820368913650629,0.31523005038976726,6,200,adam,0.15
"[0.9418367346938776,0.9790788413925309]",jWfau,74,36,50,0.0011850190192717364,0.7,tanh,0.024574193676505325,0.9790788413925309,0.3066042277069817,9,200,adam,0.15
