optimizer,test_frac,preweight,reward,regularization,trialJobId,epochs,layer_1,activation,batch_size,learning_rate,dropout,layer_2,train_frac
SGD,0.15,4,0.6130704365921751,0.03892348282560222,uHHpC,200,57,relu,5,0.027118395665965304,0.043393041627448156,135,0.7
SGD,0.15,3,0.6488541078170298,0.049544775149908495,UwmVk,200,52,tanh,50,0.07545419228041444,0.10093254967984992,185,0.7
SGD,0.15,5,0.6897189009021141,0.00580824018082244,LyQFJ,200,15,tanh,10,0.04030047391682724,0.08486295951308241,200,0.7
SGD,0.15,3,0.6830771940480574,0.021577751175182392,z2mEM,200,20,tanh,5,0.018386658911851282,0.1792689394577508,79,0.7
SGD,0.15,2,0.6284697314130719,0.04603666970830386,FK5Tg,200,29,tanh,100,0.11845884798016779,0.1606940295564337,158,0.7
SGD,0.15,5,0.6445391641841225,0.03085469995758423,KN1lO,200,82,tanh,5,0.17215706105611167,0.1461858568655583,85,0.7
SGD,0.15,4,0.587516835090908,0.0246099803292617,ldyGJ,200,76,relu,70,0.29665550041496747,0.1979903753526692,196,0.7
SGD,0.15,5,0.6444440224845047,0.009522503307227481,uSEtC,200,71,tanh,10,0.010477999973291248,0.02760007474231732,118,0.7
SGD,0.15,3,0.5310474309382196,7.318808768427636e-05,s6FDr,200,45,tanh,100,0.0076141997479506635,0.11170250725709702,131,0.7
SGD,0.15,2,0.5935176399319392,0.035958769238321774,DPSa4,200,41,tanh,5,0.005621947789025508,0.0566718256307748,107,0.7
SGD,0.15,4,0.6606022984108556,0.016543333320850978,OYnZY,200,26,tanh,50,0.04610792648641573,0.06801351203067124,127,0.7
SGD,0.15,3,0.6744471992856045,0.029350459248926007,PPkLx,200,33,tanh,5,0.031007903191585005,0.21064426297537905,193,0.7
SGD,0.15,5,0.592798153086179,0.011813316709048342,rLPBn,200,17,relu,10,0.001948594107011533,0.1698080563272507,143,0.7
SGD,0.15,4,0.6584662215612413,0.0027331514574997218,RjSka,200,91,tanh,100,0.08373309165005004,0.008634803079100592,113,0.7
SGD,0.15,2,0.5639653544970298,0.04107527566568796,GRTyk,200,58,tanh,5,0.4612986975212248,0.13906037788811004,175,0.7
SGD,0.15,6,0.605098542965564,0.04809294999342484,m3m7b,200,98,tanh,10,0.2429935200347417,0.08656608879367991,187,0.7
SGD,0.15,3,0.6301194313602821,0.03395646430108472,Hns48,200,49,tanh,70,0.015039764196360777,0.21694070249683037,77,0.7
SGD,0.15,4,0.4952544815669288,0.05126958038377516,IPbii,200,68,tanh,100,0.0010603577742286363,0.1218645556142491,73,0.7
SGD,0.15,6,0.566711702904455,0.014443663395536696,od3yk,200,22,relu,5,0.05890750682562076,0.0007866715527873672,155,0.7
SGD,0.15,5,0.663394665303122,0.05398104434967154,qd16v,200,80,tanh,5,0.011435199599263375,0.0945209328084676,121,0.7
SGD,0.15,4,0.6344377638150358,0.019951908137155642,KlOca,200,10,tanh,10,0.002418168875931356,0.022015900112258235,81,0.7
SGD,0.15,2,0.6194891615419958,0.06199333872173922,pxbao,200,36,tanh,50,0.019529933611210793,0.03515583722993237,180,0.7
SGD,0.15,3,0.5593366229020436,0.005097381990617733,wHUGR,200,56,tanh,100,0.0034591828688601937,0.07744675017087108,163,0.7
SGD,0.15,5,0.6308676148908015,0.022356627145598905,KtfH0,200,74,tanh,5,0.02530057049784125,0.15366137555760345,149,0.7
SGD,0.15,3,0.49234050779651123,0.04327669714679555,wMiy9,200,105,relu,70,0.0005579618290270317,0.19132611549342715,138,0.7
SGD,0.15,6,0.6747572717228573,0.008652959386852736,F4Jhe,200,40,tanh,10,0.11805955220660552,0.10959839935357266,98,0.7
SGD,0.15,10,0.6023096485267799,0.03748719467522039,jp7GT,200,86,tanh,100,0.004499698505675665,0.046374846719059615,94,0.7
SGD,0.15,5,0.6676012530030798,0.0019440825761461037,GYSUw,200,29,elu,5,0.047787166430964444,0.13026877566498335,199,0.7
SGD,0.15,3,0.6494619550133199,0.03167532381761047,EBmcn,200,60,tanh,5,0.07942757151810886,0.2252304442574349,90,0.7
SGD,0.15,2,0.6680269501977445,0.03995747709664649,BVwC0,200,46,tanh,50,0.17243855867988414,0.25666831899300857,86,0.7
SGD,0.15,4,0.6635926558408383,0.027203455074373044,vhym3,200,101,tanh,10,0.03548427099296356,0.061205763195334884,70,0.7
SGD,0.15,6,0.5687984321095683,0.024788993677588064,RYGa2,200,10,relu,100,0.007898316645977253,0.052123591401417535,111,0.7
SGD,0.15,5,0.5942520521594872,0.018219628182414724,g7mOE,200,14,tanh,5,0.4183926767298396,0.23620417618922965,173,0.7
SGD,0.15,4,0.5494154377204495,0.00011501378880467746,acXbo,200,68,tanh,70,0.0059006855366057626,0.00990221772549521,101,0.7
SGD,0.15,3,0.5952320626087205,0.06501776259242342,fQj5F,200,95,elu,10,0.0013858206044658043,0.01619173969642944,145,0.7
SGD,0.15,2,0.6209542489758979,0.04587712496263253,XXY2y,200,109,tanh,100,0.020022963387016635,0.03955164361083334,160,0.7
SGD,0.15,7,0.692004402223658,0.05774452290833103,mhEFP,200,54,tanh,5,0.015001284574813029,0.10168523191414874,133,0.7
SGD,0.15,6,0.6313623645746232,0.09037453336797496,ftQOg,200,53,tanh,5,0.0008346730763299672,0.11766369175765926,114,0.7
SGD,0.15,7,0.6294138379516359,0.07840011618028359,fTlJy,200,64,tanh,5,0.0029668290187720788,0.0959370798249572,127,0.7
SGD,0.15,6,0.6116034091729926,0.06903588398077284,iHTzU,200,50,relu,5,0.0016829123156965576,0.10419056456157649,134,0.7
adam,0.15,7,0.6464989578752236,0.057692783491189115,II649,200,36,tanh,5,0.00041226012048118553,0.14748016582036283,116,0.7
SGD,0.15,6,0.6394590904258739,0.08664688656572,C1gJY,200,25,tanh,5,0.0006538164734066653,0.16272213614080838,108,0.7
SGD,0.15,7,0.6258441242471637,0.07087259969610558,oNUuc,200,43,elu,5,0.014109404969881242,0.13617857569885006,103,0.7
adam,0.15,6,0.5564888006194397,0.09763312453481864,NmJK5,200,31,tanh,5,0.009256195152794817,0.07339819110671253,121,0.7
SGD,0.15,5,0.6228623988638867,0.05241532654826553,luQbW,200,19,tanh,5,0.003906796373371878,0.08584106866034308,140,0.7
adam,0.15,7,0.6262430284640063,0.08233200411552545,wLNmC,200,73,tanh,5,0.002358175386783276,0.12971688239881451,97,0.7
SGD,0.15,7,0.5796914673005567,0.0764094221870295,FQNxo,200,61,relu,5,0.005433223353033082,0.18165783680929143,109,0.7
SGD,0.15,6,0.5947154813636544,0.06632818390996921,SvIgN,200,83,tanh,5,0.09932662239603565,0.06642570503915368,123,0.7
adam,0.15,5,0.5439571780188801,0.07399502533259318,ZAELG,200,56,tanh,5,0.024807074316727972,0.11426693127909732,130,0.7
SGD,0.15,7,0.622196045809034,0.060792783863346925,bCUzH,200,39,elu,5,0.011527270498280262,0.03281724147546709,92,0.7
SGD,0.15,6,0.5760609548330352,0.058197448311438596,pv31x,200,47,tanh,5,0.23628824338021864,0.12453531225126879,117,0.7
adam,0.15,5,0.5195911975984178,0.09058032885888001,XnrmT,200,70,tanh,5,0.06020142557728705,0.16821525267748866,104,0.7
SGD,0.15,6,0.5979137557771836,0.06373199131125007,wmnW8,200,44,tanh,50,0.0011713067942269507,0.10575950118370678,152,0.7
SGD,0.15,7,0.620530323876241,0.054860253029651404,mjWb5,200,76,relu,100,0.040480860267225124,0.08024097781751507,84,0.7
adam,0.15,4,0.5285502375482144,0.07143804702303569,UdQjZ,200,34,tanh,5,0.13634111501473956,0.025583918615572934,132,0.7
SGD,0.15,5,0.5555028133087635,0.04971322800787963,TRzOA,200,27,tanh,70,0.001785536879544429,0.09429856504361966,87,0.7
SGD,0.15,8,0.62967824350084,0.052693551603879375,ygcYZ,200,21,tanh,10,0.06898034042497454,0.18774660191110087,137,0.7
SGD,0.15,8,0.6583355289079226,0.048529680033924806,HeplF,200,16,tanh,30,0.016110165640081917,0.15121466195735944,166,0.7
SGD,0.15,8,0.5604845563610655,0.06034828419343807,kOhRt,200,52,tanh,10,0.31580589209880683,0.15839471260546675,146,0.7
SGD,0.15,8,0.605513958459216,0.05702328563609525,vAbif,200,31,tanh,100,0.03457003573715779,0.20259344578562055,126,0.7
SGD,0.15,9,0.6663200335085585,0.04135532313999796,WyIoH,200,65,tanh,5,0.02569134457264914,0.17557650579738898,77,0.7
SGD,0.15,7,0.6615666563767922,0.046289713221778016,hxUid,200,37,tanh,5,0.007312749559985566,0.05838563226949961,100,0.7
SGD,0.15,7,0.6831688213703945,0.010865238918514663,gC7ga,200,88,tanh,10,0.04939155900547291,0.13958173586102124,157,0.7
SGD,0.15,9,0.6215396858395551,0.036341714365072386,tUYE4,200,79,tanh,50,0.0849379788579903,0.04916525326636636,141,0.7
SGD,0.15,8,0.6359065387754536,0.04386966866007815,UMDlK,200,60,tanh,100,0.16709378012737983,0.12443019401627246,120,0.7
SGD,0.15,7,0.6594434845628684,0.013078145611929052,RIW1Y,200,25,tanh,5,0.020347657395905962,0.08865724482322158,150,0.7
SGD,0.15,7,0.6073836187570801,0.06189070932501524,xhdRk,200,40,tanh,30,0.009971073957834005,0.042501873609764595,62,0.7
SGD,0.15,7,0.622047557334645,0.051380355565385144,lnW2H,200,48,tanh,5,0.11805624377820666,0.06971035240413444,191,0.7
SGD,0.15,8,0.6040903564750806,0.06746213775615668,cZkmx,200,15,tanh,70,0.01599772685093138,0.11580206434525625,107,0.7
SGD,0.15,6,0.6466831833744062,0.006394153758598331,XkYqa,200,92,tanh,10,0.4932875627444816,0.020496232132366538,55,0.7
SGD,0.15,8,0.6028534150736718,0.028791223526148574,YhbwR,200,59,tanh,100,0.005272341133578649,0.0006739392765756323,81,0.7
SGD,0.15,7,0.6570801121679974,0.003212655289798822,Ob3Mo,200,118,tanh,5,0.003104099645439015,0.14176574052533944,74,0.7
SGD,0.15,9,0.6433628838629437,0.03838506022420833,g4SSI,200,42,tanh,5,0.03159901605610583,0.19381899871066013,96,0.7
SGD,0.15,6,0.5861103237679706,0.05475690793821825,ELwff,200,21,tanh,10,0.22612053617734185,0.10051461671971201,135,0.7
SGD,0.15,8,0.6435447112197863,0.04765532972862424,iBC89,200,70,elu,50,0.06450909740520747,0.07819588970272214,113,0.7
SGD,0.15,6,0.5786870700190209,0.03378470011438431,aVqOv,200,10,tanh,100,0.006760742369880708,0.16571054910144514,170,0.7
