,learning_rate,batch_size,dropout,optimizer,activation,regularization,layer_1,layer_2,train_frac,test_frac,epochs,mean_val_nni,std_val_nni,mean_test_nni,std_test_nni
jxoYS,0.07442101836485404,5.0,0.12384255358849014,SGD,relu,7.258862084669564e-05,100.0,93.0,0.7,0.15,200.0,0.5765239283589737,0.04543003972443671,-1,-1
DoWxm,0.05343198266076259,5.0,0.1453730252344067,SGD,relu,8.721134207230148e-05,124.0,85.0,0.7,0.15,200.0,0.5981581518399198,0.03700751864858732,-1,-1
btny7,0.18839349286017035,5.0,0.13418415326489233,SGD,relu,7.738627912071692e-05,146.0,104.0,0.7,0.15,200.0,0.5834854335053955,0.049937716374262496,-1,-1
pkFfU,6.996736309371235e-05,5.0,0.023262286179826626,adam,relu,9.648368677477375e-05,133.0,75.0,0.7,0.15,200.0,0.5211751969140292,0.03916620017090748,-1,-1
eKDHc,0.49831573391515416,5.0,0.03925803856907442,SGD,relu,6.84688460572588e-05,82.0,71.0,0.7,0.15,200.0,0.5741412393951816,0.018367883720887396,-1,-1
xb6rz,0.11923752530677824,5.0,0.12719770955171625,SGD,relu,8.536191821159892e-05,109.0,44.0,0.7,0.15,200.0,0.5831729831907806,0.026447368806398395,-1,-1
Ur6Eh,0.043403204298632835,5.0,0.1314486089410392,SGD,relu,8.136625252809896e-05,105.0,172.0,0.7,0.15,200.0,0.5906914794312175,0.0769052142486697,-1,-1
LFFs4,0.3706067542516103,5.0,0.14068900326955797,SGD,relu,6.291313587649873e-05,116.0,115.0,0.7,0.15,200.0,0.5829022269197793,0.05199081181702523,-1,-1
YYZ04,0.23577840901362132,5.0,0.04375184016383288,SGD,relu,7.859763178180857e-05,152.0,55.0,0.7,0.15,200.0,0.5954218546560257,0.08777231763977368,-1,-1
NyBYm,0.08638481325053297,5.0,0.030551025242399905,SGD,relu,7.545304172274596e-05,95.0,98.0,0.7,0.15,200.0,0.5827028313192447,0.03722477070994182,-1,-1
o8YsW,0.021087748455513103,5.0,0.00043083899341041926,adam,relu,9.18986889133898e-05,137.0,186.0,0.7,0.15,200.0,0.49849134497966424,0.028356725304851456,-1,-1
PDqd6,0.14690994285769293,5.0,0.0468505325358476,SGD,elu,8.2942712165157e-05,119.0,110.0,0.7,0.15,200.0,0.5793296147966716,0.05716642123800937,-1,-1
aTZGr,0.065268995129362,5.0,0.1360232395144536,SGD,relu,7.278374129556197e-05,127.0,49.0,0.7,0.15,200.0,0.6167523643082236,0.033097312071800104,-1,-1
j60vk,0.49637017747426215,5.0,0.01811755480157793,SGD,relu,7.016490382368923e-05,102.0,179.0,0.7,0.15,200.0,0.5665877427125977,0.04433851054511067,-1,-1
p67up,0.01360213672081675,5.0,0.05524947746097011,SGD,relu,6.561796838432151e-05,74.0,84.0,0.7,0.15,200.0,0.6285961755250726,0.04659827814048539,-1,-1
FPT18,0.28987218547632576,5.0,0.1487309927220372,SGD,relu,8.998462830888221e-05,90.0,34.0,0.7,0.15,200.0,0.6147793386734448,0.06182377664144161,-1,-1
Q2Irf,0.032599869912983824,10.0,0.027575823365341288,SGD,relu,8.068622490099615e-05,112.0,101.0,0.7,0.15,200.0,0.597498734848662,0.03969371705138766,-1,-1
rfCsH,0.18255872216958818,50.0,0.05879480905083937,adam,elu,6.858087704224292e-05,142.0,90.0,0.7,0.15,200.0,0.4994496989613699,0.052278002031400886,-1,-1
K3j7z,0.00028369988703258876,5.0,0.1496453050831504,SGD,relu,7.424713047569211e-05,86.0,156.0,0.7,0.15,200.0,0.500982727231003,0.03316239082327672,-1,-1
ZRA41,0.04780413319158306,70.0,0.14181971613466884,SGD,relu,5.944637558319702e-05,79.0,151.0,0.7,0.15,200.0,0.5727473101199358,0.06343015805026643,-1,-1
SrZbO,0.0077426125395793155,5.0,0.06359631527870607,SGD,relu,6.372103417488701e-05,132.0,65.0,0.7,0.15,200.0,0.5747695850179999,0.04541007507608034,-1,-1
BEyTe,0.10173520413477846,5.0,0.05104077286703661,SGD,relu,7.958856658794004e-05,109.0,120.0,0.7,0.15,200.0,0.599998137411989,0.033570998167451814,-1,-1
CZG4N,0.0042642061796687265,10.0,0.13772239340502407,SGD,relu,7.213997870447011e-05,98.0,107.0,0.7,0.15,200.0,0.520393986851779,0.01506141250593214,-1,-1
cdzCk,0.3722226709286746,5.0,0.1268540014758695,SGD,elu,8.528269502463324e-05,121.0,139.0,0.7,0.15,200.0,0.6182520831104759,0.038469504624254594,-1,-1
WdqWR,0.1309837002023189,50.0,0.13224864320959234,adam,relu,7.572666590666632e-05,66.0,168.0,0.7,0.15,200.0,0.4845706916156901,0.025108691988523908,-1,-1
yrzAu,0.017222870885894907,5.0,0.03651456071179055,SGD,relu,6.14095984397838e-05,117.0,95.0,0.7,0.15,200.0,0.5880667249294029,0.05341665532012571,-1,-1
DVVUr,0.024201096856740142,5.0,0.048026160942135604,SGD,relu,6.548267556829523e-05,145.0,134.0,0.7,0.15,200.0,0.622045421010277,0.06405747120146824,-1,-1
DA0SL,0.06118219168883347,70.0,0.014827774335203138,SGD,relu,9.399161132599327e-05,127.0,19.0,0.7,0.15,200.0,0.598584764814573,0.022318820083449615,-1,-1
GTh38,0.4936933184821174,5.0,0.025862874706338645,SGD,relu,7.106363247086654e-05,59.0,174.0,0.7,0.15,200.0,0.6125694582271382,0.07114629454327856,-1,-1
ZtmqD,2.816504583322003e-05,5.0,0.12336657269618108,SGD,relu,8.762618938083846e-05,107.0,143.0,0.7,0.15,200.0,0.49510058896655157,0.06278552027017334,-1,-1
GIQz0,0.24921562902400826,10.0,0.11458940082132692,SGD,elu,5.7547255439945126e-05,93.0,162.0,0.7,0.15,200.0,0.649672680865556,0.06730905028730495,-1,-1
B8H7X,0.2480304917681994,10.0,0.06582111299792831,adam,elu,5.227251860854508e-05,93.0,162.0,0.7,0.15,200.0,0.49972623478083256,0.008536299058433713,-1,-1
Rcm6o,0.3983070147593241,10.0,0.11449477719847731,SGD,elu,5.52308713051831e-05,98.0,194.0,0.7,0.15,200.0,0.6030136329390088,0.046873057819306285,-1,-1
GO1qk,0.08334645398452893,10.0,0.06150023242380444,SGD,elu,5.787824620116006e-05,71.0,188.0,0.7,0.15,200.0,0.607936314719485,0.025805094349003414,-1,-1
A9Ai8,0.03127645181318884,10.0,0.032868508771416186,SGD,elu,6.735344066354747e-05,113.0,179.0,0.7,0.15,200.0,0.5694944247961489,0.07236119950074392,-1,-1
wnOaf,0.11339416533695151,10.0,0.0543487459687219,SGD,elu,5.9613872379739275e-05,84.0,167.0,0.7,0.15,200.0,0.5526338914710445,0.04201727763272208,-1,-1
Dfq3r,0.3060073036336445,10.0,0.07687172817002974,SGD,elu,5.82083268351467e-05,77.0,159.0,0.7,0.15,200.0,0.5915503361551437,0.05327449435754375,-1,-1
uYaIb,0.20130330050731626,10.0,0.06909925826820253,SGD,elu,6.187943726420559e-05,103.0,183.0,0.7,0.15,200.0,0.562465888560562,0.034656867803462686,-1,-1
StFgI,0.04015366123973115,10.0,0.08185935884679033,adam,elu,5.531245004551258e-05,48.0,149.0,0.7,0.15,200.0,0.48218259753402853,0.06323166977532588,-1,-1
xxvOx,0.4986871876327655,10.0,0.040051533373399374,SGD,elu,6.251084462890711e-05,89.0,155.0,0.7,0.15,200.0,0.6083077212171613,0.06062665030932499,-1,-1
pdBhX,0.011255348627865834,10.0,0.0713881401671431,SGD,elu,5.6473138269275545e-05,91.0,154.0,0.7,0.15,200.0,0.6356518207127813,0.05794006288898226,-1,-1
h3ryG,0.0704673264106554,10.0,0.1101935285257102,SGD,elu,6.42026383412697e-05,81.0,171.0,0.7,0.15,200.0,0.5260722149220992,0.032087038559059644,-1,-1
IMsxY,0.14243152642104615,10.0,0.04459943842687587,SGD,elu,6.918697903370206e-05,122.0,192.0,0.7,0.15,200.0,0.5994163260366902,0.09820395797573504,-1,-1
IKZJP,0.24123535760183135,10.0,0.05783493506429874,SGD,elu,4.9350620899548485e-05,150.0,158.0,0.7,0.15,200.0,0.5681496129347654,0.04139546063983608,-1,-1
luSEV,0.49379486562085295,10.0,0.03920470225733553,SGD,elu,5.317799773462017e-05,135.0,199.0,0.7,0.15,200.0,0.6024161596486033,0.08934000514186338,-1,-1
JJ9E1,7.002568752654416e-06,10.0,0.08866127318171427,SGD,elu,5.365874680035826e-05,64.0,176.0,0.7,0.15,200.0,0.44732553088350746,0.04069208581825129,-1,-1
lhkQ3,1.0529887377252527e-06,10.0,0.04230521530829036,SGD,elu,6.057180643659686e-05,140.0,197.0,0.7,0.15,200.0,0.4673409424774862,0.03671538033088923,-1,-1
o7chp,0.4856258370966724,10.0,0.0034430810412121975,adam,elu,5.0576055033216155e-05,134.0,164.0,0.7,0.15,200.0,0.49888684787559356,0.005225872605756374,-1,-1
Qv12a,0.05174825344309488,50.0,0.021664136149282212,SGD,elu,6.502510861948794e-05,43.0,146.0,0.7,0.15,200.0,0.5777071030223156,0.043640937019017306,-1,-1
FngfE,0.35890011084617746,10.0,0.11957821779737572,SGD,elu,6.703509434543847e-05,95.0,183.0,0.7,0.15,200.0,0.6163958524222499,0.055482917729718126,-1,-1
e8WzN,0.08163273863521972,10.0,0.10628298186750448,SGD,elu,4.749981896411947e-05,157.0,140.0,0.7,0.15,200.0,0.5604160349479221,0.026974933164583863,-1,-1
mU1Y3,0.19099180345221367,70.0,0.07336231429142478,SGD,elu,6.32425479784152e-05,87.0,153.0,0.7,0.15,200.0,0.6136972066227294,0.06901549906416933,-1,-1
UzwnV,0.10810225167375875,50.0,0.11542241901290072,SGD,elu,7.730643598837559e-05,115.0,171.0,0.7,0.15,200.0,0.6396698727352239,0.06274741096388854,-1,-1
FnXql,0.026651410830406612,70.0,0.040934411403160106,SGD,elu,7.282739316331709e-05,103.0,166.0,0.7,0.15,200.0,0.607543149739426,0.03020626817683208,-1,-1
l1Sot,0.25354083978949765,10.0,0.05020153455426905,adam,elu,4.5553877505295995e-05,99.0,131.0,0.7,0.15,200.0,0.4816095117365055,0.03776475618785169,-1,-1
f5ERj,0.01667259353008639,50.0,0.07865835585730277,SGD,elu,5.667964034421154e-05,124.0,136.0,0.7,0.15,200.0,0.529614858639739,0.06289588389659964,-1,-1
s6UIH,0.008519732998254445,10.0,0.029450878877073323,SGD,elu,7.010893327226158e-05,75.0,161.0,0.7,0.15,200.0,0.5873738099444102,0.03910097752953795,-1,-1
JP0pW,0.15336902559925186,70.0,0.009053723812623107,SGD,elu,6.241044829100491e-05,130.0,147.0,0.7,0.15,200.0,0.53492398977644,0.03423046421641568,-1,-1
d88hp,0.2978193644317024,10.0,0.037963292234503086,SGD,elu,5.2680923619753735e-05,67.0,190.0,0.7,0.15,200.0,0.5805343829539208,0.05054586197769363,-1,-1
WH1aa,0.00040570846811283724,50.0,0.0924253192298884,SGD,elu,5.927932569483196e-05,58.0,152.0,0.7,0.15,200.0,0.4646294360957205,0.05869370350284515,-1,-1
xhXnH,0.03547718728359738,10.0,0.11249123362469914,SGD,elu,7.479356687247592e-05,137.0,127.0,0.7,0.15,200.0,0.5817209364689603,0.04749846225040853,-1,-1
k1ZS5,0.48886314305252726,70.0,0.0846292960630894,adam,tanh,8.321204097239024e-05,90.0,143.0,0.7,0.15,200.0,0.48640013273522065,0.01028182334324882,-1,-1
xqSaG,0.10210907629498989,5.0,0.09944765463706604,SGD,elu,6.861590327842e-05,112.0,179.0,0.7,0.15,200.0,0.6094518292921929,0.026670381025893686,-1,-1
BY1Y9,0.062249166726465334,30.0,0.033501941832639624,SGD,tanh,7.103783629041004e-05,11.0,158.0,0.7,0.15,200.0,0.5494093347993669,0.051759043099794746,-1,-1
ZxRMV,0.0032186994343157862,5.0,0.023940542940923383,SGD,elu,4.389941157309865e-05,82.0,175.0,0.7,0.15,200.0,0.6130938620007541,0.03942299730968473,-1,-1
CH2iB,0.20014187265140315,10.0,0.10409150792503656,SGD,relu,5.108245542147212e-05,105.0,164.0,0.7,0.15,200.0,0.5557782300653152,0.03114613843767459,-1,-1
AzILF,0.046917162096318486,5.0,0.016128464484663013,SGD,relu,7.64819692057656e-05,118.0,186.0,0.7,0.15,200.0,0.5794046022815107,0.045178996928671486,-1,-1
ZOJuk,0.3774454275460028,30.0,0.06303186757680547,SGD,tanh,5.752535404002502e-05,94.0,169.0,0.7,0.15,200.0,0.5914670526543839,0.05752605422798367,-1,-1
ZIwhw,0.023622005606347526,50.0,0.1294152414363098,adam,relu,6.117956349478298e-05,147.0,117.0,0.7,0.15,200.0,0.5223179423949782,0.031059036607888432,-1,-1
vxHpG,0.005971981470936067,5.0,0.05303804485657108,SGD,elu,5.3714373047401896e-05,126.0,135.0,0.7,0.15,200.0,0.5578914755626175,0.04527745107674149,-1,-1
l1V4X,0.2958779830280199,5.0,0.047228699234160273,SGD,relu,6.618389567871449e-05,154.0,123.0,0.7,0.15,200.0,0.6007653846393349,0.06200129250469553,-1,-1
qpWFQ,0.1377433251894844,70.0,0.06727700096201988,SGD,tanh,7.344843688886031e-05,107.0,148.0,0.7,0.15,200.0,0.5878142376831288,0.06192082031722519,-1,-1
NZJ0d,0.08519733349402865,10.0,0.11997846017033892,SGD,relu,6.326952709701325e-05,27.0,129.0,0.7,0.15,200.0,0.6276817391105944,0.09312280803957852,-1,-1
lkpzj,0.0008817219788379079,30.0,0.1255048892660745,SGD,elu,6.638707691232705e-05,39.0,142.0,0.7,0.15,200.0,0.46981909312915426,0.020025925923630165,-1,-1
ffFAG,0.011642443000776135,5.0,0.10800787805939749,SGD,relu,4.841006193270549e-05,72.0,161.0,0.7,0.15,200.0,0.5634073223943437,0.06215185496204585,-1,-1
X3efF,0.4141128512300871,5.0,0.059538420628632974,adam,tanh,5.9788909849727546e-05,161.0,156.0,0.7,0.15,200.0,0.4846005723752773,0.01586095555615295,-1,-1
G266y,0.4905995616972009,10.0,0.1466259060325029,SGD,relu,8.19400576298501e-05,100.0,139.0,0.7,0.15,200.0,0.6101006898597401,0.04972128762587808,-1,-1
r7WqO,0.0015446045403145184,30.0,0.09626308673777957,SGD,relu,4.6212309989739645e-05,131.0,182.0,0.7,0.15,200.0,0.45703007019270175,0.04373571569933602,-1,-1
tKaRM,4.749927163730141e-05,5.0,0.08777361336927549,SGD,elu,5.5172790093968575e-05,79.0,113.0,0.7,0.15,200.0,0.4870400499847854,0.025937407333855366,-1,-1
A5Q0b,9.524762956322578e-06,50.0,0.02004532684000893,SGD,tanh,7.967394240379657e-05,54.0,198.0,0.7,0.15,200.0,0.48065931686621577,0.016921147212498457,-1,-1
ZdDKx,0.13511065232623976,5.0,0.12265018363098254,SGD,relu,9.056769481982665e-05,15.0,177.0,0.7,0.15,200.0,0.5956224687734843,0.039767504569425266,-1,-1
WoRWt,0.0001293158719191231,10.0,0.08237816229531193,SGD,relu,6.444718569536101e-05,87.0,150.0,0.7,0.15,200.0,0.4895989564051818,0.04520595706894979,-1,-1
Hpmdv,0.0626121773081906,70.0,0.07405375584461514,adam,elu,6.87163589838127e-05,121.0,173.0,0.7,0.15,200.0,0.5081686396660408,0.04433621831867819,-1,-1
aTiby,0.01980252204935573,30.0,0.11755007470315133,SGD,tanh,4.2203830148168e-05,167.0,167.0,0.7,0.15,200.0,0.5435468151191268,0.05319985317800157,-1,-1
HsOIZ,0.17863080273098644,5.0,0.01208015976114156,SGD,relu,7.671478808781816e-05,142.0,154.0,0.7,0.15,200.0,0.5657311109000579,0.031576808728207006,-1,-1
EbZLA,0.0006121132179727759,5.0,0.03584425191405011,SGD,relu,5.172805963185912e-05,112.0,134.0,0.7,0.15,200.0,0.5175561859720273,0.07752641096737228,-1,-1
lLfMq,0.03615899435788151,10.0,0.040352940225886716,SGD,elu,7.2065027535647e-05,116.0,130.0,0.7,0.15,200.0,0.5572845996452808,0.03557630420720053,-1,-1
vGNuf,0.10290192858419758,30.0,0.13818479709258663,SGD,tanh,8.585709036657829e-05,137.0,120.0,0.7,0.15,200.0,0.5863137510096215,0.06881437211770616,-1,-1
YMKTX,0.3223114350741807,5.0,0.14321989647769431,SGD,relu,5.875437314703153e-05,97.0,189.0,0.7,0.15,200.0,0.6129299202986578,0.0454327124899859,-1,-1
tgGVM,0.21106140006056495,5.0,0.031081324506300828,adam,relu,5.62655990347198e-05,84.0,145.0,0.7,0.15,200.0,0.5121104277577098,0.019184051536103065,-1,-1
cFc1m,0.002434823627854156,50.0,0.04429262374299001,SGD,elu,6.7997160439004e-05,35.0,199.0,0.7,0.15,200.0,0.47747536516740186,0.03602764046339451,-1,-1
mPEG9,0.01332417713538009,10.0,0.026553682104545222,SGD,tanh,4.923332652904499e-05,49.0,106.0,0.7,0.15,200.0,0.5803633865213012,0.0258574964081074,-1,-1
n3V6f,0.028327640831654583,70.0,0.13501294248263349,SGD,relu,9.730495701181564e-05,61.0,123.0,0.7,0.15,200.0,0.5463810569260079,0.047992655207522966,-1,-1
Lfna2,0.04775178142555328,30.0,0.006106865029987321,SGD,relu,3.874751722071782e-05,103.0,194.0,0.7,0.15,200.0,0.5381708309503436,0.04274279146935909,-1,-1
CG8H0,0.07636662137087127,5.0,0.0646584691341963,SGD,elu,7.455477834653961e-05,124.0,138.0,0.7,0.15,200.0,0.5782069377988865,0.039688903644877684,-1,-1
YAcmi,0.24438354558764963,5.0,0.11357381687311789,SGD,tanh,6.082702066965516e-05,108.0,116.0,0.7,0.15,200.0,0.5947592082821989,0.035742430487852105,-1,-1
KrwSH,0.13059027101913373,10.0,0.0709458319246988,adam,relu,7.826550047651811e-05,172.0,162.0,0.7,0.15,200.0,0.48747534563395145,0.02260648587932119,-1,-1
XSgrW,0.0049388471420812215,30.0,0.05538884204659533,SGD,relu,8.877541070579628e-05,92.0,170.0,0.7,0.15,200.0,0.4870318323837128,0.023523382694480482,-1,-1
e1dOu,1.8072856256878707e-05,5.0,0.04942655609904023,SGD,elu,5.431582108953886e-05,129.0,156.0,0.7,0.15,200.0,0.5111612807059727,0.025731038088859255,-1,-1
bfeTF,0.17888933358091463,50.0,0.10101112814485137,SGD,tanh,7.106898458872775e-05,69.0,181.0,0.7,0.15,200.0,0.5513859085598216,0.03471228159674132,-1,-1
rj8G3,0.4116306133590624,5.0,0.07633583965381538,SGD,relu,8.397428096241e-05,76.0,111.0,0.7,0.15,200.0,0.4784648369330564,0.0778842943213369,-1,-1
TTnOi,0.007113018996845211,10.0,0.09002937566769534,SGD,relu,8.074616804839851e-05,134.0,142.0,0.7,0.15,200.0,0.5530954159887977,0.05136384213537211,-1,-1
GJh2E,0.04273927982912554,70.0,0.12984085065491882,SGD,elu,9.988729023356038e-05,120.0,126.0,0.7,0.15,200.0,0.5496464564669343,0.06535575696508958,-1,-1
I7POo,0.09333164356757334,30.0,0.10489779642373351,SGD,tanh,4.380612037983686e-05,145.0,151.0,0.7,0.15,200.0,0.582953627827872,0.042270997484576515,-1,-1
Fv7Al,0.009187021825261087,5.0,0.11093839957804784,adam,relu,6.246421449730448e-05,149.0,174.0,0.7,0.15,200.0,0.5060555487895826,0.026564862446072528,-1,-1
h4DQt,0.2900893971141755,5.0,0.058034239581949,SGD,relu,6.581955651929776e-05,101.0,132.0,0.7,0.15,200.0,0.6159894533492682,0.0539154858184113,-1,-1
cxc95,0.030344109754023782,10.0,0.1250026766394437,SGD,elu,6.960536402637894e-05,114.0,104.0,0.7,0.15,200.0,0.5585137057816051,0.06302644957199184,-1,-1
rlm0v,0.48140256176201107,30.0,0.1496757869440994,SGD,tanh,5.741187063882358e-05,88.0,88.0,0.7,0.15,200.0,0.6179598889183644,0.09050416415273081,-1,-1
esIYA,0.05587985841632158,5.0,0.01807817635597049,SGD,relu,5.059215869635668e-05,31.0,147.0,0.7,0.15,200.0,0.6035610443800228,0.052612549044899815,-1,-1
ouPV7,0.014963387999678755,50.0,0.11793894547892575,SGD,relu,3.504180595615635e-05,110.0,186.0,0.7,0.15,200.0,0.5130574972007118,0.03715395601985901,-1,-1
XrRD3,0.15619314301552698,5.0,0.03855106249381786,SGD,elu,7.455137562292477e-05,22.0,81.0,0.7,0.15,200.0,0.5927542242611169,0.04875183555535419,-1,-1
nPTnD,0.23102200523628733,5.0,0.13377736076752786,SGD,relu,8.729744711849296e-05,106.0,97.0,0.7,0.15,200.0,0.5772468482022738,0.05689280274841196,-1,-1
qURfl,0.178706121375707,5.0,0.1403517392578611,SGD,relu,7.767524571009049e-05,111.0,100.0,0.7,0.15,200.0,0.6064432403007526,0.023265575607754985,-1,-1
snb0l,0.11370632352731432,5.0,0.14470992191793874,SGD,relu,9.451987399152879e-05,117.0,74.0,0.7,0.15,200.0,0.6336081137188432,0.03677047769525022,-1,-1
ca6LW,0.07819063250029641,5.0,0.13169990463991102,SGD,relu,8.488994446389386e-05,98.0,86.0,0.7,0.15,200.0,0.5817378787809341,0.030607642857661245,-1,-1
eAlEt,0.338657830706726,5.0,0.1278458379979986,SGD,relu,7.94710186493334e-05,125.0,95.0,0.7,0.15,200.0,0.5816809912976961,0.05168914221138696,-1,-1
wzdU0,0.14448651938254897,5.0,0.12307502385454344,SGD,relu,8.246386170489548e-05,93.0,92.0,0.7,0.15,200.0,0.5574398579594876,0.0891911498671693,-1,-1
dsLKg,0.24228751404815302,5.0,0.13293116304696312,SGD,relu,7.209111033820362e-05,105.0,76.0,0.7,0.15,200.0,0.5928155495601507,0.07869766488223301,-1,-1
Fhcly,0.4032585451859392,5.0,0.12637994261829097,SGD,relu,9.26502136805853e-05,120.0,102.0,0.7,0.15,200.0,0.5970677123294406,0.041838078782950094,-1,-1
zDKyI,0.4847259527230509,5.0,0.12133146132928485,SGD,relu,7.595987471972223e-05,109.0,108.0,0.7,0.15,200.0,0.5501727922489131,0.04953543955597761,-1,-1
sP8DE,0.06850250043822069,5.0,0.13983064808417478,SGD,relu,6.695706396233512e-05,98.0,114.0,0.7,0.15,200.0,0.520667114878194,0.024223676546650433,-1,-1
iZxWa,0.16106870631546025,5.0,0.14635330429326462,SGD,relu,7.373338499655451e-05,114.0,83.0,0.7,0.15,200.0,0.6242225578945683,0.04421923816540001,-1,-1
NkztO,0.09978555341656722,5.0,0.13721765193733007,SGD,relu,7.870115410713189e-05,129.0,90.0,0.7,0.15,200.0,0.605863923489841,0.03373579311742758,-1,-1
BxhNJ,0.2877631680834238,5.0,0.11573501649478889,SGD,relu,6.91448188628006e-05,102.0,99.0,0.7,0.15,200.0,0.615556269231732,0.03427299764962128,-1,-1
FgB6l,0.058453845960568726,5.0,0.12968539574406482,SGD,relu,8.191906898440665e-05,123.0,71.0,0.7,0.15,200.0,0.5688916142050817,0.04661280992289118,-1,-1
RQkah,0.11829854888447319,5.0,0.1439924381126912,SGD,relu,6.358383298015945e-05,140.0,119.0,0.7,0.15,200.0,0.6146679455892771,0.0695397354153144,-1,-1
ZVAoY,0.19618671948747535,5.0,0.10842713562017306,SGD,relu,9.086048802961257e-05,90.0,93.0,0.7,0.15,200.0,0.6035864550942474,0.07420140570233238,-1,-1
DrDHg,0.33236156300750685,5.0,0.13616767481663253,SGD,relu,6.509266802906866e-05,94.0,109.0,0.7,0.15,200.0,0.6020863374240137,0.032527323196391664,-1,-1
gDq2L,0.4837793087261652,5.0,0.1496357665144243,SGD,relu,7.616587487481795e-05,84.0,105.0,0.7,0.15,200.0,0.5815948601550973,0.07540932837559775,-1,-1
LtzOo,0.08992302775093085,5.0,0.12006236322108088,SGD,relu,7.187099624684682e-05,134.0,80.0,0.7,0.15,200.0,0.5801274282053569,0.054430709851913436,-1,-1
fn03q,0.22417938749784816,10.0,0.11165319537142353,SGD,relu,8.617521098184934e-05,118.0,125.0,0.7,0.15,200.0,0.5521516950053179,0.04882888509243271,-1,-1
EQaYu,0.040199872839356506,5.0,0.1420895193471821,SGD,relu,6.199069616559062e-05,107.0,115.0,0.7,0.15,200.0,0.5361368482816931,0.03735194863326773,-1,-1
ccNgK,0.13219619540113928,70.0,0.12683112068211144,SGD,relu,6.974931526132224e-05,115.0,63.0,0.7,0.15,200.0,0.6122014937565007,0.062434330411092046,-1,-1
JDygB,0.021405849191960268,30.0,0.11533696853133012,SGD,relu,5.944618611663946e-05,80.0,165.0,0.7,0.15,200.0,0.5341667303196628,0.06528396850054885,-1,-1
RMkjg,0.05091376311934483,100.0,0.13386502345200904,SGD,relu,7.96243580772745e-05,102.0,96.0,0.7,0.15,200.0,0.519837470720592,0.02791441750515749,-1,-1
PareO,0.277230329302641,5.0,0.1465483307160439,SGD,relu,8.852805092122292e-05,110.0,85.0,0.7,0.15,200.0,0.5563290612140468,0.05166310591237914,-1,-1
DqQsJ,0.07327318022256357,5.0,0.12353000880633717,SGD,relu,7.333681501088356e-05,126.0,111.0,0.7,0.15,200.0,0.6098645834869687,0.08379619903699771,-1,-1
MHhzx,0.17824595553369585,10.0,0.13820727105442873,SGD,tanh,6.798317320040388e-05,131.0,118.0,0.7,0.15,200.0,0.5871479110581856,0.04026732907561335,-1,-1
s5Pzf,0.39159412413164324,30.0,0.12883703421349813,SGD,relu,8.421545080559144e-05,122.0,67.0,0.7,0.15,200.0,0.5645485862193313,0.0283246374781567,-1,-1
SeIjn,0.029596200541273918,5.0,0.10894519530575446,SGD,relu,5.316766804979771e-05,106.0,102.0,0.7,0.15,200.0,0.5807948665836679,0.041112781917718846,-1,-1
McGn7,0.11696568620329492,50.0,0.12129022277996,adam,elu,7.790903265878842e-05,96.0,159.0,0.7,0.15,200.0,0.5097155252923968,0.031126171381861335,-1,-1
oM3NH,0.09196053830381407,5.0,0.10307840663953306,SGD,tanh,8.116704899166095e-05,87.0,136.0,0.7,0.15,200.0,0.5975286333571639,0.04919351697833255,-1,-1
ANVpk,0.48806085247480774,10.0,0.11739744062926939,SGD,relu,5.7643817092855945e-05,72.0,128.0,0.7,0.15,200.0,0.6126842941847561,0.046629028321739374,-1,-1
hy7ze,1.6640269862493857e-06,70.0,0.133309531114937,SGD,relu,6.43701618945924e-05,136.0,122.0,0.7,0.15,200.0,0.4470031725213291,0.05806927237075665,-1,-1
Jvqhh,0.2149248296444758,30.0,0.14151202531170226,SGD,elu,6.0513514079090876e-05,112.0,89.0,0.7,0.15,200.0,0.589432910795509,0.03750778462677039,-1,-1
XbLno,0.0629160286323305,5.0,0.11297884289112466,SGD,relu,6.716743982729092e-05,127.0,77.0,0.7,0.15,200.0,0.5704871737561267,0.030863464189832504,-1,-1
nkv4d,0.33491750731733966,5.0,0.03345683952039985,SGD,tanh,7.525795527028947e-05,117.0,172.0,0.7,0.15,200.0,0.638719424485865,0.04700623710292126,-1,-1
tB4qh,0.046608124811440214,100.0,0.09409564788044103,adam,relu,4.658004305067154e-05,140.0,153.0,0.7,0.15,200.0,0.5408629085387175,0.06843928927527483,-1,-1
eS2Ed,0.49353263919568174,10.0,0.13130699249573866,SGD,relu,6.335786313443584e-05,77.0,177.0,0.7,0.15,200.0,0.5960679488367675,0.052761912807272035,-1,-1
Kgsfl,0.17448793211620386,5.0,0.02444802135676606,SGD,elu,5.54322142581933e-05,91.0,60.0,0.7,0.15,200.0,0.5851842620476768,0.01562549023766844,-1,-1
czBW7,0.0344017598752079,30.0,0.14995615134128665,SGD,tanh,7.029002018336439e-05,100.0,169.0,0.7,0.15,200.0,0.5490160919316505,0.04954419560388479,-1,-1
lAhrs,0.26972663028712257,5.0,0.09885824075064839,SGD,relu,7.184883570202801e-05,103.0,141.0,0.7,0.15,200.0,0.6316357481881985,0.03198395436629852,-1,-1
qYsLL,0.14094787931017716,50.0,0.10542449328857821,SGD,relu,8.302246442139104e-05,82.0,161.0,0.7,0.15,200.0,0.5657410537980111,0.04498782697397704,-1,-1
iIaVq,0.017050463766763325,5.0,0.13585708706153674,SGD,elu,6.644970689705629e-05,65.0,131.0,0.7,0.15,200.0,0.6222060856773096,0.055131264181065134,-1,-1
